age,height,weight,heart_rate,vo2_max,resting_heart_rate,steps,active_minutes
39,67.3,163.7,70,31.5,59,6247,33
51,50.3,169.7,171,50.4,71,11578,23
18,70.2,169.4,77,46.2,46,6188,37
43,61.7,164.3,171,49.4,72,12779,151
27,90.9,163.4,176,38.3,55,4696,117
47,66.9,193.1,63,38.4,65,10240,43
35,91.4,153.5,92,54,76,16190,87
34,50,183.9,137,51.6,76,13781,21
43,65.4,158.6,167,47.4,51,12780,70
25,62.1,167.2,179,48.8,66,6641,114
57,61.7,153.1,101,32.8,58,7559,49
29,53.4,163.5,91,55.7,57,3260,157
44,59.4,188.4,110,53.1,65,19033,179
25,77.8,194.3,63,47.7,66,13631,16
42,64.6,161.1,79,57.6,78,5048,88
21,70.9,173.2,144,35.1,54,4023,130
50,68.8,173.5,126,50.6,45,4074,82
18,93.8,193.7,148,58.9,45,14434,77
36,95.3,188.1,127,39.3,68,15155,40
48,74.6,175.7,121,30.5,47,4312,79
33,66.5,183.5,117,52,75,5474,56
31,55.3,192.4,106,30.2,57,16171,67
22,97.7,150.5,134,56.2,48,5260,159
58,53,170.1,139,31.7,67,18341,33
43,64.9,195.4,118,49.6,50,7618,43
45,64.9,187,159,41.3,78,14997,72
19,66,177.1,65,36.1,62,3350,156
23,58.2,176.5,154,56.9,80,11285,33
26,89.2,167.4,99,52.4,70,8048,73
50,56.1,176,136,40.2,77,10141,157
58,81.7,182.8,82,38.5,77,13288,125
42,56.2,170.9,111,52.1,69,3854,107
30,53.5,185.7,63,55.1,61,18944,36
26,95.5,193.1,96,51.5,47,9546,53
30,59.5,157.7,101,49.2,66,17553,102
48,91.1,172.6,160,36.8,79,9207,74
58,77.2,170.4,103,55.6,48,8486,128
28,53.9,184.4,156,52.5,72,8147,63
21,97.8,162.5,179,45.5,57,12017,129
51,62.3,182,101,45.3,74,17094,176
55,93,193.9,88,47.1,56,9664,16
21,58.4,170.9,160,54.8,47,16573,63
55,92.7,195.6,78,52.3,65,3683,52
36,50.7,199.7,174,55.7,84,11390,29
23,75.6,155.3,143,45.2,45,3009,93
51,88.5,161.7,91,48.7,62,17820,162
35,96.7,197.5,103,55.6,57,11899,52
30,95.5,197.9,114,37,51,4612,136
58,91,154.9,139,43.3,57,9226,164
40,94.4,150.7,64,48.6,61,6341,162
36,60,158.1,172,57.5,76,19926,45
28,64.2,199.8,105,30.5,73,19621,75
18,64.4,159,135,36.4,74,13167,130
41,68.9,175.1,104,37,55,7709,18
24,69.7,192.4,80,39.8,58,15240,92
42,77.2,151,137,38.5,54,4263,88
38,58,180.2,160,47.7,52,18666,30
32,84.6,163.9,81,56.6,75,9998,25
18,58.4,193.1,89,49.1,50,18315,35
29,65.5,164.2,82,37.2,63,9740,38
24,75.2,184.3,64,55.9,63,12812,107
32,89.8,183.7,122,49,56,16228,80
38,87,161.1,152,36.6,83,15532,152
36,82.3,151.7,118,40.8,62,3882,26
46,57.8,170.5,153,53.7,47,8187,146
42,77.4,164.5,141,52.2,53,16652,41
50,54.4,190.4,169,47.3,50,10792,75
49,68.9,190,173,34.3,45,18850,68
52,70.7,172.9,111,54.1,84,5950,169
55,52,180.3,124,39.2,73,5889,120
43,63.7,180.2,98,53.1,79,11211,92
28,97.8,191.4,140,49.4,79,19931,119
52,97.7,171.3,62,37.9,74,15089,68
25,67.6,163.8,101,36.4,79,17566,39
31,52.2,163.3,130,33.9,83,6436,20
27,59,176.8,86,37.3,66,19087,128
19,69.6,172.5,87,34.7,72,10497,163
26,97.4,172,167,48.5,62,9636,103
20,57.1,154.6,113,48,76,13979,11
38,88.2,185.9,154,47.6,49,11065,171
43,55.4,160.7,74,49.3,78,3581,178
25,99.1,159.8,178,54.4,75,5957,40
19,69.1,170.6,112,57.4,77,6590,72
23,88.8,161.4,171,36.9,48,16913,126
45,67.1,179.2,131,47.6,58,11797,136
46,81.4,168.6,129,32.4,59,9531,45
43,59.6,172.4,151,33.6,64,15825,49
42,57.3,176.9,63,49.6,64,8911,32
29,96.9,160.2,153,44.6,79,7731,163
22,95.9,157.8,166,52.7,48,19279,27
51,94.4,194,76,42.8,62,16790,88
54,81.3,171.7,93,33.8,68,15455,43
32,90.4,170.6,65,56.2,71,13455,165
53,53.5,151.8,95,32.5,77,14045,116
32,66.7,174.9,158,35.7,69,5531,58
40,65.7,177.7,162,38.3,49,12666,71
23,81.8,177.9,98,59.9,62,6852,51
38,67.8,185.4,139,42.5,64,18414,33
40,57.4,158.9,125,45.1,79,16281,172
33,79.8,162.6,67,53.1,50,17770,86
32,90.7,190.5,74,49.1,71,16387,104
42,69.1,197.4,122,55.2,72,18626,92
53,56.6,156.8,150,44.6,55,14973,102
28,59.8,174.9,139,59.2,53,15923,31
32,61.9,160.7,124,53.9,72,7511,114
21,65,153,118,42,63,7508,94
38,82.1,166.3,69,41.4,83,6668,70
30,80,157.2,66,57.9,65,8087,167
39,84.8,185.5,171,50.5,75,9015,78
36,68.1,176.7,133,48.6,51,8662,15
51,91.2,157.2,135,52.7,81,13614,94
31,60.2,150.5,140,46.8,69,6003,123
21,73.5,190.4,168,34.8,72,2598,148
44,90,158.8,71,39.6,80,2069,33
46,59,180.3,138,46.7,61,10139,88
45,55.5,166.8,105,30.5,70,11585,119
52,94.2,179.3,174,43.1,72,5659,113
25,67.1,165.8,91,52.7,81,7634,60
33,84.2,154.3,91,34.9,61,8822,28
59,51.3,161.1,174,31.9,61,5682,140
53,84.5,159.4,149,55.1,77,4683,140
47,65.8,171.4,137,48.5,78,6562,137
35,52.8,182.9,173,35.3,67,6652,101
19,80.5,163.2,149,54.2,74,15181,40
30,62,150.6,120,49.7,71,11502,115
21,69.3,175.9,128,40,53,6713,133
43,54,180.3,175,41.3,64,7413,122
42,57.4,198.1,120,34.7,67,4075,145
47,64.9,179.5,161,55.1,63,2782,26
28,54.5,173.6,173,45.3,81,11525,108
24,95.5,178.7,105,46.7,48,13909,109
48,50.3,196.4,127,56.5,57,16962,113
27,74.2,191.4,151,30.5,82,17853,54
56,56.2,166.1,114,32,56,19441,106
30,65.4,161.9,60,34.8,53,4054,69
48,96.3,163.1,136,30.9,59,16375,123
24,58.1,175.2,166,49.7,65,13593,30
59,98.3,187.2,126,49,59,15196,121
59,60.3,175.2,108,36.3,49,4109,158
53,87.1,153.4,173,34.5,49,3320,134
37,77.3,186.2,84,34.4,69,16714,37
21,94.2,190.3,165,58.6,68,17987,90
24,77.7,164.5,75,50.8,81,6417,91
18,76.7,183.2,144,47.6,75,5699,55
59,59.8,171.3,72,39.7,78,19116,53
30,58.3,194.5,111,43,58,15668,98
39,95.8,192.3,167,32.7,71,8562,162
38,66.4,176.3,95,59.9,48,15647,127
39,68.6,184.6,131,52.7,67,18359,129
45,88,194.2,103,48.6,82,16202,72
26,66.9,174.8,142,47.6,49,10796,86
43,97.6,165.7,106,45.1,71,3722,97
26,86.9,187.7,139,37.7,58,12596,149
32,79.9,161,135,36.8,51,16536,87
27,94,169.4,79,46.5,62,13674,73
41,52.5,193.3,77,32.1,76,17647,168
59,62.9,186.2,113,32.2,46,4812,13
25,73.3,170.2,71,46.8,64,11773,92
41,61.3,160.7,171,57.6,73,4278,15
33,87.2,167.8,84,57.4,70,17454,100
43,96,164.2,119,30.3,82,4350,31
44,71.2,158.8,175,33.2,45,5623,154
54,67.1,187.2,134,47.5,49,8530,38
21,98.1,162.6,145,55.5,58,19098,154
41,72.2,172.7,175,58.6,69,17987,11
36,74.5,169.3,169,55.8,53,2924,41
53,67.6,199.1,93,50.3,74,6529,159
56,95.5,169.6,72,36,63,14270,112
27,78.4,154,169,32.2,84,4815,141
42,88.1,154.5,97,31.4,52,6578,175
35,90.6,179.5,71,48.4,60,6462,126
36,67.1,180,162,31.1,52,2888,150
53,71.7,170.9,95,52.2,67,15642,70
27,92.4,171.6,87,51.4,53,3723,73
50,68.2,152.7,150,32.4,76,19642,86
22,89.7,175.8,98,57.2,81,10602,42
52,97,175.2,136,45.7,78,13386,107
51,81.2,157.5,102,57.1,62,4613,175
50,87.1,155.2,163,57,59,12004,135
38,90.3,156.2,150,35.9,59,17980,166
34,92.3,155.1,174,41.4,73,14098,70
39,69.8,180.5,90,34,67,2677,41
54,52.6,159.8,61,53.2,67,13102,148
32,70.1,162.6,176,45.1,45,9730,27
52,83.7,158.7,141,57.9,66,12443,54
45,72.5,197.9,149,36.2,51,5004,30
24,87.4,192.7,176,50.7,76,17402,21
49,67.8,161.5,101,59.7,72,10986,112
28,81.7,166.4,90,50,76,2728,29
27,59.3,160.5,120,32.1,77,16173,16
26,87.5,174.6,161,47.7,57,16841,100
31,77.3,151,115,35.4,72,2190,139
30,60.2,183.6,145,30.9,53,16089,52
42,64.6,176.2,159,40,47,12188,106
19,87.4,194.9,142,38,61,12299,30
52,74.1,158.2,73,53.7,78,15690,38
24,60.8,190.2,73,41.2,76,15740,41
38,98.4,189.6,173,52,53,12301,85
35,85.8,156.4,88,30.5,45,8039,112
20,97.9,169.9,140,30.4,64,8445,122
59,71.4,158.5,109,30.9,49,10829,113
56,73.8,162.7,109,36.6,84,6045,140
58,94.9,163.2,122,41.2,65,7624,48
28,76.3,177.8,160,48.2,49,13011,60
56,85.4,170.6,132,59.6,48,8834,125
41,62.6,197.4,124,40.6,52,11033,17
36,72.3,156.3,127,31.7,69,5247,119
21,56.2,198.7,130,35.8,51,19600,55
43,60.3,161.5,70,56.9,81,9980,15
55,50,188.6,73,51,76,7586,121
59,52,166.9,165,53.7,61,9940,67
49,98.9,157.2,142,33.7,72,11449,178
56,62.1,192.9,163,34,50,9979,131
53,83.2,165.4,62,33.4,80,3514,124
57,92,182.9,67,55.7,46,14738,63
54,77.5,178.3,152,36.3,75,4883,85
50,57.7,173.6,173,49.3,45,5826,178
53,86.4,174.8,160,45.5,47,14567,57
20,80,186.6,175,46.3,57,6339,79
26,86.6,154.4,102,35.9,75,2674,164
25,88.5,183.4,68,49.1,73,17426,56
50,98.8,194.8,78,31.3,77,18486,126
23,78.7,152.9,71,59.8,54,12549,32
58,67.1,157,86,30.8,82,5993,151
56,82.4,185.8,160,31.5,53,14219,70
21,53.4,171.9,171,39.7,45,5708,135
30,94.9,170.2,117,54.9,81,3495,85
19,56,156.8,84,37.7,76,5392,162
22,66.4,175.3,104,44.2,77,13698,74
44,90.8,156.3,161,30.5,46,9537,105
49,79.9,173.8,107,32.4,46,4785,161
38,69.7,188.2,109,48.2,49,7588,115
25,73.7,162.9,140,35.8,54,6802,138
55,92.7,174,103,50.8,82,17211,48
25,67,199.6,118,53.6,81,6891,53
20,93.5,184.3,92,55.5,46,14760,114
20,54.4,192.1,162,34,84,5525,103
39,88.8,170.7,137,43.7,69,6777,142
23,92.4,188.4,87,58.4,82,6189,132
19,59.1,152,77,53.2,81,15023,133
40,71.5,156.1,114,33.5,62,12649,118
19,58.3,160.2,92,45.1,71,15877,81
55,85.3,170.1,175,57.7,64,3150,74
34,76.8,192.3,165,43.2,78,16301,88
52,81.8,167.3,74,55.1,52,6137,97
51,59.8,182.7,120,44.9,48,3510,152
40,60.6,185.5,70,33.2,74,15982,15
47,52.1,179.3,95,34.4,80,5915,75
25,66.1,167.9,74,31.4,53,16734,78
39,78,178.9,112,35.9,56,12957,124
53,92.9,167.1,121,56.8,58,5938,176
22,83.3,154.2,107,49.5,79,3073,114
30,71.8,199.6,153,52.2,50,4192,107
46,97.7,156.4,74,48.6,67,10207,105
48,86,153.6,122,41.6,48,9383,166
33,96.5,193.9,172,36.5,45,7171,55
59,76.4,165.1,146,57.8,53,10298,131
47,62.9,182.5,102,45.4,53,8480,40
33,52.6,166.5,109,44.4,59,14658,161
29,86.3,169.6,119,59.9,68,4857,128
34,56.1,163.1,171,41.5,52,6349,135
33,65.1,167.2,118,55.6,72,3428,152
29,76.6,170.5,74,55.9,61,8723,157
25,78.2,186,88,37,79,16010,141
37,80,175.6,134,32.8,75,17718,136
20,58.3,197.2,168,59.3,48,16809,117
33,69,152.1,141,42.8,58,15272,147
47,80.9,175.2,99,30.1,69,13828,50
40,98.5,179.2,90,45,84,13663,62
45,86.4,196,132,48.6,51,9856,96
57,96.1,152.5,145,53.3,75,13223,130
22,88.1,178.7,70,58.3,79,8645,85
37,79.6,192.7,140,57.5,82,4921,57
57,59.6,162.1,156,58.2,64,10166,152
18,83.3,193.8,121,31,60,14637,144
47,81.2,151,134,51.4,66,15766,81
38,80.1,186.6,162,36.8,80,2878,13
37,74.5,196.7,67,35.6,63,12704,133
23,76.4,182.9,110,54,46,10502,80
39,66.7,172,116,42.5,48,17266,135
35,76,152.2,63,57.5,78,17300,68
25,59.9,196,95,31.3,51,3321,118
56,90.3,173.5,78,54.1,58,13588,50
49,59.3,151.4,83,34.1,76,17046,39
50,54.2,184.5,100,35.3,61,12806,132
33,71.8,174.1,108,44.3,81,10462,155
29,82.9,156.2,141,41.9,58,7220,39
55,71.9,160.7,156,44.6,61,5124,144
51,63.8,153.2,105,58.2,76,10186,61
31,77.9,178.7,95,49.7,46,7099,32
53,67.4,181.1,69,38.7,83,10552,133
50,96.6,175.3,178,35.2,48,13627,174
40,96.1,190.9,137,42.6,84,19235,80
19,75.1,193.1,66,43.5,74,19243,112
58,66.4,180.8,71,48,74,14988,62
38,86.9,150.6,145,38,77,3350,114
19,51.8,184.8,150,53,45,14276,58
44,73.7,170.9,107,33,77,13739,120
26,66.8,178.3,96,46.8,80,7730,116
18,96,182.5,134,48.7,75,14384,162
28,50.6,167.5,95,36.2,81,2326,100
20,77.6,195.9,119,54.8,58,4120,164
40,87,156.7,136,48.5,50,2993,149
43,74.3,183.6,155,49.4,51,14620,160
21,54.3,150.2,67,44.9,84,17778,26
35,98.6,196.2,66,57.3,68,4781,53
23,75.9,155.6,166,50.8,48,9019,80
52,80.7,154.7,102,41.5,69,4905,134
39,61.8,166.7,117,37.2,47,10290,161
32,74.2,168.7,140,32.1,72,17260,102
39,71.5,160.7,145,35,67,18627,69
54,53.7,179.3,105,59.8,80,9938,62
59,55.3,172.1,93,42.2,57,7494,83
29,91.9,151.7,143,57,66,4709,153
59,62,166,176,35.1,69,14654,116
55,59.7,190.5,131,42.8,68,18369,107
35,75.2,184.5,81,58.8,81,13418,34
52,88.4,186.2,150,32.7,77,15769,75
47,53.1,184.9,157,47.8,58,9795,59
41,78.8,165.5,80,57.6,68,18082,78
59,56,155,74,58.5,66,19431,87
47,51.8,163.6,64,55.4,81,11507,177
31,52.6,191.6,161,55.7,67,11578,143
23,91.7,199,76,49.6,50,8711,73
20,55.9,174.7,131,36.6,63,17979,37
33,52.3,150.5,78,51.9,56,17049,18
24,71.9,157,64,59.4,70,10062,15
31,92.2,166.1,82,45.8,73,17833,154
26,63.1,178.9,142,37.8,58,11603,177
32,71.1,153.8,73,47.2,61,13441,108
38,52,197.2,69,50.7,74,6570,91
52,72.5,168.3,90,36.2,51,14845,128
19,78.9,195.6,72,51.6,65,13870,138
44,78.5,189,81,47.6,45,11542,72
19,66.6,187.8,96,48.4,82,6833,134
52,65.8,180.3,98,39.2,48,8801,27
35,55.3,181.3,69,34.7,52,5340,95
31,68.3,181.9,90,48.7,62,12764,29
37,55,181.4,102,47.6,52,14312,57
35,88.3,177.7,158,40.1,75,5844,63
27,98.3,199.3,136,38.9,75,2639,111
42,98.5,186.6,153,40.4,72,13420,98
19,93.3,188.8,157,44.7,81,17211,153
42,80,193.6,95,59.2,47,15496,157
50,85,160.8,94,52.9,59,10151,56
53,64.3,154.2,170,55.6,48,10377,144
48,81.5,174.1,127,45.2,79,7400,160
31,72.8,175.7,114,45.8,78,17945,170
18,74.1,191.5,176,36.1,80,19702,177
33,87.9,172.2,127,51.6,50,10719,119
20,64.1,178.5,106,42.6,48,5259,14
52,65.9,176.4,65,52.3,74,5483,120
58,96.2,151.9,178,42.3,83,11759,50
23,52.8,180.8,87,33.3,62,12226,145
42,74.3,191.4,89,35.2,66,16172,91
30,95.6,157.9,86,54.3,54,19708,40
51,80.5,179.7,128,37.8,73,6404,13
25,77.3,179.7,167,37.9,67,11404,65
38,62.5,158.2,98,57.9,48,7937,14
51,67.2,156.2,94,49.7,63,3434,90
21,92.6,199,162,33.4,70,10729,63
42,78,169.7,103,34.3,51,6953,133
32,75.7,161.4,74,38.2,57,11766,105
21,55,158.6,142,47.8,47,10384,102
29,50.8,183.4,153,52.6,84,15507,89
49,98.2,180.5,161,38.2,55,9378,10
49,68.8,182.2,91,56.1,60,12005,82
45,80.2,154.4,163,33.3,64,14987,70
30,54,194.7,88,36.2,67,4437,135
48,84.2,169.5,122,59.1,67,13571,16
31,96.6,165.7,65,34,76,6552,167
37,78.8,173.1,149,56.6,82,19738,134
35,56.3,169.5,86,51.1,47,18085,24
46,79.1,193.2,158,32.2,52,5754,117
23,88.3,196.5,87,44.5,82,8265,13
49,70.3,165.2,64,45.6,84,13721,72
46,94,193.2,100,58,58,18542,79
19,82.4,189.1,115,42.6,52,8741,47
40,95,196.5,171,43.4,55,3837,11
36,81.2,162.3,113,33.4,77,19409,17
48,56.6,178.8,139,49.2,59,19042,60
22,65.5,163.7,164,36.3,81,19061,126
36,60.1,191.2,77,32.3,58,4375,121
51,95.4,150.3,136,59.9,70,18659,28
27,88,178.2,102,38.1,52,8859,103
42,83.8,167,148,34.2,48,14739,40
19,65,166.1,133,51,80,3588,89
28,59.2,182.2,88,54.7,62,14854,111
48,87.8,192.6,69,31.9,71,2245,31
32,73.7,180.5,65,33.2,63,11080,42
26,61.3,192.7,139,32.7,47,12403,174
40,80.8,163.2,148,31.4,53,10192,149
36,52,176,167,49.8,83,4184,123
26,66.3,172.5,63,47.6,46,14438,73
52,73.4,150.6,160,49.9,53,5251,162
38,57.4,177.8,93,45.2,50,18281,38
26,99.2,183.1,142,54.5,82,7863,22
45,60.5,179.6,92,46.4,72,11702,35
24,56.5,186.8,63,57.6,78,5771,31
33,60.2,178.6,103,44.6,73,15536,102
33,88.5,153.3,157,53.7,47,11320,85
50,71.3,155.8,135,42.2,60,18077,119
21,78.3,179.8,90,43.1,79,4419,101
21,51.1,163.7,139,55.5,55,15518,82
56,51.7,154,125,33.2,67,9396,128
57,72.3,171.5,172,46.9,74,9309,19
34,90.8,177.7,117,51.8,49,13981,57
54,94.3,166.4,119,52.5,52,2685,179
56,54.3,186,61,47.7,54,4756,99
46,76.9,182.2,95,43.4,72,7023,177
53,95.7,166.6,129,37.8,80,14558,15
55,69.4,187.7,119,57.3,54,19094,141
56,91.5,182.4,82,41.1,58,7085,100
54,56.7,181.9,162,54,82,7646,64
52,96.8,177.7,178,30.9,81,16157,135
24,87.6,150.6,106,37,49,13159,140
44,97.1,184.8,175,40.4,50,13991,16
45,83.8,168.8,167,50.1,74,19476,97
39,68.2,197.1,160,39.6,63,4955,95
31,96.9,190.9,105,31.2,58,17741,149
24,63.8,179.4,139,35.2,55,18324,108
54,66.6,162.6,166,37.8,49,14023,154
39,85,160.2,103,35.3,75,11635,84
22,88.3,167,78,36.1,76,16932,116
19,96.5,173.8,108,53.1,68,6143,173
44,60.2,164.8,147,42.4,54,9644,154
38,89.9,175.7,117,42.2,57,4997,95
55,86.9,158.3,150,59,57,7208,10
32,53.2,198.9,66,43.4,80,11946,129
38,69.4,155.4,153,57.8,66,16387,76
27,64.1,196.6,100,39,53,5605,108
40,65.2,195.7,137,42,63,18805,58
56,99.1,176.3,175,41.9,51,18994,60
22,82.1,186.2,167,46.4,59,10637,80
18,85.9,171.8,74,47.5,61,11152,129
30,98.8,181.5,135,37.4,58,2130,121
38,68.9,167,112,53.8,46,4647,40
43,90.1,165.1,176,44.9,58,14271,33
38,71.7,178.9,152,30.2,48,16709,46
35,93.5,174.9,82,47.7,47,16886,72
54,59,179,136,53.9,47,8673,65
49,97.4,164.3,132,37.5,55,12626,27
53,60.9,168.3,147,31.1,49,5729,115
34,66.3,154.2,162,54.2,73,6431,166
52,87.8,152.6,153,59.3,72,3024,86
28,69.7,162.7,124,32.3,67,9039,13
38,80.4,153.7,119,58.1,74,18921,130
43,72.2,155.2,69,40.8,67,6591,149
21,87.1,190.6,161,58.2,66,2507,57
51,61.4,151.9,117,49.5,56,5924,156
35,52.9,182.9,106,56.7,71,10872,35
57,65,163.6,74,53.6,84,4193,117
52,73.7,193.6,68,30.8,59,17762,47
58,58.4,174.2,72,32,67,6655,89
46,67.7,165.3,82,45.8,63,19606,162
46,70,175.9,92,33.9,55,7019,37
55,52.9,169.1,68,43.8,82,5574,70
59,79.2,178.2,62,58.6,84,8546,98
38,94.2,155.7,153,38.8,47,16677,98
59,57.6,199.8,132,44.7,60,18210,149
30,79.9,171.3,175,41.5,76,18924,17
58,83.2,167.4,84,48.9,82,15487,131
34,71,185.5,170,35.8,53,18894,112
26,85.1,168.2,147,37.8,82,16830,97
58,70.5,191.7,155,55.8,49,14642,32
18,75.2,172.7,130,54.3,45,18728,46
19,50.4,186,95,53.7,79,7179,20
46,84.6,155.4,148,53.1,79,17023,26
50,83.1,192.3,79,43.8,56,8372,139
27,51.9,186.8,140,51.9,80,14434,38
57,68.4,160.6,113,41.6,65,13561,66
38,99,157.3,159,33,52,14014,171
45,71,165.8,149,41.8,71,12571,87
28,75.1,198.8,78,34.8,53,10590,131
51,95.5,162.8,119,41.7,72,17171,121
25,85.9,172.8,96,38.9,74,13598,102
39,79.1,151.5,171,48,58,15722,11
25,89.9,169.9,62,40.8,67,14874,133
32,93.2,178.6,166,51.2,73,11486,40
34,72.8,197.7,151,45.4,70,16681,126
40,73.8,175.8,145,57.6,66,13701,122
41,69.3,191,170,32.7,59,17372,53
36,98.3,177.4,78,50.6,53,7523,136
22,84.9,152,112,50.2,70,15025,99
49,54.2,165.8,179,58.5,61,5763,123
18,93.1,178.8,105,41.1,53,16756,83
40,74,197.5,139,39.2,47,15491,55
54,53.4,193,115,35.2,60,11853,63
25,77.5,161.4,129,38,57,4465,168
30,70.9,161,160,45.1,70,6451,118
25,93.9,160.1,90,55.1,61,18061,33
40,60.2,196.1,112,38.5,76,2015,162
18,91.3,192.6,172,34.7,68,6410,172
41,77.9,188.7,171,38.2,80,7135,66
52,52.7,169.6,93,33,66,17824,81
41,98.6,175.2,90,57.8,53,9948,78
34,75.6,173.2,119,56.2,66,6789,37
22,64.5,162.7,70,39.3,64,10260,42
37,73.5,175.3,159,37.4,47,10602,62
38,92.9,151.5,65,57.2,80,9232,131
57,65.2,156.6,86,30.1,77,13051,25
48,59.6,194.3,66,48,62,19302,163
53,56.5,187.6,108,57.5,80,17182,149
28,64.9,171.1,155,45.3,54,6835,96
32,89,175.9,131,30.1,80,5343,114
36,73.6,168.5,119,36.6,65,12769,86
24,61.4,187,92,57.7,69,18656,96
45,58.3,189.2,106,30.5,84,2819,40
22,66.6,188.2,175,41.8,53,4615,109
22,97,186.1,103,53.7,71,15148,164
47,67.2,160.2,138,55.1,59,8069,45
49,99.4,166.9,178,44.3,76,7640,68
25,74.3,173.5,86,37,83,5984,115
27,59,166.5,153,48,60,9701,12
55,94.6,187.7,81,37.9,72,5039,130
49,73,166.5,106,37.7,50,12874,169
45,85.5,156.9,152,54.2,50,18986,24
34,99.2,170,164,34.6,82,17071,84
48,52.5,199,107,30.2,46,14129,10
25,54.8,161.3,89,40.1,84,16121,142
57,86,180.6,61,44.7,51,14654,99
42,64.1,171.6,74,51.2,71,10447,15
26,59.2,153.6,106,53.4,72,4487,142
19,52,174.4,86,49.9,60,3358,125
32,51.1,185.1,130,48.8,53,19073,82
20,88.7,175.7,86,50,59,10499,165
53,56.7,193.6,144,38.1,78,8131,78
21,73.4,164.4,72,41.5,64,5166,53
31,80.3,154.3,114,48.5,58,2825,153
58,71.4,196.8,76,32,55,3191,159
58,51.4,168.9,134,38.9,74,12326,160
42,89.2,178.8,118,42.2,47,16707,77
27,50.5,189.6,69,46,46,8785,163
38,88.1,166.2,92,44.6,58,8813,50
53,94.7,185.8,137,51.5,73,18917,79
29,71.6,156.8,96,44.2,49,13059,40
44,76.8,164.6,67,57.1,50,3207,26
57,73.8,157.2,92,41.4,52,12968,146
19,69.5,190.6,66,45.8,83,3237,64
30,94.4,161.1,93,30.1,83,6943,15
49,94.7,185.9,130,39.3,73,12292,141
48,66.8,197.2,66,56,83,17030,116
33,80.8,176.4,100,40,71,17465,97
49,96.3,177,177,37.6,60,15942,27
49,98.1,173.1,159,46.3,71,2459,169
51,75.4,166.3,114,32.4,83,10841,57
28,72.6,173.8,66,45.9,84,14769,38
27,63.9,180.1,143,39.1,45,18503,169
32,97.9,199.3,77,41.5,77,12447,162
34,57.1,196.9,168,53.7,83,10509,85
57,79,193.1,102,49.9,71,18134,72
35,64.1,194.5,164,43.4,61,18201,18
26,64,173.4,137,47.3,59,10585,23
42,70.2,182.9,99,53,66,15258,29
57,99.9,194.8,112,52.4,63,5228,19
31,52.7,169.6,73,35.6,72,18460,148
42,78.9,198.1,80,39,67,5410,176
39,54.1,170.8,172,40.4,80,2408,156
47,57.7,180.1,116,35.6,83,16729,156
37,72,185.5,150,30.4,64,7773,79
38,75.5,197.5,105,35.2,53,5997,81
49,62.9,162.2,85,54.2,67,9307,74
38,65.8,187.3,150,46.4,51,11179,160
52,54.3,176,83,40.2,75,7617,113
49,65.2,163.4,64,48.3,55,4701,69
47,98.3,188.8,101,52.2,84,5907,147
56,97.2,177.6,161,40.6,61,15841,72
29,66.7,183,151,44,80,19059,139
58,78.5,166.1,165,31.9,70,15407,45
35,95.5,174.1,102,47.9,80,17323,127
38,50.3,180.9,91,40.7,62,8816,66
30,90.5,170.2,147,43,75,18925,88
38,97.4,159.9,65,42.7,79,18548,29
25,54.6,198.1,133,49,72,19368,51
57,58.1,175.6,169,47.2,70,2617,30
24,98,186.7,175,42.7,50,14105,175
40,76.9,170.6,126,30.5,78,7639,102
49,50.7,167.8,66,48.6,72,13616,87
28,62.9,170.4,88,56.4,53,2000,33
39,72.5,170.5,93,53.1,73,14605,35
39,84.6,177.2,66,59.4,78,16958,139
42,86.7,177.2,140,34.2,56,16844,118
39,99.8,174.9,136,36.7,60,12701,43
45,64.4,156.7,117,46.2,51,16970,178
46,76.9,174.8,144,37.1,75,5079,108
30,76.7,158.5,90,31,77,18766,152
35,70.3,156.3,132,42.1,51,12878,64
19,58.5,196.6,104,38.6,47,19311,12
46,98.9,180.2,106,37.9,64,18944,85
38,92.7,183,136,58.6,49,3189,175
32,74.9,170.1,140,37.2,47,19281,154
44,80.2,195.4,131,33.9,82,16974,58
48,61.4,181.9,132,33.8,59,16216,158
32,77.2,188.5,132,54.2,79,16125,97
40,84.7,168.4,99,51.4,67,4368,161
41,75.8,198,171,33.9,77,6953,49
30,99.5,191,175,36.6,46,13237,157
39,80.6,192.7,89,52.4,80,6380,113
54,68.5,158.6,121,38.2,65,14953,172
50,88.6,163.5,130,59.4,58,4588,170
20,58.5,164.3,76,46.2,58,16815,113
36,69.2,163.5,162,35.8,55,8356,50
40,67.3,192.8,161,55.8,48,11121,53
46,71.6,151.6,64,39.6,74,16695,90
47,89.1,153.8,140,38.7,80,3403,93
56,74.2,163.7,163,39.8,64,10391,148
42,89.7,160,60,53,60,4285,151
54,78.8,161.6,139,35.2,78,10862,179
25,67.1,189.9,140,41.5,52,3728,21
59,90.5,178.2,153,30.9,64,13430,26
33,61.9,150.3,90,54.8,65,3249,99
25,61.2,171.5,94,40.2,84,2878,34
18,75.2,170.4,168,37.4,74,13543,35
22,63,155.7,131,47.4,80,18881,162
20,50.5,183.8,171,51.1,49,18092,69
18,82.4,185.1,179,54.4,65,9702,69
21,75.6,186,89,40.4,82,9578,36
57,72.3,186.4,162,54.4,67,12668,85
52,98.3,150,144,43.9,63,18922,29
49,78.6,197.7,74,33,54,14232,162
59,93.2,190.7,179,55.4,71,11092,164
51,57,195.2,157,46.4,79,3466,91
