age,height,weight,heart_rate,vo2_max,resting_heart_rate
30,94.4,161.1,93,30.1,83
49,94.7,185.9,130,39.3,73
48,66.8,197.2,66,56,83
33,80.8,176.4,100,40,71
49,96.3,177,177,37.6,60
49,98.1,173.1,159,46.3,71
51,75.4,166.3,114,32.4,83
28,72.6,173.8,66,45.9,84
27,63.9,180.1,143,39.1,45
32,97.9,199.3,77,41.5,77
34,57.1,196.9,168,53.7,83
57,79,193.1,102,49.9,71
35,64.1,194.5,164,43.4,61
26,64,173.4,137,47.3,59
42,70.2,182.9,99,53,66
57,99.9,194.8,112,52.4,63
31,52.7,169.6,73,35.6,72
42,78.9,198.1,80,39,67
39,54.1,170.8,172,40.4,80
47,57.7,180.1,116,35.6,83
37,72,185.5,150,30.4,64
38,75.5,197.5,105,35.2,53
49,62.9,162.2,85,54.2,67
38,65.8,187.3,150,46.4,51
52,54.3,176,83,40.2,75
49,65.2,163.4,64,48.3,55
47,98.3,188.8,101,52.2,84
56,97.2,177.6,161,40.6,61
29,66.7,183,151,44,80
58,78.5,166.1,165,31.9,70
35,95.5,174.1,102,47.9,80
38,50.3,180.9,91,40.7,62
30,90.5,170.2,147,43,75
38,97.4,159.9,65,42.7,79
25,54.6,198.1,133,49,72
57,58.1,175.6,169,47.2,70
24,98,186.7,175,42.7,50
40,76.9,170.6,126,30.5,78
49,50.7,167.8,66,48.6,72
28,62.9,170.4,88,56.4,53
39,72.5,170.5,93,53.1,73
39,84.6,177.2,66,59.4,78
42,86.7,177.2,140,34.2,56
39,99.8,174.9,136,36.7,60
45,64.4,156.7,117,46.2,51
46,76.9,174.8,144,37.1,75
30,76.7,158.5,90,31,77
35,70.3,156.3,132,42.1,51
19,58.5,196.6,104,38.6,47
46,98.9,180.2,106,37.9,64
38,92.7,183,136,58.6,49
32,74.9,170.1,140,37.2,47
44,80.2,195.4,131,33.9,82
48,61.4,181.9,132,33.8,59
32,77.2,188.5,132,54.2,79
40,84.7,168.4,99,51.4,67
41,75.8,198,171,33.9,77
30,99.5,191,175,36.6,46
39,80.6,192.7,89,52.4,80
54,68.5,158.6,121,38.2,65
50,88.6,163.5,130,59.4,58
20,58.5,164.3,76,46.2,58
36,69.2,163.5,162,35.8,55
40,67.3,192.8,161,55.8,48
46,71.6,151.6,64,39.6,74
47,89.1,153.8,140,38.7,80
56,74.2,163.7,163,39.8,64
42,89.7,160,60,53,60
54,78.8,161.6,139,35.2,78
25,67.1,189.9,140,41.5,52
59,90.5,178.2,153,30.9,64
33,61.9,150.3,90,54.8,65
25,61.2,171.5,94,40.2,84
18,75.2,170.4,168,37.4,74
22,63,155.7,131,47.4,80
20,50.5,183.8,171,51.1,49
18,82.4,185.1,179,54.4,65
21,75.6,186,89,40.4,82
57,72.3,186.4,162,54.4,67
52,98.3,150,144,43.9,63
49,78.6,197.7,74,33,54
59,93.2,190.7,179,55.4,71
51,57,195.2,157,46.4,79
42,78.5,150.8,115,48.1,57
27,93.4,196.7,119,58.1,53
38,79.2,190.5,86,46.8,61
56,85.9,191.9,61,30.2,75
44,68.6,154.7,133,56.1,68
44,54.6,186.9,123,38.5,63
19,72.9,198,64,45.1,74
58,69.7,183.9,150,36.1,49
30,93.4,178.5,127,38.9,52
26,62.2,197.3,170,50.6,81
53,98.3,172.1,72,42.9,80
39,97.9,180,140,48.8,69
59,62.4,173.8,144,54.7,49
43,67.4,196.6,82,40.2,77
29,94.8,153.8,156,47.1,66
34,98.3,175.1,109,53.3,69
31,72.2,184.3,138,51.5,73
31,66,189.6,137,46.2,74
51,76.3,179.2,132,41.5,74
37,84.4,195.4,167,42.2,75
28,63.7,197.1,96,43,78
33,86.8,153.2,89,40.5,72
48,52.6,170.1,152,51,54
23,52.5,151.2,82,33.8,48
36,69.3,166.5,93,59,77
54,67.7,176.8,178,53.4,61
21,65.8,195.5,123,38.9,55
21,74.6,192.3,114,31.3,51
37,66,156.4,130,51.3,61
27,59.6,154.7,176,52,72
41,65.5,179.5,68,58.9,61
52,98.7,176.6,173,37.6,54
43,70.6,163.3,63,32.5,70
54,72.2,195,125,57.5,50
55,78.8,196.4,179,37.8,61
38,99.2,170.1,150,51.6,60
57,62.1,194.5,92,31.8,83
56,84.1,169.2,91,52.8,70
38,85.8,186.8,103,33.8,48
27,80.4,173.8,168,50.9,64
55,54.4,156.1,169,46,55
21,83.8,196.4,96,58.7,67
37,53.2,172.7,150,31.1,77
34,79.8,186.7,151,38.8,75
24,87,168.4,126,32.1,51
21,60.5,150.9,119,56.4,66
46,92.1,155,118,47.8,49
31,51.5,174.8,95,46,81
20,92.2,184.5,108,33.9,45
41,73,166.7,110,44.7,50
54,60.9,184.8,166,42,48
33,56.7,184.9,67,39.5,74
21,97.7,185.2,167,53.2,74
41,53.6,174.6,109,31.8,61
51,60,195.7,173,49.4,68
47,67.4,174.5,100,54.7,75
35,81,172.5,160,57.2,72
36,77.2,160,176,52.4,48
48,56.3,165.4,172,38.5,83
36,64.5,152.1,168,48,63
36,61.9,181.7,97,34.2,68
39,60.7,162.4,179,33.5,51
41,70.6,165.2,145,49.2,53
29,85.2,188.5,137,55.5,66
47,60.9,166.4,138,32,46
55,68.3,162.1,114,33.2,71
48,69.5,158.5,169,47,60
53,98.8,188.7,127,36.5,49
36,97.7,156.5,77,48.4,56
53,90,172.7,124,36.4,70
47,62.1,175.3,123,33.5,59
50,53.4,184.4,71,46.4,47
35,65.8,181.7,177,55.9,53
45,63.3,190.5,100,50.6,72
28,75.3,152.2,101,54.6,83
50,88.9,164.8,176,38,80
34,92.9,164,119,56.6,69
23,92.2,157.3,109,41.3,72
21,68,164.5,140,55.6,65
37,84.4,165.5,142,44.1,73
44,65.6,176.1,95,38,69
32,53,183.2,107,37.8,74
23,85.1,169.1,130,47,83
31,50.5,186,132,32.4,55
28,70.5,166.8,67,57.9,63
56,66.5,164.5,84,38.1,55
26,84.7,177.1,66,40.1,69
43,88.3,151.2,165,37,45
33,65.2,154,67,30.1,76
22,90.6,170.9,147,50.8,65
27,64.7,197.1,140,47.7,57
20,72.3,186.1,135,54.3,78
30,86.4,154.4,169,31.2,61
47,84.6,192.3,90,57.9,63
23,99.4,186.6,71,39.9,54
34,61.3,180.5,116,57.4,53
36,83.1,191,125,33.2,55
59,80.5,170.2,71,52.3,82
52,95.8,161.1,86,47.4,75
43,57.8,175.6,105,40.7,46
22,87.6,177.4,66,32.4,68
46,78.4,176.9,120,48.1,49
54,63.7,178.3,117,30.8,74
37,73.7,197.4,117,45,83
38,66.7,195.1,72,48.1,79
27,79,193.8,112,52,61
22,94.5,190.1,159,59.7,75
53,78.5,197.2,124,37.8,46
23,81.6,154.9,108,39.7,60
43,75.9,163.3,94,40.2,65
21,52.6,174.8,153,51.9,74
56,61.6,192.3,154,58,45
56,74.6,175.3,76,59.2,58
52,65.5,187.4,131,58.4,60
18,59.1,156.9,126,56.4,53
41,75.2,162.6,69,59.7,52
53,66.1,186.6,93,41.3,53
23,62.9,158.2,145,58.4,78
58,73.2,167.6,63,52.8,77
48,56.7,163.2,155,35.1,66
37,96.4,167.5,88,31.4,74
41,93.4,185.4,105,36.4,51
42,85.4,168.4,134,53.4,62
53,55.3,177.8,105,49,65
38,88.8,155,136,36.7,49
47,90.4,190.3,118,52.3,51
41,88.4,168.5,120,34.2,56
59,55.7,182.4,127,54.7,61
47,82.2,186.3,125,53.8,68
39,91.7,160.5,93,59.2,81
45,78.9,194.2,166,34.5,63
24,82.3,180.8,145,57.2,60
52,72.9,171.4,64,40.2,69
45,76.4,159.1,68,42.5,71
31,51.7,197.1,79,44.1,51
27,81.9,187.8,80,48.8,52
33,54.1,160.4,76,59.8,59
33,71.8,166.9,71,48,60
48,64.6,190.5,151,57.8,52
59,77.3,184.8,141,37.7,80
42,56.7,188.3,126,42,76
30,84.6,172.1,64,45.1,61
23,89.8,185.8,119,39.7,80
26,58.2,169.3,112,59.3,66
53,55.2,160.6,111,51.8,76
37,57.3,181.6,137,44.4,55
35,93.9,198.8,107,52.5,50
38,76.4,165.5,149,44,66
21,73.4,173,78,30.5,58
50,55.3,183.7,164,46.3,72
44,82.5,177.1,76,48.8,83
24,93.4,192.2,113,59.4,56
23,91.4,188.1,162,31.2,71
32,81.3,152.9,165,45.4,45
35,53.8,199.9,127,32.9,54
49,55.6,187.6,165,34.5,77
28,52.5,193.2,94,48.3,60
37,62.9,182.6,147,36.9,83
41,56.8,192.8,100,52.5,50
32,63,155.6,72,45.4,69
24,69.3,167.4,92,36.5,64
38,97.1,193.8,74,44.8,80
59,80.5,160.1,122,30,67
43,91.7,153.9,74,55.9,60
31,85.5,189.4,90,30.4,45
54,55.6,191.8,166,30.2,74
38,86.8,158.1,87,48.3,71
35,63.8,192.7,69,59.2,46
22,82,184.3,116,55.7,65
20,67,176,130,37.6,53
40,99.9,191.5,92,35.9,68
43,63.2,171,66,48.8,83
54,64,159.7,64,54.7,51
41,96.5,164.2,149,40.9,74
36,51.2,175.3,178,43,46
42,84.8,176.6,139,33.5,56
38,86.3,190.3,116,34.6,57
29,91.8,189.6,131,47.1,47
58,98.7,179.1,145,33.1,84
50,98.8,189,157,36.1,62
21,53.3,159.6,99,37,83
59,91.1,152.5,87,43.3,50
24,82.3,193.7,169,31.4,71
39,82.4,153.8,95,45,59
50,56.4,162.3,115,57.9,59
34,82.5,184.8,106,30.7,63
41,99.1,170.5,130,48.9,82
51,95.6,193.8,175,55.1,64
45,72,164.9,99,39.4,64
58,52,150.6,118,33.9,62
56,68.1,165,102,31.3,78
39,91.3,178.9,151,49.3,83
34,85.1,168.8,125,46.6,81
51,73,176.7,68,36.9,79
23,52.8,193.8,65,54.9,82
23,71.3,195.6,178,52.1,82
51,73.5,163.3,124,38.3,45
18,96.4,173.1,62,52.6,56
27,82.1,177.5,133,37.3,49
38,65.6,197.5,96,50.3,71
22,76.3,199.9,167,33.6,83
19,53.3,161.8,146,50.8,64
39,98.6,186.3,92,37.2,84
19,68,168.9,68,47.2,63
27,73.9,150.4,112,35.2,82
51,67.8,150.5,136,51.8,59
33,84.1,173,151,31.8,50
56,83.1,174.4,110,35,53
39,85.8,151.1,130,35.5,80
29,63.4,184.3,85,31.2,67
41,65.8,164.7,75,52.4,54
57,56.3,178,99,59.4,45
55,82.8,165,149,53.4,55
27,52,158.4,110,55.8,64
52,79.9,170.4,98,30.2,72
49,93.5,161.6,114,33.5,66
24,94.5,176.7,155,46.8,64
38,72.5,159.9,95,59.3,82
37,73,175.4,165,49.8,60
43,53.8,157.9,124,41.2,46
21,83.5,183.5,172,34.4,69
39,91.1,187.7,144,34.6,71
32,62.2,155.5,136,40.9,47
57,71.1,173.4,174,51.4,67
38,91.9,153.5,149,31,76
32,93.9,179.9,104,55.6,61
39,62.2,163.2,68,58.2,84
45,77.5,176.4,96,56.7,64
31,59.6,175.9,146,57.4,74
44,55.1,196.2,60,30.5,72
58,95.6,177.5,125,59.3,67
57,91,179.1,122,41,63
45,88,170.1,102,56.1,69
43,52.4,197.5,87,35.6,68
19,92.2,188.9,159,43.4,45
42,71.9,164.3,90,31.3,72
20,67.1,192.2,164,31.2,73
25,77.3,171.6,128,58.3,79
50,54.6,191.4,160,54.3,61
59,87.8,191.1,148,45.9,55
52,79.1,159.4,67,45.8,81
23,59.3,185.1,93,52.5,51
56,59.4,164.5,162,40.3,70
40,59.2,164.9,108,52.9,67
42,52.9,164.8,155,44.6,62
36,79.4,186.3,117,49.1,73
22,92,161.5,134,58.9,83
28,50.9,150,106,44.1,78
29,52.5,185.8,84,42.6,82
27,78.6,158.6,62,57.2,52
25,91,155.2,104,57.1,65
41,66.3,161.9,173,59.8,65
45,67.5,169,111,46.5,80
58,79.8,173.8,155,40.3,61
53,63.7,152.2,175,37.2,60
54,51.3,198.5,158,31,59
38,86.8,185.8,155,51.8,59
25,81.3,166.2,93,37,84
26,79,165.9,160,48.2,61
32,87.1,172.4,175,57.5,45
57,83.8,181.3,128,58.5,57
35,60.3,157.3,168,30.1,82
59,67.6,159.4,151,39.5,54
37,56.3,193,151,55.1,77
23,56.5,162.8,67,46.1,70
29,83.8,169,86,54.2,56
19,92.9,193.6,139,55.6,63
24,98.1,183.2,122,43.3,59
33,81.4,167.1,141,40.8,49
20,59.2,184.2,84,43.7,46
20,55.3,151,117,49.6,58
44,90.6,186.8,107,41,73
57,78.9,174.4,60,53.2,45
55,80.9,190.7,67,57.1,57
50,89.1,197.7,80,38.5,76
45,85.2,196.3,157,58.9,78
18,91.7,195.5,147,48.7,58
25,52.8,175.6,160,56.3,82
54,87.4,168,149,33.1,82
49,92.5,173.3,170,37.5,59
54,64.3,184.5,137,39.6,83
21,82,194.2,88,39.1,50
47,65.7,160.3,89,35.2,73
23,97.9,195.9,62,56,81
36,51.7,190.8,66,42.6,63
49,79,198.9,159,58.9,45
26,58.3,194,70,47.5,65
29,85.6,164,91,34.2,83
28,58.8,155.3,118,46.4,62
33,61.8,155.6,71,59.8,71
18,74.7,164.6,138,47,72
38,95.7,180.7,97,30.1,52
47,60.6,190.2,83,58,75
30,57.2,195,124,37,56
51,87.9,181.2,77,50.7,50
21,75,150.3,105,45.5,70
45,95.6,159.3,115,39.8,60
55,57.3,155,122,38.5,74
48,82.3,168.2,66,57.9,63
44,61.6,175.1,165,57.4,62
22,57.8,152.2,164,45.4,68
42,84.2,167.4,125,37.8,64
20,79.7,159,99,33.1,51
50,87.7,182.4,113,34.7,51
21,65.5,173.2,90,45.7,60
42,72.4,174.8,156,39.2,58
37,70.3,171.4,111,31.3,56
51,99.2,197.8,153,43.7,73
43,64.6,160.7,90,52.4,59
22,64.7,175.8,93,56.8,52
52,67.7,186.8,66,47.6,83
45,78.2,177.8,148,51.7,53
46,62.6,196.5,75,40.9,72
26,95.8,168.9,81,44.9,71
55,63.3,173.2,159,51.9,51
23,94.8,154.4,112,51.8,58
36,55.2,180.4,150,42.7,55
28,82.8,164.4,76,46.3,76
19,95.3,158,63,57.7,72
26,58.4,177.2,120,49,50
38,98.4,176.6,158,49.3,79
41,72.6,153.8,164,53.5,50
51,97.3,184.9,145,33.5,68
39,83.8,181.2,170,45.7,53
20,65.1,159.5,111,58.8,46
29,59.4,173.5,94,40.8,82
45,65.2,186,103,38.8,58
47,54.7,176.5,74,48,75
43,57.2,169.8,120,36.6,74
38,55.2,166.1,175,46.7,71
45,71.1,180.5,163,34.7,80
43,89.8,197,103,47.4,75
50,57.1,183.6,80,48.1,50
38,56.5,153.7,136,42.6,62
52,82.2,173,106,41.5,58
51,59.9,194.5,134,37.4,64
58,54.9,154.7,108,39.9,55
35,58.3,199.4,112,45,81
28,96.2,197.5,179,37.4,84
40,91.1,153.9,86,53.5,48
39,67.7,196.7,90,51.3,50
34,82.8,168.2,103,38.1,67
22,76.9,192.2,91,32.9,52
28,83.9,170.9,175,30,74
47,84.1,172,89,47.9,80
32,81.4,181.7,77,36.3,55
44,63.3,188.7,122,30.4,49
52,52,151.7,75,40.8,47
50,72.8,179.7,94,58.9,59
37,94.5,159.3,121,50.7,46
33,78.5,167.3,68,55.7,46
51,91.6,167.4,121,34.3,52
19,99.6,173.5,98,32.2,74
52,58.2,166.7,110,30.3,49
57,84.6,155.4,160,58.7,74
45,83.7,157.3,174,39,54
56,99,151.7,69,43.8,77
23,99.3,173.5,111,41.8,68
26,84.3,197.7,71,51.9,63
37,62.2,155.8,131,39.3,74
18,89.9,197.3,121,46.1,69
25,55.4,186.7,62,59.9,55
40,89,181.9,142,43.3,79
20,95.5,182.3,70,46.5,45
21,69.1,191.3,67,45.1,61
42,81.5,155.3,149,54.1,75
55,71.5,175.2,168,38,50
32,71.9,184.9,82,35.1,57
38,65.5,179.3,178,52.6,70
52,88.1,191.6,69,42.5,80
31,96.8,153.6,77,57.4,49
53,97,184.5,135,49.3,58
29,58.7,176.7,98,46.9,59
34,93.7,169,85,32.1,56
56,86.9,167,70,51.9,52
26,62.6,181,69,50.6,75
52,53.4,194.5,62,49.2,70
30,63.4,174.8,121,38,73
32,95.6,191.2,130,58.4,48
35,81.7,170.1,120,39.6,72
50,86.1,155.1,63,34.6,69
23,62.9,153.1,120,59.6,84
44,86,152.6,163,52.4,76
40,51.4,169,67,42.4,80
44,68.8,166.9,161,58.1,55
51,81.3,185.9,72,32.7,81
55,57.3,187.1,71,32.6,54
31,91.2,152.5,94,50.5,82
53,61.8,161.1,161,35.3,80
25,82.6,163.7,113,57.5,71
52,70.3,177.4,110,55.2,61
36,79.8,157.2,102,39.2,51
47,55.4,156.7,159,56.7,53
31,50.8,197.2,170,31.3,79
37,95.5,190.2,125,46.5,53
42,63.5,159,74,58.1,80
57,91,170.3,108,55.7,74
41,100,167.8,93,40.7,75
31,60.6,189.6,98,35.5,63
43,63.3,175.5,85,36.3,67
55,83.1,156.4,171,45.4,64
40,98.3,186.9,128,47.9,50
39,95.8,169.8,107,31,68
36,75.1,163.1,148,42.4,66
20,89.8,168.8,110,54.9,50
59,56.8,174.9,157,43.3,68
36,98.9,167.2,170,35.1,66
26,98.2,162.1,63,58.6,62
45,58.2,169.9,157,38,60
37,65,151,86,54,80
24,55,188.6,178,35.8,57
31,63.6,158.5,101,42.7,81
26,90.8,152.2,177,44.7,68
36,68.9,182.7,115,45,63
31,54.4,188.7,152,45.5,64
55,67.1,190.7,128,36.7,71
53,99.1,174.7,77,45.5,61
57,81.5,160.3,120,44.5,60
34,70.8,186.9,63,36.3,45
47,58.3,185,60,59.6,65
26,99.3,162.3,109,56,71
50,91,195.2,143,56.6,45
42,64.1,155.2,129,50.6,74
31,53.5,199.1,79,34.8,64
28,52.8,193,79,47,68
52,56,184.4,105,54.6,46
58,79,196.9,86,31.2,59
31,96.4,186.1,85,44.9,73
47,74.8,159.5,91,41.9,79
58,92.1,172.1,69,36.4,57
21,72.3,153.6,141,41.3,63
21,85.4,169.5,164,59.5,45
45,86.6,187.1,71,51.7,60
25,58.7,169.3,133,39,47
19,68.1,166.5,147,48.2,84
58,81.9,179.8,83,37.4,50
39,53.5,193.6,176,48.3,75
58,68.1,152.4,110,56.9,49
33,76.7,169.3,97,46.7,70
46,99.8,157.9,105,52,72
47,73.7,184.8,148,43.6,59
29,90.8,155.3,67,45.7,53
52,71.6,183.2,114,50.9,66
28,89.8,164.3,137,54.4,81
38,79.8,159.9,166,49.8,65
38,94.3,196.8,90,59.3,73
22,70.5,150.9,147,54.6,70
37,80.2,171.9,75,53.3,50
54,81.5,151.1,79,55.4,55
20,70.9,174.2,97,38.4,80
50,57.2,175.1,170,43,64
26,54.7,166.1,74,46.9,64
26,50.8,156.6,137,43.9,71
21,93.7,168.8,176,55.4,50
52,61.8,183.6,135,30.8,77
34,60.6,189.1,93,36.3,74
51,86.8,176.5,131,56.5,78
41,66,179.5,78,31.8,49
49,75.3,160,169,36.8,60
18,58.1,164.4,128,40.5,56
25,98,158.1,179,52.5,56
40,92.6,162.5,150,46.8,55
57,93.2,161.2,122,58.6,65
29,70.3,176,164,36.8,51
29,88.1,178.1,136,56.2,78
32,57.2,197.2,91,38.5,73
58,50.4,159.8,154,37.4,50
36,51,182.1,164,45,80
43,79.3,190.9,169,32.1,78
46,72.8,178,96,41.5,52
39,75.9,162.8,125,40.7,81
57,50.4,163.1,66,34.8,54
38,71.1,152,107,55.8,60
55,85.9,165.3,70,41.6,46
37,72.1,187.2,134,59.5,63
46,86.6,152.4,146,57,51
21,61.7,161,90,35.8,46
24,90.7,185.3,103,45.2,67
45,79.4,189.1,104,48.1,75
45,60.5,172.8,131,54.6,48
21,61.8,184.9,115,56.6,60
39,81.4,169.4,91,48.7,54
29,91.5,158,171,31.1,65
20,70.8,169.9,80,44.4,72
39,62.9,179,90,56.5,56
19,93.4,197.4,60,51.4,57
41,83.5,153.4,136,56.1,84
51,72.4,175.4,70,50.2,61
44,74.4,166.4,152,31.3,62
58,60.2,175.4,127,59,54
18,81.3,151.2,95,57.5,72
25,67.9,165.7,138,33.8,57
40,99.8,191,118,33.4,78
55,74,177.7,126,46.2,50
23,74.3,172.5,115,52.7,56
39,78.3,164.3,110,41.5,73
42,95.8,164.9,88,34.1,57
35,90,169.2,144,45.3,70
34,72.6,191.8,61,40.1,48
29,85.9,198.4,65,40.6,59
23,79.3,171.9,90,49.3,60
43,74.6,169.7,113,56.6,63
44,59.6,192.3,147,46.8,70
25,73.2,171.3,99,50.6,76
36,62.3,177.6,76,49.8,50
59,95.7,161.5,64,46.5,50
18,66.8,187.2,61,39.3,49
46,97.6,176.6,117,41.3,46
52,76.7,190.5,71,39.5,46
57,81.6,189,64,57.5,81
31,77.1,160.8,165,54.8,47
52,56.5,185.8,119,47.4,50
37,68.8,190,100,57.4,75
30,55,167.3,79,56.6,49
55,81.1,158.6,131,57.8,54
25,72.3,150.1,60,36.7,71
37,88.9,172.5,115,51.5,68
50,61,167.6,129,48.3,66
43,58.2,177.7,115,52,69
56,70.3,159.4,113,37.9,47
38,96.3,193,70,50.8,60
59,85.5,162.9,62,42.3,74
58,70.9,161.3,154,55,48
26,75.9,174,87,53.9,84
41,54.2,174.9,170,36.3,60
54,99.2,160.8,166,35.5,84
58,83.3,163.6,179,51.5,52
34,64.3,158.5,64,46.5,68
41,79.3,185.9,149,46.7,60
38,55.5,188.5,75,52.6,71
56,98.3,173.1,176,55.6,46
58,58.7,185.7,90,37.2,64
56,82.4,186.8,87,46.7,64
30,62.3,156.9,66,54.9,64
28,85.9,198.3,161,56.2,63
36,88.8,191.1,68,38.6,62
28,83.7,160.2,98,33.1,57
30,80.7,159.3,158,37,61
18,94.6,156.3,102,58.4,77
57,53.9,156.9,86,43.9,72
36,66.5,187.4,135,42.6,49
29,62.4,173.5,176,30.4,72
25,99.4,189.1,148,31.5,69
25,69.5,187.3,166,50.1,64
29,86.6,180.2,152,47.7,65
50,84.2,184.3,154,47.3,57
43,60.6,150.9,157,33.3,50
56,61.9,165.6,92,40.6,73
45,64.1,181.9,150,54.4,53
22,70.6,150.5,115,35.2,73
25,61.7,151.6,179,56.5,82
42,51,192.6,61,33.6,45
44,94,184.2,73,35.1,74
40,98.3,163.3,72,44.3,76
47,67.1,184.4,83,58.4,67
40,66.9,189.6,128,39.9,83
37,50.4,165.3,93,49.7,54
35,84,151.8,178,47.7,65
35,91.3,196.6,146,34.5,70
19,57.3,167.3,78,37.4,59
21,58,155.3,89,57.9,61
47,89.5,174.6,108,35.5,79
50,80.8,188.4,102,50.9,69
53,52.2,161.1,75,58.9,59
35,81.1,163.5,111,33.6,77
54,65.4,162.1,173,42,55
36,68.4,199.6,175,36.7,68
45,88.5,159.9,163,36.6,50
57,90.5,178.8,157,33.6,72
37,70,196.3,108,49.5,73
50,97.4,157.3,70,52.4,65
29,70.3,198.5,137,50.3,56
32,88.6,197.4,171,57.7,66
58,74.2,194.2,106,34.4,71
56,94.9,160.7,138,39.6,65
19,95.4,181.7,94,40.3,59
46,54.4,188,130,37,62
58,96.8,199.3,88,34.3,54
27,91.3,159,167,44.6,66
19,89.6,188.3,113,55,64
28,60,166.9,145,58.6,63
30,90.3,158.8,82,33.9,72
27,92.5,171.1,83,54.7,81
31,64.5,189.7,158,54.7,45
35,97.6,173.2,174,41.7,78
26,52.5,176.9,69,33.3,79
56,57.5,199.8,120,59.7,70
45,76.9,170,67,49.7,74
20,78.8,180.8,107,59.5,56
37,82.3,168.3,171,44.5,58
23,50.8,169.6,135,41.9,83
44,98,184.8,152,37.4,48
19,52.2,196.9,88,59.5,56
46,57.2,177.1,146,37.6,68
55,50.7,188.4,85,30.7,84
20,78.3,154.5,96,45.4,75
33,96.6,160.6,155,41.3,45
47,83.3,175.1,111,37.8,81
57,91.1,151,97,49,45
19,50.7,162.6,65,40.9,59
34,77.1,175.9,67,42.1,57
58,73,150.7,76,30.7,73
29,74.9,163.2,135,47.7,48
52,53.6,175.7,121,33.7,59
18,84.2,178.7,145,36.4,84
32,75.2,196.3,137,51.5,56
43,88.3,182.3,93,39.4,69
54,74.3,170.7,78,34.9,71
38,57.5,196.5,129,47.3,50
48,82.4,189.2,141,36.4,67
42,58.6,160,159,38.1,59
40,93.6,156.5,177,48.6,83
41,80.7,183.8,96,52.2,49
55,57.9,178,97,52.2,67
45,98.1,189.5,74,44.5,59
38,75.9,186.9,161,43.6,69
35,53.6,181.3,99,53.6,74
53,81.3,199.3,68,35.8,48
52,62.7,176.7,112,34.6,57
26,90.2,155.7,177,49.9,84
55,90.9,191.4,129,42.3,83
47,98.9,162.6,177,51.3,67
51,75.1,188.9,125,37.7,60
49,72.7,197.9,139,39.7,79
20,87.7,184.8,111,56.9,60
20,56.6,179.8,60,42.6,51
45,77.3,173,89,47.7,57
32,77.3,168.2,171,33.2,73
58,54.5,167.7,156,35.4,83
40,70.9,181.8,60,31.1,64
57,92.7,187.6,98,42.7,73
28,92.8,183.9,75,59.7,62
49,55,159.9,76,56.2,66
53,54.5,174.7,171,49,80
50,63.1,189.6,171,55.8,80
41,93.7,173.8,161,47.8,52
56,56.4,176.8,141,41.1,47
51,86,188.6,81,35.2,73
45,55.1,183.1,145,49.6,53
54,81.2,170.5,158,35.8,52
24,67.8,194.8,90,42.5,74
21,89.4,158.1,99,54.8,56
54,61.7,199.8,86,33.9,72
18,82,155.9,95,33.9,54
18,61.8,150.7,178,36.7,57
37,85.7,194.5,63,46.6,46
36,93.7,162.2,172,37.6,45
46,56.3,186.5,177,45.1,66
27,93.3,190.6,128,39.1,77
35,79.7,192.9,84,45.2,60
45,56.4,199.6,154,38.3,73
52,71.4,164.7,137,59.4,54
48,58,185.5,89,44.8,83
44,85,155.8,106,52.3,51
28,87.9,170.3,71,51,45
55,55.3,192.4,86,44.7,70
22,75.3,168.4,104,37.2,49
25,90.7,179.6,147,45.3,79
51,96.8,175.2,122,50.4,57
29,75.7,182.3,114,43.8,71
55,97.5,198.6,89,32.5,56
18,76.8,152.8,141,30.5,74
48,69.7,178.7,73,39.8,76
21,92.4,193.2,115,34.5,75
22,74.6,174.1,78,57.2,49
47,73.6,153.9,145,35.3,81
41,74.5,178,85,41.8,46
20,92.3,166.6,130,51.4,82
28,91.6,157.7,151,54.5,51
21,70.2,192.5,97,44.3,45
43,66.7,176.1,128,35.4,47
44,74.6,196.7,95,38.1,64
44,78.6,190.3,77,42.6,46
59,61.9,184.6,116,40.9,65
23,89.7,150.3,137,40.5,76
32,74.3,171.4,171,34,64
47,66.7,159.9,82,57.4,75
59,55.3,195.5,178,30.9,77
54,61.9,158.7,175,43.2,68
54,97.5,164.3,73,59.4,62
59,65.3,175.8,155,49.8,64
54,58.4,163.2,128,40.7,76
52,73,160.5,81,34.4,49
40,65.4,180,87,58.9,46
23,51.8,154.4,102,30.4,70
21,66.2,152.9,135,50.4,69
35,77.2,168.6,77,56.4,66
26,77.6,186,159,30.8,83
46,67.8,177.7,154,51.8,66
30,72.4,171.1,136,60,55
34,98.3,178.3,143,49.2,55
49,68.9,168.3,168,42.4,48
39,62.9,196.8,95,56.2,77
21,62.2,152.7,178,46.6,62
22,72.9,183.7,178,52.5,75
54,88,194.6,66,47.6,72
58,60.3,190.2,82,31.1,66
30,85.5,159.2,93,36.4,84
51,51.1,164.8,176,32.4,47
39,70.9,185.9,173,33.2,51
40,88.8,154.2,155,30.5,64
20,66.9,190.6,80,42.6,51
59,78.2,185.9,129,35.4,51
51,60.2,186.5,139,55.7,73
49,87.1,155,158,52.5,70
38,52.6,185.9,177,47.2,47
38,92.6,184,106,44.7,61
28,59.9,191.5,112,37.7,84
56,93.7,152.1,143,44.2,64
21,67.6,151.2,165,49.2,78
18,86.1,168.7,100,53.5,77
45,66,157.4,134,32.5,60
41,95.3,177.9,91,51.3,67
52,56.3,195.9,73,52.3,48
30,58.9,169.6,147,46.8,84
51,74.7,192.2,167,36.4,77
28,54.1,150,162,46.2,52
