age,height,weight,heart_rate,workout_type,workout_duration
25,196,102,93,Strength,38
57,193,116,149,Running,14
22,178,54,132,Cycling,62
18,189,80,157,Strength,80
21,164,102,82,HIIT,23
22,166,70,146,Cycling,90
28,161,98,143,Running,114
48,154,106,160,Cycling,28
40,169,67,149,Yoga,67
37,171,61,114,Cardio,86
22,185,84,145,HIIT,11
35,173,85,151,Cardio,97
25,177,92,126,Cardio,13
20,169,110,166,Strength,11
44,197,66,108,HIIT,83
35,166,101,95,Running,95
44,190,104,128,Yoga,36
24,165,113,129,Yoga,90
54,155,84,146,Cardio,88
40,189,109,103,Yoga,108
41,192,55,177,Strength,25
18,172,55,81,Cardio,119
42,198,56,117,Yoga,40
33,171,71,97,HIIT,28
22,198,116,156,Strength,74
47,189,55,98,Strength,87
38,196,79,120,Cycling,103
43,178,96,142,Cardio,109
23,190,54,89,Cycling,12
27,155,107,169,Running,118
52,155,80,107,HIIT,28
34,179,83,172,Yoga,92
40,169,101,167,Strength,116
36,180,72,119,HIIT,69
53,161,54,90,Strength,36
27,173,91,157,Cardio,107
19,198,54,149,Strength,44
18,171,57,116,Cardio,112
43,165,81,154,Cardio,118
22,170,86,131,Yoga,74
37,162,79,97,HIIT,43
51,155,78,124,Running,117
57,179,64,128,Cycling,45
20,190,82,142,Yoga,18
41,150,116,129,Running,54
56,160,77,122,Yoga,14
24,178,76,87,Yoga,90
36,180,75,85,Cardio,56
32,166,112,146,HIIT,53
48,180,72,137,Cycling,45
57,167,50,158,Cycling,46
38,194,51,103,Running,102
31,179,51,137,Running,11
32,152,94,166,Yoga,28
34,199,90,152,Running,82
26,162,72,106,Yoga,17
50,198,92,156,Running,46
41,172,68,152,Strength,106
30,198,104,115,HIIT,69
58,175,85,105,Running,73
33,164,58,85,Running,70
28,197,112,132,Strength,79
55,182,87,175,Strength,111
49,156,57,82,HIIT,118
40,190,63,97,Strength,47
53,176,101,84,Cardio,22
35,180,99,117,HIIT,76
39,192,106,111,Running,78
51,165,75,170,Strength,47
21,166,108,82,HIIT,118
30,199,63,90,Cycling,35
32,158,85,102,Strength,113
40,178,78,110,Cardio,64
48,154,117,136,Yoga,50
47,180,85,97,Running,46
36,175,103,118,Yoga,62
23,152,105,126,HIIT,43
33,189,73,87,Cardio,36
48,193,89,111,Cycling,52
57,169,69,172,Running,12
41,194,72,175,Yoga,35
58,178,52,108,Strength,66
36,155,105,159,HIIT,70
33,160,55,174,Strength,91
45,151,79,153,Strength,43
40,162,102,113,Cycling,82
29,189,88,175,Cardio,82
54,193,87,127,Yoga,59
29,194,102,126,Cardio,30
21,157,114,101,Running,71
46,185,80,90,HIIT,98
24,189,70,131,Running,25
32,157,104,102,Cardio,94
43,174,81,136,Running,49
32,184,103,156,Cycling,69
55,172,73,83,Yoga,105
52,190,86,82,Cycling,66
34,183,90,125,Yoga,60
58,188,112,129,Strength,107
42,151,63,89,Cardio,119
53,196,52,89,Yoga,33
28,189,60,146,HIIT,101
30,157,85,161,Yoga,34
20,195,113,147,Running,78
42,164,102,176,Cardio,58
58,189,56,134,Cycling,10
32,176,65,177,Cardio,89
59,166,92,105,Cycling,100
30,190,108,123,HIIT,102
41,174,57,105,HIIT,67
33,198,110,154,Cardio,99
58,186,79,164,Running,55
39,182,109,81,Running,94
48,188,99,95,HIIT,10
24,173,104,117,Cycling,10
28,177,112,115,Yoga,18
55,155,117,120,Cardio,106
38,176,108,125,Cycling,116
54,153,70,122,Running,50
47,176,96,149,Running,36
34,191,51,100,Yoga,55
40,183,50,101,Yoga,10
55,199,115,106,Cardio,90
46,188,84,159,Running,104
54,192,95,81,Cardio,13
50,151,110,132,Cycling,18
53,183,94,152,Strength,68
46,182,61,175,Cardio,47
42,169,84,132,HIIT,91
46,152,117,83,Running,103
49,161,50,128,Cardio,116
56,152,61,179,Cardio,15
30,184,86,91,Running,82
44,192,117,134,Cardio,45
37,160,74,152,Cardio,109
57,196,51,117,Yoga,46
33,197,116,178,Cardio,13
50,188,80,112,Cycling,55
50,152,58,130,Cardio,115
24,153,100,156,Running,76
35,189,86,129,Yoga,112
27,153,117,128,Strength,81
20,155,68,173,Cardio,93
36,194,55,150,Strength,42
28,173,78,147,Cycling,93
20,166,105,122,Running,46
32,186,64,165,HIIT,105
22,199,119,108,Cardio,93
20,167,101,91,Running,49
56,192,76,106,HIIT,96
18,182,62,89,Cardio,51
35,183,95,131,Strength,44
44,165,63,173,Yoga,34
31,160,92,164,Yoga,22
20,178,113,168,Strength,118
54,197,119,123,Strength,27
26,195,116,88,HIIT,25
58,185,97,102,Strength,90
19,158,96,138,Cycling,11
37,167,93,105,Strength,119
26,173,85,147,HIIT,79
36,180,59,162,Yoga,55
38,172,93,98,Running,67
48,194,109,92,HIIT,47
40,189,63,150,Cycling,27
49,178,84,117,Yoga,88
24,154,72,165,Strength,78
31,177,105,149,Yoga,63
21,177,89,168,Cardio,119
26,166,92,177,Cardio,10
49,150,70,105,Cycling,41
44,152,96,91,Cycling,75
31,186,95,160,Running,28
26,164,111,163,Cardio,94
50,198,74,126,Yoga,92
34,174,68,122,Cardio,59
41,154,86,161,Running,117
31,163,96,134,Strength,42
44,179,70,126,Cycling,39
51,166,67,106,Cycling,26
42,150,78,80,Running,73
48,163,59,145,Strength,53
50,161,95,129,HIIT,106
52,155,96,170,Cycling,23
18,162,110,113,Running,71
47,166,104,90,Strength,50
37,155,62,123,Cycling,28
59,197,117,134,Cardio,42
33,166,63,117,HIIT,45
37,175,59,106,Strength,15
46,152,62,160,Cardio,119
36,195,100,96,Cardio,86
58,162,84,104,Strength,66
50,195,84,163,HIIT,115
35,197,108,102,Running,59
36,183,94,87,Cardio,106
20,179,85,144,Strength,52
56,185,77,118,HIIT,52
21,190,81,164,Strength,116
21,182,101,131,Running,77
51,161,104,84,Yoga,87
22,190,89,150,Yoga,69
48,169,101,170,Cycling,66
43,192,115,171,Cycling,80
19,174,91,81,HIIT,82
30,174,109,163,Cycling,61
56,163,50,86,Yoga,39
59,182,66,155,Yoga,26
57,188,84,169,HIIT,115
27,161,116,171,Yoga,47
42,191,56,95,HIIT,75
42,197,76,140,Cardio,81
19,158,107,84,Cardio,73
45,191,54,139,Running,110
45,175,77,145,Cycling,53
57,150,56,94,Cardio,45
39,150,89,88,HIIT,108
21,150,115,165,Yoga,113
20,158,75,89,Yoga,25
45,155,93,133,Cycling,92
52,174,84,87,Yoga,39
36,193,75,99,Strength,54
35,191,66,98,Running,118
44,193,83,87,Running,65
27,162,97,123,Yoga,93
20,153,114,109,Cardio,10
19,198,101,99,Running,114
34,152,64,138,Cycling,57
42,168,105,178,Cycling,110
46,186,114,164,HIIT,67
21,197,96,174,Running,117
59,168,50,87,HIIT,38
39,174,80,137,Cycling,76
23,151,87,143,Cardio,96
36,194,80,120,HIIT,105
48,181,118,91,Cardio,102
32,159,82,123,Running,46
26,150,95,150,Yoga,37
32,181,88,156,HIIT,39
47,179,90,135,Cardio,78
38,177,94,124,HIIT,28
55,186,66,116,Cycling,57
59,184,61,125,Cardio,117
56,152,65,155,Cardio,24
36,153,66,133,Running,78
46,179,54,83,Strength,99
41,161,97,171,Strength,94
44,187,77,100,Running,80
30,169,114,107,Cardio,46
26,155,70,105,Strength,85
40,168,84,146,Cardio,102
35,175,56,136,Cardio,59
26,186,80,172,Cardio,77
32,173,79,136,Cycling,113
20,196,73,167,Running,97
21,155,98,178,Running,12
49,156,106,165,Running,56
35,172,64,139,Cardio,86
54,197,86,141,Cycling,45
50,167,57,106,Running,114
19,170,61,114,Cardio,30
25,181,101,120,Strength,97
21,175,116,126,Cardio,109
19,168,65,154,HIIT,83
53,151,98,96,Cardio,71
48,161,87,98,Cardio,73
29,159,72,121,Strength,30
26,169,89,82,Cardio,68
51,158,116,112,Cardio,102
26,191,62,80,Strength,24
22,153,99,161,Cardio,112
30,185,83,167,Cycling,44
56,164,71,108,HIIT,17
40,184,117,170,Yoga,88
22,156,84,110,Cardio,90
21,155,112,93,Cycling,116
31,191,83,166,Running,18
49,199,72,173,Cardio,86
56,191,70,87,Yoga,69
37,194,52,138,HIIT,18
56,168,89,149,Yoga,61
44,181,73,131,Cycling,94
45,173,111,144,Yoga,41
18,161,102,127,HIIT,42
46,163,67,139,Cardio,34
55,157,116,100,Cycling,36
57,157,57,85,Strength,54
38,189,52,90,HIIT,22
30,156,76,166,HIIT,12
51,179,75,124,Running,19
41,156,83,102,Yoga,19
34,196,89,142,Cycling,40
19,171,100,102,Strength,57
53,160,113,99,Cycling,30
25,178,59,167,Yoga,25
18,164,81,141,Running,14
29,162,94,157,Cycling,37
31,183,59,123,Cycling,29
30,167,81,177,Cardio,82
23,190,106,109,Running,59
44,161,117,137,HIIT,101
35,180,64,147,HIIT,12
48,167,75,130,HIIT,22
35,173,102,167,Cycling,100
59,153,92,119,HIIT,75
22,191,79,120,HIIT,91
26,176,105,103,Running,117
33,191,58,91,Cardio,69
29,163,54,151,Yoga,105
29,177,89,153,Strength,119
50,189,52,104,Cardio,25
28,158,101,138,Running,96
27,152,101,176,Yoga,58
45,186,65,156,Cardio,110
21,159,95,152,Cardio,108
45,196,60,92,HIIT,33
52,186,56,144,Cardio,55
47,188,73,87,Cardio,93
47,168,50,91,Strength,59
49,150,94,167,Running,104
33,167,52,116,Yoga,32
30,184,98,126,Strength,78
50,152,63,89,HIIT,18
46,190,78,128,HIIT,48
38,183,61,88,Cycling,73
54,199,91,97,Cardio,34
51,171,86,110,Yoga,25
21,180,56,130,Cardio,41
35,184,108,115,Cardio,112
34,191,110,164,Running,109
24,168,110,161,Cycling,34
40,188,61,106,Strength,68
40,193,57,139,Cycling,63
25,171,66,146,Running,39
21,157,104,136,Cycling,21
53,185,69,133,Strength,88
31,155,117,119,Cardio,102
25,179,87,86,Cardio,77
27,168,83,174,HIIT,49
35,154,115,139,Running,57
58,179,116,125,HIIT,58
59,159,89,160,Cycling,24
21,192,64,158,Cardio,64
31,167,111,155,Yoga,117
56,174,50,173,Strength,104
53,195,112,80,Cycling,27
32,194,73,91,Cycling,89
35,156,86,103,Cycling,78
59,150,104,176,Running,32
40,152,106,106,Yoga,30
46,196,77,150,Running,13
33,171,112,145,Strength,56
26,156,53,138,Cycling,87
59,198,73,153,Running,36
22,170,67,89,Yoga,15
50,186,73,173,Cardio,77
51,181,119,127,Yoga,113
27,169,117,122,HIIT,85
43,168,57,172,Cycling,76
56,184,67,127,Strength,110
43,197,85,139,Strength,25
58,166,88,176,HIIT,119
32,170,115,161,Cycling,18
51,182,75,80,Cardio,30
24,192,72,131,Running,94
22,196,53,140,HIIT,69
52,198,92,152,Cardio,107
25,150,54,145,Running,110
26,159,56,108,Running,52
45,198,69,129,Strength,112
24,172,114,122,Cardio,72
24,177,78,95,Cardio,84
24,159,68,86,Strength,29
53,170,95,106,Running,46
45,194,82,162,Cycling,56
28,160,76,82,Cardio,39
24,188,114,161,Cycling,84
54,174,65,90,Cardio,104
54,167,108,89,Running,15
49,162,111,166,HIIT,90
55,198,70,118,Cardio,16
54,153,117,115,Cycling,89
57,162,94,112,Cycling,99
21,190,118,93,Yoga,100
19,163,55,137,Cycling,39
51,161,98,177,Strength,102
32,195,93,154,Cardio,52
36,163,66,132,Running,33
53,154,58,128,HIIT,72
23,192,61,140,Running,25
32,186,68,99,Strength,24
35,178,59,136,Yoga,19
24,168,87,101,Strength,61
46,191,92,84,Strength,88
26,183,110,172,HIIT,115
48,183,108,146,Yoga,48
36,150,74,152,Yoga,90
57,155,119,87,Running,55
38,185,94,103,Running,84
44,168,83,137,Strength,94
56,198,66,161,Yoga,57
29,165,102,165,Cycling,90
25,182,102,146,Cycling,25
50,193,95,110,Strength,43
22,160,116,101,Running,76
45,173,66,152,Cardio,88
49,151,54,105,Cycling,106
20,196,116,124,Cardio,68
51,176,66,103,Cardio,38
24,195,94,87,Yoga,42
34,166,116,175,Cardio,119
41,156,61,141,Strength,19
50,190,106,93,Strength,72
26,179,82,171,HIIT,12
35,179,90,144,Strength,11
38,171,86,153,Yoga,23
43,199,54,113,Cycling,104
30,161,66,90,Running,68
46,198,93,142,HIIT,96
52,163,64,149,Yoga,15
23,184,57,115,Running,103
55,163,111,144,Strength,21
37,180,81,145,Yoga,52
41,161,59,163,Cardio,62
40,150,81,96,Running,80
49,177,95,127,Yoga,101
55,180,94,133,Running,99
30,152,86,171,Running,36
32,163,76,158,HIIT,45
59,183,85,95,Cycling,80
22,170,112,121,HIIT,59
23,158,73,113,Cardio,50
23,196,52,109,Cycling,92
40,162,101,148,Running,48
32,175,56,117,Cardio,76
46,175,54,152,HIIT,40
43,168,94,89,Cycling,72
56,154,55,83,Cycling,106
18,158,63,106,Running,57
40,185,95,168,HIIT,63
52,188,91,87,HIIT,110
30,196,79,174,Strength,54
59,174,66,114,Yoga,47
19,153,97,101,Running,17
44,159,93,120,HIIT,52
44,157,96,161,Strength,81
38,186,99,170,Running,28
59,175,105,174,Cycling,104
22,175,117,179,Running,11
33,198,70,141,Running,18
41,150,52,99,Yoga,61
44,181,56,102,Cardio,82
59,160,60,125,Strength,82
55,165,54,152,Cycling,49
30,166,117,117,Running,116
59,175,87,125,Yoga,108
34,166,104,108,Cardio,54
27,180,84,92,Running,109
46,196,78,81,Strength,25
25,196,80,110,Cardio,115
26,173,93,172,Running,27
54,171,56,90,Cardio,52
40,184,111,119,HIIT,78
37,196,54,110,Cardio,118
43,179,62,163,Running,77
18,158,65,163,Strength,50
44,161,101,124,HIIT,80
36,193,87,123,HIIT,77
38,166,69,121,Yoga,81
53,189,87,120,Running,25
56,167,71,121,Running,97
20,192,81,119,Cycling,79
19,152,56,99,Strength,104
18,158,106,87,Strength,28
25,153,50,121,Yoga,30
49,153,58,178,Yoga,80
40,180,53,135,Running,67
44,156,56,106,HIIT,90
18,160,116,140,Yoga,99
57,187,101,148,Running,26
25,157,115,114,Strength,53
58,177,74,127,Strength,82
52,172,58,177,Running,34
27,154,113,157,Yoga,53
35,194,59,173,HIIT,23
46,177,80,111,Yoga,23
25,190,112,120,HIIT,29
34,179,69,149,Yoga,30
40,195,111,136,Cardio,100
21,175,102,129,Yoga,56
49,197,78,131,Cardio,97
32,157,76,106,Cardio,22
38,197,57,178,Running,53
29,150,89,114,Running,34
38,187,61,126,Cycling,106
33,173,53,106,Cardio,13
30,158,69,168,Running,116
30,161,118,159,Running,59
21,162,84,114,Cycling,103
50,157,93,163,Cycling,113
30,187,60,159,HIIT,79
37,189,64,155,Running,91
24,181,85,114,HIIT,77
20,197,111,81,Yoga,60
18,160,99,156,Running,116
43,150,119,89,HIIT,33
40,183,66,82,Cardio,10
55,181,53,161,Running,62
36,158,56,88,Yoga,63
56,193,83,124,Strength,80
42,165,115,86,Cardio,67
51,154,73,146,Running,79
34,173,69,99,Yoga,42
18,161,50,151,Running,24
50,173,70,110,HIIT,28
59,160,116,114,HIIT,101
55,157,98,107,Cardio,75
18,170,92,96,Running,26
32,183,79,123,Yoga,54
40,168,109,168,Cycling,39
30,155,66,100,Strength,111
39,159,58,92,Cycling,99
56,175,50,99,HIIT,44
34,154,93,85,Strength,63
54,194,88,141,Strength,93
34,185,74,154,Strength,83
28,189,105,174,Cardio,100
22,176,68,149,Running,106
28,197,57,141,HIIT,25
44,175,114,93,Running,105
20,173,113,137,Yoga,86
34,172,116,139,Yoga,13
28,198,83,105,Cardio,90
59,174,98,102,Running,38
21,184,71,98,Running,97
53,194,108,105,HIIT,63
21,182,75,135,Cycling,76
18,174,102,103,Cardio,80
25,199,58,138,Cycling,21
43,168,106,178,Cycling,15
44,163,100,105,Cardio,99
57,199,96,98,Strength,10
44,195,57,175,Cardio,19
57,171,65,151,Running,74
55,186,93,131,HIIT,102
47,161,109,130,Yoga,30
44,155,109,155,Strength,75
56,197,60,125,Cardio,16
41,174,112,97,Running,66
32,151,102,88,HIIT,64
49,198,109,83,Running,15
27,171,61,82,Running,54
35,196,72,109,HIIT,25
44,195,76,171,Running,86
58,191,85,156,Cardio,54
40,170,114,137,Cardio,45
47,166,94,90,Cycling,33
33,197,87,136,Running,109
59,172,103,150,HIIT,56
58,151,119,82,Cardio,119
27,181,107,91,Cycling,105
28,194,107,167,Running,37
56,178,119,159,Strength,108
25,199,70,146,Cardio,109
53,168,55,98,HIIT,98
55,198,72,136,Cycling,17
24,161,109,137,HIIT,62
37,170,119,109,HIIT,83
32,198,100,142,Strength,52
57,183,100,174,Cycling,97
49,166,105,150,Cardio,91
36,195,56,141,Cardio,52
30,152,108,128,Yoga,18
49,195,105,136,Strength,30
23,160,76,94,Cardio,115
38,163,107,169,HIIT,74
30,163,88,172,Running,30
54,182,104,169,Yoga,16
48,198,106,158,Cardio,78
20,194,85,85,HIIT,15
44,175,95,102,Cycling,38
44,153,96,162,Yoga,79
43,186,104,96,Running,52
52,193,51,152,Cycling,98
40,173,74,143,Yoga,56
39,164,113,122,Running,11
48,167,109,178,Yoga,40
32,194,106,144,Cardio,106
21,174,85,99,Strength,39
33,169,61,142,HIIT,60
27,166,84,166,HIIT,38
57,150,57,103,Cardio,31
35,192,68,128,Yoga,70
23,170,64,114,Strength,55
26,161,66,133,Cycling,77
24,178,51,169,HIIT,16
42,195,74,82,Cycling,94
50,191,62,143,Cycling,14
35,177,85,172,HIIT,34
58,150,80,179,Cardio,33
36,199,85,106,Yoga,103
19,171,87,163,Yoga,24
36,186,88,149,Running,114
21,188,96,160,Running,80
34,164,63,102,Cardio,50
37,161,112,149,Yoga,93
55,187,53,138,Running,31
44,150,57,144,Running,11
43,197,67,83,Strength,54
46,169,66,135,Yoga,43
41,195,60,175,Cardio,29
19,192,86,162,Running,27
19,189,116,162,HIIT,94
59,164,102,97,Cardio,48
47,162,62,167,Cycling,37
27,157,69,127,Cycling,62
38,169,93,96,Cycling,73
44,158,86,149,Cycling,44
34,169,85,150,Cardio,17
23,165,82,101,Cycling,71
53,151,69,130,Running,58
49,178,110,107,Running,56
33,154,59,167,HIIT,34
35,196,114,82,HIIT,14
59,186,103,96,Running,48
40,162,101,115,Running,109
48,174,56,133,Running,96
35,184,92,175,Yoga,77
52,165,80,164,Cardio,20
39,192,69,155,HIIT,53
56,169,101,130,Running,89
59,190,97,95,Cycling,76
21,173,96,170,HIIT,73
49,172,91,105,Running,29
35,197,114,175,Cardio,84
50,194,54,92,Yoga,32
28,167,96,89,Yoga,59
37,168,102,126,Cycling,39
46,176,99,106,Strength,20
36,157,56,154,Cycling,47
45,178,74,96,Running,42
31,166,107,105,Yoga,55
47,151,114,106,Yoga,40
53,174,50,146,Yoga,115
59,192,93,156,Cycling,32
44,163,104,160,Cycling,48
59,154,101,159,Yoga,70
33,184,114,109,Yoga,11
51,169,107,89,Strength,97
35,155,76,90,Strength,66
56,184,91,147,Cardio,28
32,151,96,105,Cardio,22
22,179,82,86,Strength,11
37,165,62,160,Strength,88
48,183,75,144,Cycling,16
34,170,74,104,Yoga,85
53,199,82,88,Cycling,27
34,182,117,140,Yoga,95
38,167,111,147,Cardio,76
44,170,53,105,HIIT,112
24,198,68,133,Cardio,89
19,154,103,170,HIIT,78
20,171,99,84,HIIT,114
34,168,61,173,Strength,32
59,182,53,104,Running,37
54,179,62,154,Yoga,24
45,168,57,120,Cycling,99
20,173,79,135,Strength,81
28,150,92,111,Strength,22
58,175,53,139,Yoga,51
27,157,91,176,Strength,40
52,153,73,90,HIIT,85
39,177,52,145,Cardio,29
21,180,66,127,Cycling,55
49,173,85,117,Cardio,93
42,173,72,161,Yoga,93
18,152,102,155,Yoga,47
24,154,93,163,HIIT,38
37,155,85,130,Cardio,10
28,171,85,93,HIIT,91
27,193,115,105,Cardio,23
47,159,56,173,HIIT,116
35,186,63,89,Running,92
44,183,111,170,HIIT,21
37,190,77,110,Strength,90
58,174,62,167,Cycling,47
29,157,61,165,Cycling,61
37,164,86,135,Cycling,119
30,158,89,85,Running,21
40,163,93,163,Running,21
29,199,91,127,HIIT,50
24,160,61,174,Cardio,71
35,169,54,134,Yoga,13
41,176,84,174,Strength,52
27,150,78,142,Cardio,32
55,185,114,98,Yoga,20
56,183,57,159,Strength,69
50,162,87,111,Cycling,91
41,167,118,100,Cycling,54
51,158,66,107,Yoga,116
27,194,98,116,Cardio,20
51,182,113,81,Yoga,81
24,189,79,144,HIIT,27
44,164,70,125,Yoga,39
46,186,72,168,Yoga,111
48,171,114,156,Cardio,112
23,151,76,128,Cardio,19
49,180,101,147,HIIT,41
27,194,81,143,Yoga,33
52,156,65,88,Cycling,46
42,151,63,90,Strength,94
56,184,52,120,Yoga,90
31,165,72,126,Strength,76
31,158,84,167,Cardio,54
40,193,51,130,HIIT,37
49,175,111,155,Yoga,43
28,159,107,80,Running,98
25,158,56,112,Cardio,15
38,195,94,101,Running,102
31,159,58,115,Cardio,115
59,184,90,110,Running,47
44,193,60,126,HIIT,84
20,191,108,145,HIIT,97
56,158,80,109,Running,22
50,166,56,134,Cardio,63
19,177,81,85,HIIT,103
44,177,110,85,Cardio,61
32,164,58,160,Strength,50
19,152,81,81,Yoga,61
54,160,88,141,Strength,13
22,158,109,84,Cycling,35
40,185,80,134,Cardio,39
35,164,50,137,HIIT,28
24,175,79,150,Running,31
18,150,116,97,Cardio,114
21,152,97,88,Strength,34
40,168,119,175,Yoga,60
30,167,74,115,Cycling,98
19,198,100,156,Running,13
22,164,56,121,Cardio,26
30,188,111,172,Yoga,36
48,173,69,82,Strength,67
41,154,60,114,Strength,86
19,166,61,105,Cycling,66
36,174,91,102,Yoga,24
18,187,101,156,Strength,118
53,176,86,121,Yoga,85
51,176,83,150,Running,55
20,153,55,81,Yoga,96
31,153,74,81,HIIT,97
19,156,94,138,Running,79
54,192,72,130,HIIT,29
23,178,104,175,Cycling,90
32,184,113,86,Cycling,116
55,192,104,165,Strength,31
25,195,92,167,Strength,59
41,179,69,97,Running,66
46,156,90,121,Running,62
31,196,85,164,Cycling,52
33,169,65,117,Cycling,24
59,150,108,153,Cardio,68
34,182,78,108,Yoga,48
18,182,56,102,Yoga,115
18,177,100,140,Strength,71
46,170,98,172,Yoga,68
22,199,105,132,Cycling,69
52,168,67,141,HIIT,34
44,190,98,132,Cycling,88
50,193,79,102,Strength,85
39,185,63,160,Yoga,79
27,167,104,109,Cycling,118
21,181,96,153,Strength,36
20,193,65,155,Strength,34
32,155,116,178,Strength,21
55,172,56,118,HIIT,61
47,194,50,144,Yoga,45
46,179,91,126,HIIT,39
26,165,104,151,Strength,45
49,153,115,143,Running,61
24,193,86,162,HIIT,24
49,171,52,172,Cycling,118
44,171,97,123,Strength,70
45,163,108,150,Cardio,50
49,174,87,92,Running,82
22,159,59,155,Cardio,92
20,166,115,91,Cycling,27
21,195,74,146,Yoga,105
47,160,86,139,HIIT,100
52,157,83,179,Cardio,118
35,155,114,91,Running,16
30,181,108,140,Yoga,117
40,168,58,176,Cycling,42
22,199,73,153,Cycling,90
58,162,94,139,Yoga,111
41,194,88,154,Running,14
51,195,53,80,Cardio,83
44,151,60,157,Running,95
29,198,99,161,Cardio,32
42,195,67,134,Yoga,21
30,189,98,172,Strength,51
31,174,92,171,Running,118
40,155,111,129,Cycling,116
38,167,73,115,Yoga,109
29,192,78,157,Cardio,52
26,172,99,117,Yoga,114
39,181,59,157,Running,98
40,195,108,116,Strength,14
55,192,95,164,Yoga,54
33,199,117,123,Yoga,20
52,184,54,90,Cardio,98
41,194,108,159,Strength,116
19,193,54,97,HIIT,97
32,175,66,136,Cycling,73
31,152,103,87,Strength,71
55,198,116,131,Cardio,119
50,183,111,158,Cycling,57
29,157,75,166,Running,73
51,159,79,101,Yoga,113
49,177,100,100,HIIT,26
46,187,56,118,HIIT,119
32,159,99,132,Strength,98
37,153,53,98,Yoga,17
49,160,69,117,Strength,112
37,196,55,90,HIIT,98
28,176,73,133,Cardio,57
18,154,119,169,Cardio,119
51,175,90,99,HIIT,61
24,161,104,118,HIIT,87
35,179,116,126,Strength,31
41,156,78,149,Cycling,94
30,157,76,167,Yoga,50
29,155,88,81,HIIT,100
41,182,53,136,Cardio,69
56,193,106,148,Running,20
55,166,102,147,HIIT,63
57,194,90,129,Strength,12
44,164,93,154,Strength,32
38,157,80,142,Cycling,115
44,160,67,109,Yoga,16
46,153,80,80,Cycling,81
32,173,56,159,Running,28
53,188,83,111,Yoga,63
29,151,100,164,HIIT,70
23,190,62,100,Running,68
54,188,54,99,Cycling,105
40,185,67,164,Cycling,32
44,164,56,142,Cycling,59
22,167,115,161,Running,48
22,169,112,104,Running,68
54,157,88,178,Yoga,40
23,173,80,87,Running,84
56,188,116,142,Cycling,44
35,180,71,110,Strength,42
29,166,70,152,Strength,49
50,151,104,167,Strength,65
40,154,76,87,Running,18
19,166,86,120,HIIT,68
29,188,76,81,Cardio,108
42,154,106,83,Cardio,26
23,170,71,154,HIIT,48
44,181,91,137,Cycling,66
30,160,62,146,HIIT,108
45,152,50,130,Cycling,26
26,152,71,179,HIIT,73
42,154,119,89,Yoga,22
55,160,117,156,Cycling,24
25,152,78,176,Running,34
28,159,110,103,Cycling,63
26,195,98,144,Strength,23
41,194,80,127,Cycling,51
36,173,96,87,Running,114
44,192,64,172,Strength,79
24,160,116,143,Cycling,79
25,190,66,128,HIIT,25
58,157,97,179,Running,50
39,184,91,98,Strength,35
47,160,80,86,Yoga,111
42,197,65,149,Running,43
57,177,53,161,Running,62
55,187,115,136,Cardio,89
51,153,95,159,Running,16
59,156,57,120,Strength,69
41,173,82,152,HIIT,22
20,191,84,140,HIIT,85
32,189,107,111,HIIT,60
45,198,105,146,Cycling,67
52,189,108,176,Strength,20
25,154,99,123,HIIT,113
57,176,83,145,Cycling,77
26,158,86,114,Strength,35
55,153,99,166,Strength,86
33,170,93,88,Yoga,23
37,186,54,143,Running,76
35,179,68,163,HIIT,115
29,162,98,123,Running,93
49,171,54,131,Yoga,40
23,178,92,120,Cardio,72
19,164,79,104,Strength,84
43,198,119,177,Cycling,21
29,182,98,131,Cycling,101
52,156,116,148,Yoga,70
29,166,91,137,Cardio,21
51,180,110,112,Cardio,59
47,178,70,124,Yoga,53
33,182,79,141,Yoga,104
46,172,74,171,Cycling,51
47,187,111,176,Cycling,14
35,151,51,109,HIIT,63
28,175,89,102,Cycling,48
35,173,107,106,HIIT,93
37,183,92,118,Cardio,60
40,175,78,131,Yoga,80
50,181,107,94,Cardio,14
34,174,65,153,Cycling,80
50,171,67,172,Running,83
44,174,114,128,Yoga,23
45,179,65,112,Yoga,60
42,151,117,149,HIIT,68
54,180,111,105,Strength,61
47,164,107,101,Cycling,83
59,170,82,174,Cardio,65
43,155,109,115,Cycling,21
33,169,90,95,Cycling,49
20,183,119,122,HIIT,33
40,198,50,85,Cardio,95
33,180,105,101,Strength,60
29,184,90,157,Strength,59
18,163,65,155,Yoga,59
56,163,92,147,Cardio,94
40,198,107,96,Cardio,33
21,158,117,172,Cycling,17
42,155,96,99,Cardio,74
28,175,116,104,Yoga,99
59,195,78,179,Strength,56
25,173,97,103,Yoga,61
48,167,54,102,Cardio,36
41,163,82,94,Running,26
53,196,62,171,Cycling,100
18,192,82,113,Cycling,16
55,198,51,157,HIIT,101
47,174,116,141,Strength,10
21,164,73,157,HIIT,38
57,162,88,143,Running,11
32,178,79,123,Yoga,72
26,181,66,81,Cardio,44
54,163,93,150,Cycling,62
26,175,112,134,Strength,34
24,156,92,136,Running,14
44,191,102,114,HIIT,24
55,166,101,162,Cardio,110
49,165,83,164,Cardio,24
53,155,102,89,Running,35
39,171,106,172,Yoga,38
56,164,108,176,Strength,55
38,166,57,102,Strength,21
31,196,96,176,Strength,68
32,191,62,102,Cycling,46
28,168,95,111,Running,79
25,198,103,177,Cycling,59
37,186,94,155,Cycling,35
46,183,110,157,HIIT,23
48,150,70,103,Cardio,41
39,180,79,80,Cardio,96
48,158,53,127,Running,12
