age,height,weight,heart_rate,vo2_max,workout_duration,workout_type
58,53,170.1,139,31.7,54,Strength
43,64.9,195.4,118,49.6,90,Yoga
45,64.9,187,159,41.3,41,HIIT
19,66,177.1,65,36.1,93,HIIT
23,58.2,176.5,154,56.9,106,HIIT
26,89.2,167.4,99,52.4,34,Cardio
50,56.1,176,136,40.2,113,HIIT
58,81.7,182.8,82,38.5,117,Cardio
42,56.2,170.9,111,52.1,32,Yoga
30,53.5,185.7,63,55.1,23,Strength
26,95.5,193.1,96,51.5,101,Yoga
30,59.5,157.7,101,49.2,75,HIIT
48,91.1,172.6,160,36.8,42,HIIT
58,77.2,170.4,103,55.6,116,Yoga
28,53.9,184.4,156,52.5,117,Cardio
21,97.8,162.5,179,45.5,53,Cardio
51,62.3,182,101,45.3,119,Cardio
55,93,193.9,88,47.1,118,Strength
21,58.4,170.9,160,54.8,36,Strength
55,92.7,195.6,78,52.3,47,HIIT
36,50.7,199.7,174,55.7,33,Yoga
23,75.6,155.3,143,45.2,53,Yoga
51,88.5,161.7,91,48.7,94,HIIT
35,96.7,197.5,103,55.6,76,Cardio
30,95.5,197.9,114,37,96,Strength
58,91,154.9,139,43.3,116,Yoga
40,94.4,150.7,64,48.6,74,HIIT
36,60,158.1,172,57.5,85,Cardio
28,64.2,199.8,105,30.5,117,Cardio
18,64.4,159,135,36.4,112,Strength
41,68.9,175.1,104,37,56,Strength
24,69.7,192.4,80,39.8,87,HIIT
42,77.2,151,137,38.5,95,HIIT
38,58,180.2,160,47.7,45,Cardio
32,84.6,163.9,81,56.6,80,Cardio
18,58.4,193.1,89,49.1,111,Yoga
29,65.5,164.2,82,37.2,86,Cardio
24,75.2,184.3,64,55.9,103,HIIT
32,89.8,183.7,122,49,93,Strength
38,87,161.1,152,36.6,71,HIIT
36,82.3,151.7,118,40.8,37,Yoga
46,57.8,170.5,153,53.7,72,Yoga
42,77.4,164.5,141,52.2,82,Strength
50,54.4,190.4,169,47.3,72,HIIT
49,68.9,190,173,34.3,46,Yoga
52,70.7,172.9,111,54.1,50,HIIT
55,52,180.3,124,39.2,110,Yoga
43,63.7,180.2,98,53.1,20,Strength
28,97.8,191.4,140,49.4,25,Yoga
52,97.7,171.3,62,37.9,30,HIIT
25,67.6,163.8,101,36.4,53,HIIT
31,52.2,163.3,130,33.9,103,Yoga
27,59,176.8,86,37.3,82,Cardio
19,69.6,172.5,87,34.7,72,Strength
26,97.4,172,167,48.5,104,Strength
20,57.1,154.6,113,48,104,Yoga
38,88.2,185.9,154,47.6,37,Yoga
43,55.4,160.7,74,49.3,40,Cardio
25,99.1,159.8,178,54.4,38,Strength
19,69.1,170.6,112,57.4,23,Cardio
23,88.8,161.4,171,36.9,96,Strength
45,67.1,179.2,131,47.6,101,Yoga
46,81.4,168.6,129,32.4,48,Strength
43,59.6,172.4,151,33.6,44,Strength
42,57.3,176.9,63,49.6,75,Strength
29,96.9,160.2,153,44.6,96,Cardio
22,95.9,157.8,166,52.7,82,Cardio
51,94.4,194,76,42.8,46,Strength
54,81.3,171.7,93,33.8,79,HIIT
32,90.4,170.6,65,56.2,102,Cardio
53,53.5,151.8,95,32.5,68,Yoga
32,66.7,174.9,158,35.7,84,Yoga
40,65.7,177.7,162,38.3,57,Strength
23,81.8,177.9,98,59.9,102,Yoga
38,67.8,185.4,139,42.5,71,Cardio
40,57.4,158.9,125,45.1,20,HIIT
33,79.8,162.6,67,53.1,59,HIIT
32,90.7,190.5,74,49.1,100,HIIT
42,69.1,197.4,122,55.2,40,Yoga
53,56.6,156.8,150,44.6,105,Strength
28,59.8,174.9,139,59.2,34,Yoga
32,61.9,160.7,124,53.9,69,Strength
21,65,153,118,42,67,HIIT
38,82.1,166.3,69,41.4,51,Cardio
30,80,157.2,66,57.9,68,Yoga
39,84.8,185.5,171,50.5,87,Cardio
36,68.1,176.7,133,48.6,64,HIIT
51,91.2,157.2,135,52.7,51,Strength
31,60.2,150.5,140,46.8,23,Cardio
21,73.5,190.4,168,34.8,84,Yoga
44,90,158.8,71,39.6,116,Cardio
46,59,180.3,138,46.7,90,Cardio
45,55.5,166.8,105,30.5,92,Yoga
52,94.2,179.3,174,43.1,84,Strength
25,67.1,165.8,91,52.7,99,Yoga
33,84.2,154.3,91,34.9,37,HIIT
59,51.3,161.1,174,31.9,73,Strength
53,84.5,159.4,149,55.1,66,Cardio
47,65.8,171.4,137,48.5,25,Yoga
35,52.8,182.9,173,35.3,85,HIIT
19,80.5,163.2,149,54.2,28,Yoga
30,62,150.6,120,49.7,87,Strength
21,69.3,175.9,128,40,42,HIIT
43,54,180.3,175,41.3,62,Cardio
42,57.4,198.1,120,34.7,70,Strength
47,64.9,179.5,161,55.1,91,HIIT
28,54.5,173.6,173,45.3,44,Strength
24,95.5,178.7,105,46.7,99,Cardio
48,50.3,196.4,127,56.5,54,HIIT
27,74.2,191.4,151,30.5,36,Yoga
56,56.2,166.1,114,32,37,Yoga
30,65.4,161.9,60,34.8,46,Cardio
48,96.3,163.1,136,30.9,34,HIIT
24,58.1,175.2,166,49.7,100,Cardio
59,98.3,187.2,126,49,88,Cardio
59,60.3,175.2,108,36.3,99,Strength
53,87.1,153.4,173,34.5,34,Yoga
37,77.3,186.2,84,34.4,61,Cardio
21,94.2,190.3,165,58.6,53,Strength
24,77.7,164.5,75,50.8,67,Cardio
18,76.7,183.2,144,47.6,102,Cardio
59,59.8,171.3,72,39.7,27,Cardio
30,58.3,194.5,111,43,29,Yoga
39,95.8,192.3,167,32.7,24,HIIT
38,66.4,176.3,95,59.9,67,Yoga
39,68.6,184.6,131,52.7,45,Strength
45,88,194.2,103,48.6,105,HIIT
26,66.9,174.8,142,47.6,42,Strength
43,97.6,165.7,106,45.1,81,Cardio
26,86.9,187.7,139,37.7,32,HIIT
32,79.9,161,135,36.8,28,Strength
27,94,169.4,79,46.5,39,Cardio
41,52.5,193.3,77,32.1,111,Strength
59,62.9,186.2,113,32.2,76,Strength
25,73.3,170.2,71,46.8,43,Yoga
41,61.3,160.7,171,57.6,52,Cardio
33,87.2,167.8,84,57.4,39,Yoga
43,96,164.2,119,30.3,79,HIIT
44,71.2,158.8,175,33.2,67,Cardio
54,67.1,187.2,134,47.5,83,Yoga
21,98.1,162.6,145,55.5,49,Yoga
41,72.2,172.7,175,58.6,92,HIIT
36,74.5,169.3,169,55.8,36,Strength
53,67.6,199.1,93,50.3,119,Strength
56,95.5,169.6,72,36,33,Strength
27,78.4,154,169,32.2,38,HIIT
42,88.1,154.5,97,31.4,90,Yoga
35,90.6,179.5,71,48.4,78,Cardio
36,67.1,180,162,31.1,86,HIIT
53,71.7,170.9,95,52.2,116,Strength
27,92.4,171.6,87,51.4,63,Strength
50,68.2,152.7,150,32.4,51,Cardio
22,89.7,175.8,98,57.2,30,HIIT
52,97,175.2,136,45.7,21,Strength
51,81.2,157.5,102,57.1,109,HIIT
50,87.1,155.2,163,57,87,Yoga
38,90.3,156.2,150,35.9,36,HIIT
34,92.3,155.1,174,41.4,100,Yoga
39,69.8,180.5,90,34,111,Cardio
54,52.6,159.8,61,53.2,113,Yoga
32,70.1,162.6,176,45.1,59,Yoga
52,83.7,158.7,141,57.9,106,Cardio
45,72.5,197.9,149,36.2,65,Strength
24,87.4,192.7,176,50.7,107,Cardio
49,67.8,161.5,101,59.7,112,HIIT
28,81.7,166.4,90,50,23,Cardio
27,59.3,160.5,120,32.1,57,HIIT
26,87.5,174.6,161,47.7,82,Strength
31,77.3,151,115,35.4,48,HIIT
30,60.2,183.6,145,30.9,38,Cardio
42,64.6,176.2,159,40,110,Cardio
19,87.4,194.9,142,38,48,Strength
52,74.1,158.2,73,53.7,119,Cardio
24,60.8,190.2,73,41.2,54,Strength
38,98.4,189.6,173,52,89,Strength
35,85.8,156.4,88,30.5,42,Cardio
20,97.9,169.9,140,30.4,65,Yoga
59,71.4,158.5,109,30.9,63,HIIT
56,73.8,162.7,109,36.6,67,Yoga
58,94.9,163.2,122,41.2,71,Strength
28,76.3,177.8,160,48.2,27,HIIT
56,85.4,170.6,132,59.6,74,Yoga
41,62.6,197.4,124,40.6,85,Cardio
36,72.3,156.3,127,31.7,96,Yoga
21,56.2,198.7,130,35.8,59,HIIT
43,60.3,161.5,70,56.9,104,HIIT
55,50,188.6,73,51,50,HIIT
59,52,166.9,165,53.7,67,HIIT
49,98.9,157.2,142,33.7,119,Yoga
56,62.1,192.9,163,34,80,Cardio
53,83.2,165.4,62,33.4,71,Cardio
57,92,182.9,67,55.7,57,HIIT
54,77.5,178.3,152,36.3,110,Cardio
50,57.7,173.6,173,49.3,55,Yoga
53,86.4,174.8,160,45.5,106,Cardio
20,80,186.6,175,46.3,74,Strength
26,86.6,154.4,102,35.9,104,Cardio
25,88.5,183.4,68,49.1,32,HIIT
50,98.8,194.8,78,31.3,56,Cardio
23,78.7,152.9,71,59.8,66,Cardio
58,67.1,157,86,30.8,109,Cardio
56,82.4,185.8,160,31.5,90,Cardio
21,53.4,171.9,171,39.7,41,Strength
30,94.9,170.2,117,54.9,58,Yoga
19,56,156.8,84,37.7,106,HIIT
22,66.4,175.3,104,44.2,77,HIIT
44,90.8,156.3,161,30.5,49,Cardio
49,79.9,173.8,107,32.4,37,Yoga
38,69.7,188.2,109,48.2,37,Cardio
25,73.7,162.9,140,35.8,93,Strength
55,92.7,174,103,50.8,58,Yoga
25,67,199.6,118,53.6,113,Yoga
20,93.5,184.3,92,55.5,45,Yoga
20,54.4,192.1,162,34,90,Yoga
39,88.8,170.7,137,43.7,26,Cardio
23,92.4,188.4,87,58.4,88,Strength
19,59.1,152,77,53.2,84,Yoga
40,71.5,156.1,114,33.5,65,HIIT
19,58.3,160.2,92,45.1,37,HIIT
55,85.3,170.1,175,57.7,32,Strength
34,76.8,192.3,165,43.2,44,HIIT
52,81.8,167.3,74,55.1,27,Cardio
51,59.8,182.7,120,44.9,93,Cardio
40,60.6,185.5,70,33.2,51,Strength
47,52.1,179.3,95,34.4,36,Yoga
25,66.1,167.9,74,31.4,98,HIIT
39,78,178.9,112,35.9,98,HIIT
53,92.9,167.1,121,56.8,67,Strength
22,83.3,154.2,107,49.5,82,Strength
30,71.8,199.6,153,52.2,59,HIIT
46,97.7,156.4,74,48.6,103,Yoga
48,86,153.6,122,41.6,34,Strength
33,96.5,193.9,172,36.5,118,Cardio
59,76.4,165.1,146,57.8,25,HIIT
47,62.9,182.5,102,45.4,113,Strength
33,52.6,166.5,109,44.4,82,Strength
29,86.3,169.6,119,59.9,27,Strength
34,56.1,163.1,171,41.5,114,HIIT
33,65.1,167.2,118,55.6,51,Cardio
29,76.6,170.5,74,55.9,64,Cardio
25,78.2,186,88,37,71,HIIT
37,80,175.6,134,32.8,98,Strength
20,58.3,197.2,168,59.3,101,HIIT
33,69,152.1,141,42.8,32,HIIT
47,80.9,175.2,99,30.1,43,Strength
40,98.5,179.2,90,45,59,HIIT
45,86.4,196,132,48.6,33,Yoga
57,96.1,152.5,145,53.3,111,Cardio
22,88.1,178.7,70,58.3,94,Yoga
37,79.6,192.7,140,57.5,89,Yoga
57,59.6,162.1,156,58.2,81,Yoga
18,83.3,193.8,121,31,108,HIIT
47,81.2,151,134,51.4,80,Strength
38,80.1,186.6,162,36.8,20,HIIT
37,74.5,196.7,67,35.6,108,Cardio
23,76.4,182.9,110,54,85,HIIT
39,66.7,172,116,42.5,51,HIIT
35,76,152.2,63,57.5,32,HIIT
25,59.9,196,95,31.3,52,HIIT
56,90.3,173.5,78,54.1,51,Yoga
49,59.3,151.4,83,34.1,75,Strength
50,54.2,184.5,100,35.3,43,Cardio
33,71.8,174.1,108,44.3,110,Cardio
29,82.9,156.2,141,41.9,23,Cardio
55,71.9,160.7,156,44.6,107,HIIT
51,63.8,153.2,105,58.2,42,Cardio
31,77.9,178.7,95,49.7,48,Yoga
53,67.4,181.1,69,38.7,117,Strength
50,96.6,175.3,178,35.2,40,HIIT
40,96.1,190.9,137,42.6,49,HIIT
19,75.1,193.1,66,43.5,109,Yoga
58,66.4,180.8,71,48,39,Cardio
38,86.9,150.6,145,38,35,HIIT
19,51.8,184.8,150,53,86,HIIT
44,73.7,170.9,107,33,68,Yoga
26,66.8,178.3,96,46.8,77,Yoga
18,96,182.5,134,48.7,63,Cardio
28,50.6,167.5,95,36.2,44,Strength
20,77.6,195.9,119,54.8,42,Strength
40,87,156.7,136,48.5,78,Cardio
43,74.3,183.6,155,49.4,20,Strength
21,54.3,150.2,67,44.9,116,Yoga
35,98.6,196.2,66,57.3,34,Yoga
23,75.9,155.6,166,50.8,100,Yoga
52,80.7,154.7,102,41.5,117,Strength
39,61.8,166.7,117,37.2,100,Strength
32,74.2,168.7,140,32.1,71,HIIT
39,71.5,160.7,145,35,77,HIIT
54,53.7,179.3,105,59.8,60,HIIT
59,55.3,172.1,93,42.2,63,Strength
29,91.9,151.7,143,57,23,HIIT
59,62,166,176,35.1,96,Yoga
55,59.7,190.5,131,42.8,87,Strength
35,75.2,184.5,81,58.8,26,Cardio
52,88.4,186.2,150,32.7,65,Strength
47,53.1,184.9,157,47.8,28,HIIT
41,78.8,165.5,80,57.6,106,Strength
59,56,155,74,58.5,52,HIIT
47,51.8,163.6,64,55.4,52,HIIT
31,52.6,191.6,161,55.7,103,Cardio
23,91.7,199,76,49.6,23,Cardio
20,55.9,174.7,131,36.6,84,Yoga
33,52.3,150.5,78,51.9,53,HIIT
24,71.9,157,64,59.4,110,Strength
31,92.2,166.1,82,45.8,104,Cardio
26,63.1,178.9,142,37.8,107,Cardio
32,71.1,153.8,73,47.2,98,HIIT
38,52,197.2,69,50.7,118,Strength
52,72.5,168.3,90,36.2,83,Cardio
19,78.9,195.6,72,51.6,44,Cardio
44,78.5,189,81,47.6,74,Strength
19,66.6,187.8,96,48.4,28,Cardio
52,65.8,180.3,98,39.2,36,Strength
35,55.3,181.3,69,34.7,40,HIIT
31,68.3,181.9,90,48.7,79,Cardio
37,55,181.4,102,47.6,32,HIIT
35,88.3,177.7,158,40.1,22,Strength
27,98.3,199.3,136,38.9,87,HIIT
42,98.5,186.6,153,40.4,23,HIIT
19,93.3,188.8,157,44.7,111,HIIT
42,80,193.6,95,59.2,26,Yoga
50,85,160.8,94,52.9,45,Strength
53,64.3,154.2,170,55.6,94,Strength
48,81.5,174.1,127,45.2,43,Strength
31,72.8,175.7,114,45.8,29,Strength
18,74.1,191.5,176,36.1,32,Strength
33,87.9,172.2,127,51.6,63,Cardio
20,64.1,178.5,106,42.6,58,Cardio
52,65.9,176.4,65,52.3,38,Cardio
58,96.2,151.9,178,42.3,70,HIIT
23,52.8,180.8,87,33.3,38,HIIT
42,74.3,191.4,89,35.2,95,Strength
30,95.6,157.9,86,54.3,71,Yoga
51,80.5,179.7,128,37.8,105,Strength
25,77.3,179.7,167,37.9,66,Cardio
38,62.5,158.2,98,57.9,49,Strength
51,67.2,156.2,94,49.7,65,HIIT
21,92.6,199,162,33.4,95,Strength
42,78,169.7,103,34.3,112,Cardio
32,75.7,161.4,74,38.2,40,Strength
21,55,158.6,142,47.8,94,HIIT
29,50.8,183.4,153,52.6,67,Yoga
49,98.2,180.5,161,38.2,81,Cardio
49,68.8,182.2,91,56.1,77,Strength
45,80.2,154.4,163,33.3,37,HIIT
30,54,194.7,88,36.2,78,Cardio
48,84.2,169.5,122,59.1,110,Cardio
31,96.6,165.7,65,34,67,HIIT
37,78.8,173.1,149,56.6,82,Strength
35,56.3,169.5,86,51.1,31,Strength
46,79.1,193.2,158,32.2,106,Strength
23,88.3,196.5,87,44.5,53,Cardio
49,70.3,165.2,64,45.6,80,Yoga
46,94,193.2,100,58,106,Cardio
19,82.4,189.1,115,42.6,72,Strength
40,95,196.5,171,43.4,44,Cardio
36,81.2,162.3,113,33.4,81,Yoga
48,56.6,178.8,139,49.2,23,Cardio
22,65.5,163.7,164,36.3,113,HIIT
36,60.1,191.2,77,32.3,113,Strength
51,95.4,150.3,136,59.9,32,Strength
27,88,178.2,102,38.1,61,Strength
42,83.8,167,148,34.2,68,Cardio
19,65,166.1,133,51,97,Cardio
28,59.2,182.2,88,54.7,75,Cardio
48,87.8,192.6,69,31.9,66,Strength
32,73.7,180.5,65,33.2,27,Cardio
26,61.3,192.7,139,32.7,74,Strength
40,80.8,163.2,148,31.4,107,Cardio
36,52,176,167,49.8,37,Strength
26,66.3,172.5,63,47.6,54,HIIT
52,73.4,150.6,160,49.9,108,Cardio
38,57.4,177.8,93,45.2,100,Strength
26,99.2,183.1,142,54.5,51,HIIT
45,60.5,179.6,92,46.4,43,HIIT
24,56.5,186.8,63,57.6,26,Yoga
33,60.2,178.6,103,44.6,32,Cardio
33,88.5,153.3,157,53.7,110,Strength
50,71.3,155.8,135,42.2,88,Yoga
21,78.3,179.8,90,43.1,119,Cardio
21,51.1,163.7,139,55.5,109,HIIT
56,51.7,154,125,33.2,61,Cardio
57,72.3,171.5,172,46.9,50,Strength
34,90.8,177.7,117,51.8,93,HIIT
54,94.3,166.4,119,52.5,45,Yoga
56,54.3,186,61,47.7,105,Cardio
46,76.9,182.2,95,43.4,95,Cardio
53,95.7,166.6,129,37.8,51,Yoga
55,69.4,187.7,119,57.3,110,Cardio
56,91.5,182.4,82,41.1,116,Cardio
54,56.7,181.9,162,54,71,Cardio
52,96.8,177.7,178,30.9,39,HIIT
24,87.6,150.6,106,37,59,HIIT
44,97.1,184.8,175,40.4,78,Strength
45,83.8,168.8,167,50.1,96,Cardio
39,68.2,197.1,160,39.6,33,Strength
31,96.9,190.9,105,31.2,63,HIIT
24,63.8,179.4,139,35.2,105,Cardio
54,66.6,162.6,166,37.8,101,Strength
39,85,160.2,103,35.3,67,Cardio
22,88.3,167,78,36.1,112,Cardio
19,96.5,173.8,108,53.1,62,Yoga
44,60.2,164.8,147,42.4,35,Strength
38,89.9,175.7,117,42.2,54,HIIT
55,86.9,158.3,150,59,72,Strength
32,53.2,198.9,66,43.4,53,Strength
38,69.4,155.4,153,57.8,22,Strength
27,64.1,196.6,100,39,87,Yoga
40,65.2,195.7,137,42,24,Cardio
56,99.1,176.3,175,41.9,29,HIIT
22,82.1,186.2,167,46.4,71,Yoga
18,85.9,171.8,74,47.5,48,HIIT
30,98.8,181.5,135,37.4,115,Yoga
38,68.9,167,112,53.8,50,Cardio
43,90.1,165.1,176,44.9,85,HIIT
38,71.7,178.9,152,30.2,95,Strength
35,93.5,174.9,82,47.7,110,Yoga
54,59,179,136,53.9,88,HIIT
49,97.4,164.3,132,37.5,56,Cardio
53,60.9,168.3,147,31.1,46,HIIT
34,66.3,154.2,162,54.2,106,Yoga
52,87.8,152.6,153,59.3,52,Cardio
28,69.7,162.7,124,32.3,87,Strength
38,80.4,153.7,119,58.1,78,Yoga
43,72.2,155.2,69,40.8,83,Yoga
21,87.1,190.6,161,58.2,104,Cardio
51,61.4,151.9,117,49.5,107,Yoga
35,52.9,182.9,106,56.7,63,HIIT
57,65,163.6,74,53.6,114,Strength
52,73.7,193.6,68,30.8,107,HIIT
58,58.4,174.2,72,32,68,Cardio
46,67.7,165.3,82,45.8,72,Yoga
46,70,175.9,92,33.9,93,Strength
55,52.9,169.1,68,43.8,68,Cardio
59,79.2,178.2,62,58.6,85,HIIT
38,94.2,155.7,153,38.8,114,Yoga
59,57.6,199.8,132,44.7,82,Yoga
30,79.9,171.3,175,41.5,44,Cardio
58,83.2,167.4,84,48.9,23,HIIT
34,71,185.5,170,35.8,70,Yoga
26,85.1,168.2,147,37.8,30,HIIT
58,70.5,191.7,155,55.8,36,Strength
18,75.2,172.7,130,54.3,85,Yoga
19,50.4,186,95,53.7,89,Strength
46,84.6,155.4,148,53.1,92,Yoga
50,83.1,192.3,79,43.8,88,Cardio
27,51.9,186.8,140,51.9,103,Yoga
57,68.4,160.6,113,41.6,48,Yoga
38,99,157.3,159,33,104,HIIT
45,71,165.8,149,41.8,92,HIIT
28,75.1,198.8,78,34.8,111,Strength
51,95.5,162.8,119,41.7,91,Strength
25,85.9,172.8,96,38.9,114,Strength
39,79.1,151.5,171,48,39,Yoga
25,89.9,169.9,62,40.8,46,Yoga
32,93.2,178.6,166,51.2,27,Strength
34,72.8,197.7,151,45.4,104,Cardio
40,73.8,175.8,145,57.6,80,Cardio
41,69.3,191,170,32.7,47,Yoga
36,98.3,177.4,78,50.6,106,Cardio
22,84.9,152,112,50.2,89,Cardio
49,54.2,165.8,179,58.5,22,Strength
18,93.1,178.8,105,41.1,88,Cardio
40,74,197.5,139,39.2,92,Cardio
54,53.4,193,115,35.2,26,Yoga
25,77.5,161.4,129,38,79,Yoga
30,70.9,161,160,45.1,23,Yoga
25,93.9,160.1,90,55.1,24,Cardio
40,60.2,196.1,112,38.5,30,Strength
18,91.3,192.6,172,34.7,34,HIIT
41,77.9,188.7,171,38.2,83,Yoga
52,52.7,169.6,93,33,117,Yoga
41,98.6,175.2,90,57.8,32,Yoga
34,75.6,173.2,119,56.2,26,Strength
22,64.5,162.7,70,39.3,25,HIIT
37,73.5,175.3,159,37.4,75,HIIT
38,92.9,151.5,65,57.2,83,Yoga
57,65.2,156.6,86,30.1,69,Cardio
48,59.6,194.3,66,48,49,Yoga
53,56.5,187.6,108,57.5,41,Yoga
28,64.9,171.1,155,45.3,44,Cardio
32,89,175.9,131,30.1,47,Cardio
36,73.6,168.5,119,36.6,103,Yoga
24,61.4,187,92,57.7,58,Strength
45,58.3,189.2,106,30.5,86,Strength
22,66.6,188.2,175,41.8,24,Cardio
22,97,186.1,103,53.7,84,Yoga
47,67.2,160.2,138,55.1,34,Strength
49,99.4,166.9,178,44.3,109,Yoga
25,74.3,173.5,86,37,86,Yoga
27,59,166.5,153,48,59,Yoga
55,94.6,187.7,81,37.9,117,Strength
49,73,166.5,106,37.7,88,HIIT
45,85.5,156.9,152,54.2,114,Yoga
34,99.2,170,164,34.6,96,Strength
48,52.5,199,107,30.2,62,HIIT
25,54.8,161.3,89,40.1,20,Cardio
57,86,180.6,61,44.7,41,Strength
42,64.1,171.6,74,51.2,81,HIIT
26,59.2,153.6,106,53.4,98,Strength
19,52,174.4,86,49.9,45,HIIT
32,51.1,185.1,130,48.8,37,HIIT
20,88.7,175.7,86,50,67,Strength
53,56.7,193.6,144,38.1,28,Cardio
21,73.4,164.4,72,41.5,20,Yoga
31,80.3,154.3,114,48.5,28,HIIT
58,71.4,196.8,76,32,42,Yoga
58,51.4,168.9,134,38.9,64,Cardio
42,89.2,178.8,118,42.2,21,Yoga
27,50.5,189.6,69,46,33,Yoga
38,88.1,166.2,92,44.6,57,Strength
53,94.7,185.8,137,51.5,59,Strength
29,71.6,156.8,96,44.2,82,Cardio
44,76.8,164.6,67,57.1,101,Strength
57,73.8,157.2,92,41.4,35,HIIT
19,69.5,190.6,66,45.8,112,Cardio
30,94.4,161.1,93,30.1,94,Strength
49,94.7,185.9,130,39.3,25,Strength
48,66.8,197.2,66,56,22,Cardio
33,80.8,176.4,100,40,33,HIIT
49,96.3,177,177,37.6,85,Cardio
49,98.1,173.1,159,46.3,115,Strength
51,75.4,166.3,114,32.4,114,Strength
28,72.6,173.8,66,45.9,94,Cardio
27,63.9,180.1,143,39.1,105,HIIT
32,97.9,199.3,77,41.5,86,HIIT
34,57.1,196.9,168,53.7,50,Yoga
57,79,193.1,102,49.9,52,HIIT
35,64.1,194.5,164,43.4,107,Cardio
26,64,173.4,137,47.3,20,HIIT
42,70.2,182.9,99,53,63,HIIT
57,99.9,194.8,112,52.4,34,Yoga
31,52.7,169.6,73,35.6,56,HIIT
42,78.9,198.1,80,39,46,Yoga
39,54.1,170.8,172,40.4,67,Yoga
47,57.7,180.1,116,35.6,46,HIIT
37,72,185.5,150,30.4,31,Strength
38,75.5,197.5,105,35.2,86,Cardio
49,62.9,162.2,85,54.2,49,Cardio
38,65.8,187.3,150,46.4,115,HIIT
52,54.3,176,83,40.2,106,Cardio
49,65.2,163.4,64,48.3,85,Cardio
47,98.3,188.8,101,52.2,26,Yoga
56,97.2,177.6,161,40.6,53,Strength
29,66.7,183,151,44,51,Cardio
58,78.5,166.1,165,31.9,58,Strength
35,95.5,174.1,102,47.9,115,Cardio
38,50.3,180.9,91,40.7,62,Strength
30,90.5,170.2,147,43,62,Strength
38,97.4,159.9,65,42.7,97,Cardio
25,54.6,198.1,133,49,22,Yoga
57,58.1,175.6,169,47.2,65,Strength
24,98,186.7,175,42.7,51,Strength
40,76.9,170.6,126,30.5,62,Cardio
49,50.7,167.8,66,48.6,119,Strength
28,62.9,170.4,88,56.4,100,Strength
39,72.5,170.5,93,53.1,22,Yoga
39,84.6,177.2,66,59.4,93,Strength
42,86.7,177.2,140,34.2,82,Yoga
39,99.8,174.9,136,36.7,59,Strength
45,64.4,156.7,117,46.2,37,Strength
46,76.9,174.8,144,37.1,86,Yoga
30,76.7,158.5,90,31,81,Yoga
35,70.3,156.3,132,42.1,29,HIIT
19,58.5,196.6,104,38.6,71,Strength
46,98.9,180.2,106,37.9,92,Yoga
38,92.7,183,136,58.6,65,Strength
32,74.9,170.1,140,37.2,74,Strength
44,80.2,195.4,131,33.9,65,Strength
48,61.4,181.9,132,33.8,94,Cardio
32,77.2,188.5,132,54.2,79,HIIT
40,84.7,168.4,99,51.4,116,Cardio
41,75.8,198,171,33.9,119,HIIT
30,99.5,191,175,36.6,45,Strength
39,80.6,192.7,89,52.4,46,Strength
54,68.5,158.6,121,38.2,57,Yoga
50,88.6,163.5,130,59.4,41,HIIT
20,58.5,164.3,76,46.2,45,HIIT
36,69.2,163.5,162,35.8,105,Cardio
40,67.3,192.8,161,55.8,88,HIIT
46,71.6,151.6,64,39.6,54,Strength
47,89.1,153.8,140,38.7,85,Yoga
56,74.2,163.7,163,39.8,118,Cardio
42,89.7,160,60,53,92,Yoga
54,78.8,161.6,139,35.2,70,HIIT
25,67.1,189.9,140,41.5,37,HIIT
59,90.5,178.2,153,30.9,62,Cardio
33,61.9,150.3,90,54.8,31,HIIT
25,61.2,171.5,94,40.2,22,Yoga
18,75.2,170.4,168,37.4,101,Strength
22,63,155.7,131,47.4,26,Cardio
20,50.5,183.8,171,51.1,116,HIIT
18,82.4,185.1,179,54.4,25,Yoga
21,75.6,186,89,40.4,101,Strength
57,72.3,186.4,162,54.4,64,HIIT
52,98.3,150,144,43.9,105,Cardio
49,78.6,197.7,74,33,58,HIIT
59,93.2,190.7,179,55.4,70,HIIT
51,57,195.2,157,46.4,28,HIIT
42,78.5,150.8,115,48.1,118,Strength
27,93.4,196.7,119,58.1,42,Strength
38,79.2,190.5,86,46.8,31,HIIT
56,85.9,191.9,61,30.2,107,HIIT
44,68.6,154.7,133,56.1,81,Cardio
44,54.6,186.9,123,38.5,92,HIIT
19,72.9,198,64,45.1,96,Yoga
58,69.7,183.9,150,36.1,59,Yoga
30,93.4,178.5,127,38.9,73,Cardio
26,62.2,197.3,170,50.6,100,Strength
53,98.3,172.1,72,42.9,26,HIIT
39,97.9,180,140,48.8,36,Cardio
59,62.4,173.8,144,54.7,69,Strength
43,67.4,196.6,82,40.2,43,Cardio
29,94.8,153.8,156,47.1,21,Strength
34,98.3,175.1,109,53.3,118,HIIT
31,72.2,184.3,138,51.5,111,Cardio
31,66,189.6,137,46.2,102,HIIT
51,76.3,179.2,132,41.5,52,Cardio
37,84.4,195.4,167,42.2,40,Strength
28,63.7,197.1,96,43,93,Cardio
33,86.8,153.2,89,40.5,72,Yoga
48,52.6,170.1,152,51,65,Yoga
23,52.5,151.2,82,33.8,64,Cardio
36,69.3,166.5,93,59,28,Yoga
54,67.7,176.8,178,53.4,25,HIIT
21,65.8,195.5,123,38.9,70,Yoga
21,74.6,192.3,114,31.3,54,Yoga
37,66,156.4,130,51.3,101,HIIT
27,59.6,154.7,176,52,72,HIIT
41,65.5,179.5,68,58.9,38,Strength
