age,height,weight,heart_rate
25,187,98,150
25,173,57,106
58,188,62,85
58,187,59,162
58,150,100,138
18,154,119,91
50,165,60,143
29,197,109,108
36,150,73,160
54,156,119,135
25,183,95,133
25,183,89,106
31,198,98,80
21,190,53,131
25,174,63,93
31,155,57,160
42,169,98,166
38,155,97,152
32,151,66,93
36,156,94,153
22,172,98,117
23,170,118,127
46,154,59,131
28,155,89,155
44,186,81,93
54,193,94,160
38,155,79,94
56,192,107,111
22,180,73,150
35,185,98,108
44,172,93,102
22,159,76,165
51,158,71,80
19,193,72,88
59,197,112,90
20,181,50,135
32,198,62,161
47,152,112,177
47,166,81,82
24,168,115,165
19,176,52,155
18,181,97,165
36,160,64,144
49,186,92,97
45,164,117,137
37,190,98,83
34,151,104,107
30,167,117,101
41,194,106,113
43,158,99,123
30,183,114,154
53,163,117,86
23,181,104,109
30,154,82,173
32,170,66,132
34,164,52,161
40,196,59,155
24,151,114,137
19,163,90,125
28,198,117,138
21,160,89,126
18,199,107,169
29,150,85,162
21,164,99,112
23,163,56,94
44,173,63,92
43,169,72,134
29,150,88,93
37,163,50,158
23,181,116,142
49,177,115,83
19,162,106,128
24,181,95,144
42,150,51,156
43,168,102,101
31,169,54,107
38,158,86,115
23,156,75,125
50,193,72,128
32,178,70,98
50,161,55,126
59,154,58,104
32,198,73,140
38,180,51,175
22,154,100,156
50,182,105,123
41,173,53,133
28,190,117,89
56,150,88,136
52,180,111,113
52,165,108,87
50,196,73,163
49,155,89,100
27,154,119,107
34,189,80,122
46,172,119,175
22,161,57,130
18,174,92,164
21,161,76,134
51,167,54,103
51,160,54,82
41,171,52,105
20,155,114,175
49,156,69,168
36,196,93,86
29,172,58,152
45,159,78,175
28,187,99,131
33,170,75,154
50,157,61,144
52,151,63,168
32,162,57,155
50,181,72,89
56,172,117,80
41,183,87,158
54,151,65,160
33,159,86,136
19,169,54,175
48,159,101,138
53,163,73,92
55,156,117,169
58,154,109,172
34,198,51,151
48,177,61,144
57,168,73,136
20,197,109,174
49,190,107,99
22,180,98,129
42,150,110,125
47,160,90,81
30,180,97,91
18,169,118,119
26,181,66,126
59,162,70,121
30,168,119,88
51,161,71,149
35,171,88,157
46,152,117,156
42,173,53,154
53,159,100,104
36,181,85,104
45,167,51,120
55,186,91,167
53,196,108,147
27,196,52,150
58,152,60,83
57,184,62,166
47,188,50,119
26,192,114,93
18,184,83,113
53,177,100,96
45,198,79,121
36,184,72,176
41,183,93,166
31,178,83,163
22,169,106,117
44,184,55,131
35,184,105,163
44,190,69,108
33,167,65,130
40,180,86,154
23,174,74,116
26,198,89,124
33,181,80,138
43,166,76,174
19,176,64,146
49,194,52,123
43,165,105,168
37,187,77,142
20,182,90,104
48,155,89,158
34,167,89,155
52,152,108,158
42,181,95,84
32,182,86,179
44,164,107,91
36,150,74,86
58,174,68,159
31,170,52,153
32,171,90,121
20,167,112,126
18,187,79,125
50,194,118,132
28,193,56,99
23,169,98,85
42,194,112,163
28,173,97,164
35,153,111,178
35,166,57,167
28,192,68,112
18,186,62,83
49,179,107,127
24,151,69,80
37,151,52,160
38,184,79,139
49,194,55,115
23,173,84,179
47,173,73,107
43,177,110,141
25,189,83,119
19,161,100,161
20,190,105,106
34,158,113,110
39,175,111,163
52,153,93,118
53,161,88,116
31,175,106,151
32,170,112,178
46,190,115,84
46,157,106,163
33,178,75,167
50,166,92,134
39,189,119,139
44,156,110,87
19,184,81,176
37,185,78,179
32,186,64,166
38,178,95,144
52,170,73,88
20,191,99,131
46,182,84,104
52,154,75,157
22,173,96,81
56,199,102,140
27,180,72,131
25,170,117,99
29,165,119,109
48,178,61,80
44,190,111,178
42,164,102,137
48,167,65,90
19,171,89,105
22,160,81,101
27,175,105,137
34,170,73,167
37,158,77,155
43,166,103,139
20,196,102,105
31,193,109,149
50,194,93,101
30,187,62,165
43,172,105,81
51,199,110,84
24,193,55,175
35,183,104,117
36,150,106,149
41,168,90,138
52,197,58,115
27,180,63,123
28,180,114,112
20,189,91,102
29,172,87,113
39,167,75,138
37,164,65,170
47,197,76,161
30,162,88,166
46,174,99,147
31,160,51,118
55,191,81,97
36,154,54,170
43,189,66,101
41,181,113,87
36,172,58,118
37,176,99,150
40,156,83,112
42,180,83,165
34,178,87,107
53,172,107,106
49,189,112,115
53,188,75,114
34,177,104,138
30,197,119,99
57,158,67,118
48,197,53,153
51,169,60,163
41,151,90,86
41,168,57,85
54,157,99,82
27,171,55,120
38,171,81,171
43,192,63,134
48,190,65,169
42,199,110,101
40,170,68,110
42,183,111,125
44,160,78,111
58,189,73,151
27,191,92,167
23,160,59,163
46,198,71,106
20,198,113,160
55,184,50,90
41,171,57,119
53,182,62,92
43,185,93,123
54,154,103,126
24,190,96,139
54,164,106,131
39,190,87,97
54,150,84,94
39,162,50,162
46,181,108,144
21,180,103,123
36,185,100,149
50,176,61,127
35,161,67,118
58,192,116,106
43,161,103,143
20,161,94,167
45,190,101,134
39,199,99,81
31,151,114,132
43,161,113,174
22,172,98,139
23,191,86,144
56,164,113,130
33,185,67,167
38,169,60,137
31,166,79,164
36,195,86,179
38,174,65,113
50,172,58,87
29,186,119,95
48,187,86,125
26,198,102,123
48,170,68,136
40,184,92,169
18,151,110,143
46,159,119,160
36,197,78,100
56,159,68,156
52,194,65,91
33,193,99,83
21,196,105,116
57,171,65,155
41,163,109,173
44,166,57,143
56,176,105,160
58,169,72,97
49,198,72,139
20,161,51,159
26,151,66,136
56,182,68,95
30,166,81,170
35,157,94,145
18,184,68,81
40,176,95,135
27,171,88,130
34,181,117,158
46,177,117,148
59,155,95,171
39,182,116,130
39,196,92,83
28,155,57,104
22,177,86,94
37,179,83,103
22,196,88,124
40,172,90,111
45,189,104,138
58,165,85,137
32,152,96,96
32,165,93,85
25,184,63,142
46,155,114,118
30,193,50,130
51,193,66,92
38,161,71,115
56,155,59,169
44,172,54,122
21,181,82,134
37,174,57,100
27,158,95,147
31,164,104,102
43,175,83,103
44,158,94,97
38,196,102,108
56,175,90,172
26,179,89,144
21,178,52,169
54,167,85,123
43,159,61,95
53,182,95,158
24,175,96,177
40,179,102,107
18,186,95,172
52,174,96,108
51,176,50,101
57,176,99,127
36,152,85,121
58,153,113,110
46,176,55,89
47,193,114,174
48,192,104,80
52,188,107,146
55,192,100,162
49,159,63,95
44,168,116,156
30,179,82,109
39,197,108,160
49,186,95,146
19,190,72,163
39,189,60,175
46,155,79,173
21,186,116,134
56,182,64,81
31,169,106,165
30,159,102,157
27,150,118,104
21,150,74,100
47,168,59,130
25,179,63,113
26,170,66,94
40,184,80,113
26,159,57,138
49,182,114,108
56,172,60,155
23,181,119,99
54,158,74,99
47,184,80,124
36,187,116,139
53,173,100,82
38,196,53,132
24,193,98,125
37,151,119,171
35,174,107,126
49,158,87,111
43,181,93,94
19,182,84,124
26,169,87,90
26,159,95,129
31,189,71,80
18,176,82,98
29,199,119,80
55,150,95,107
35,190,113,114
53,166,96,100
54,152,72,158
47,190,84,88
55,168,54,148
52,159,84,85
45,154,100,123
54,176,68,129
25,195,97,160
31,199,63,135
53,165,116,111
53,163,79,128
42,174,77,163
45,197,108,86
18,153,83,140
49,199,55,174
47,153,56,83
35,184,117,141
55,182,81,142
35,194,51,134
39,172,97,118
42,178,109,146
47,165,60,124
21,154,116,90
36,177,88,108
42,195,76,137
24,174,102,129
53,171,108,136
48,193,90,83
46,168,112,160
30,197,65,104
18,161,60,131
48,152,59,170
34,156,54,167
45,169,79,103
39,193,118,175
22,197,94,91
19,194,108,110
46,191,59,98
30,171,108,80
20,187,99,161
35,168,119,98
56,175,90,94
37,187,106,83
34,163,116,95
31,176,109,178
29,191,65,172
40,167,66,105
56,155,82,110
41,155,111,148
43,193,86,152
35,161,73,162
24,179,100,156
33,158,79,136
25,174,56,131
38,186,68,127
57,166,79,98
50,165,107,157
42,158,101,132
53,181,108,166
43,154,109,136
36,190,114,164
22,159,65,153
41,150,93,88
46,167,60,170
50,176,114,161
41,193,110,160
35,152,57,89
39,197,78,100
50,181,67,178
34,172,61,132
33,157,114,86
47,186,118,136
46,187,111,155
44,191,60,110
22,163,110,169
30,194,61,86
46,174,85,111
34,176,107,143
32,169,66,175
30,176,76,94
57,188,71,151
27,198,76,81
56,166,92,155
18,171,72,102
42,197,72,175
22,152,101,170
20,175,111,115
53,153,90,106
20,193,117,169
52,166,93,163
23,199,101,122
47,184,79,100
37,150,75,170
47,152,65,124
19,152,92,161
50,151,57,163
45,157,64,159
54,156,88,109
34,163,90,146
50,158,119,125
28,162,85,165
39,170,94,115
18,154,50,145
26,197,62,134
59,186,69,124
42,152,112,130
55,152,79,98
58,184,99,103
18,175,75,160
48,181,58,97
43,150,61,113
46,178,69,134
39,189,67,99
45,186,92,169
26,175,86,142
35,179,54,109
33,161,91,102
48,158,110,127
28,161,92,149
56,156,107,159
29,168,85,117
44,189,81,140
27,155,60,151
21,189,108,170
27,159,94,104
29,189,64,134
50,174,83,165
18,164,69,130
23,199,115,176
22,195,98,95
36,173,66,104
49,172,118,128
18,170,65,117
46,163,99,155
48,154,109,87
18,177,88,137
45,167,54,167
22,187,110,97
41,198,85,84
46,175,96,109
41,189,88,107
56,191,116,111
41,178,94,109
21,158,87,102
49,195,55,87
54,184,66,136
22,150,105,124
57,194,115,98
58,199,79,123
54,171,66,109
23,162,82,164
43,150,104,153
53,166,118,172
24,156,50,117
57,171,108,100
21,172,88,174
37,157,71,115
56,199,87,97
43,160,71,106
31,156,67,92
41,157,79,89
23,169,102,101
39,176,66,110
58,165,86,179
56,171,58,103
58,150,63,171
23,170,75,110
45,195,106,106
43,197,109,162
52,167,114,135
34,184,79,80
27,190,107,171
32,188,74,92
59,162,66,166
42,159,90,153
33,177,75,172
34,187,64,173
30,165,100,90
38,167,89,82
31,190,67,138
43,178,118,100
47,169,100,91
56,184,69,116
51,173,90,145
51,177,70,113
50,166,87,161
47,161,62,178
35,159,88,137
32,193,85,121
42,164,82,130
28,173,98,104
29,159,100,152
37,193,109,152
52,176,111,140
36,171,72,151
42,190,94,167
28,155,66,164
19,162,109,110
41,152,82,128
20,156,100,152
44,189,92,92
36,189,100,83
25,154,72,127
44,187,59,90
31,158,65,127
48,182,50,136
21,191,99,157
49,163,103,123
38,189,112,157
40,194,118,104
30,184,82,89
18,164,70,155
19,152,90,151
43,193,105,112
28,195,103,140
21,172,102,124
19,156,106,119
45,181,95,106
19,157,66,151
40,157,104,132
37,157,55,139
42,156,117,82
59,193,57,172
55,191,83,114
19,184,56,117
29,189,87,112
25,182,106,81
46,177,68,169
45,164,83,103
28,176,60,135
29,185,50,87
47,191,51,153
49,196,84,154
38,167,65,80
42,162,97,152
57,197,109,172
30,156,52,120
48,180,60,104
56,194,95,93
57,195,67,137
20,188,116,137
19,175,111,121
56,152,82,88
42,155,106,165
32,198,108,153
54,175,85,103
36,199,103,137
50,166,110,170
28,155,118,102
40,165,113,93
35,186,100,159
47,183,101,115
36,163,57,94
48,186,86,81
39,184,60,95
54,184,103,175
24,155,95,160
54,185,99,113
22,155,83,104
45,167,89,141
52,196,78,164
34,150,72,163
33,190,86,130
21,176,68,147
19,170,82,171
40,177,74,97
26,159,118,95
46,171,62,93
20,185,79,145
44,161,96,81
40,160,108,115
35,199,91,163
52,167,60,144
42,175,65,158
59,178,115,164
19,172,71,99
39,186,70,166
23,196,91,108
36,171,92,163
22,187,63,168
37,176,50,132
43,152,98,86
53,175,77,132
30,151,118,155
37,171,63,136
38,168,106,82
36,173,112,128
24,184,95,151
37,178,69,137
48,170,101,88
40,172,54,158
37,187,53,156
36,185,86,97
29,197,108,108
55,184,97,152
29,170,102,167
59,186,115,94
44,182,108,103
45,178,58,169
18,194,119,133
49,151,104,141
37,171,60,125
24,197,55,131
21,179,90,98
58,154,104,176
41,170,95,146
54,189,72,165
25,158,54,125
45,158,84,168
44,184,89,150
40,199,77,106
58,172,50,120
34,179,108,111
58,151,114,175
22,189,58,121
36,199,100,176
48,150,99,135
41,168,90,153
22,183,86,136
56,163,74,90
32,183,110,139
33,182,119,122
35,199,62,123
55,159,95,103
59,164,102,152
47,151,109,113
45,167,119,135
37,199,50,178
50,178,116,171
28,160,50,103
41,166,76,129
31,151,102,116
35,161,79,177
58,186,108,104
19,171,52,111
37,155,104,133
44,160,74,107
39,172,77,170
45,188,106,112
29,167,110,179
22,197,100,152
46,181,84,132
43,192,83,109
45,185,54,99
30,171,78,97
55,166,95,154
47,168,60,157
29,173,83,135
42,173,85,177
55,156,110,140
32,179,113,158
44,158,104,176
52,172,108,99
59,155,82,145
52,185,60,130
40,186,72,167
25,155,96,173
29,159,66,115
42,160,78,135
59,183,110,133
22,161,107,168
55,178,53,101
23,182,58,143
28,168,50,132
28,152,88,147
25,169,84,124
49,195,100,157
54,187,73,147
25,191,75,159
57,183,64,137
52,165,66,87
56,171,53,154
51,192,69,174
40,198,98,163
46,174,107,107
28,193,58,147
41,152,50,127
39,198,62,99
54,161,58,125
24,186,84,139
48,172,112,80
30,199,112,152
22,150,61,142
46,197,117,96
39,156,99,138
34,164,112,87
39,199,73,81
56,190,102,143
42,180,88,114
39,166,50,85
20,184,54,112
58,181,111,164
41,193,78,96
48,183,104,155
33,170,93,167
35,156,90,103
44,151,110,115
53,183,100,98
32,151,56,149
46,186,82,86
18,151,118,115
31,179,84,173
57,194,78,140
49,177,84,101
31,154,61,153
23,154,91,111
37,184,87,141
41,175,104,146
47,172,67,150
49,172,51,96
26,166,54,91
46,171,79,93
30,167,54,102
26,186,102,145
18,167,90,137
35,167,108,91
58,165,52,132
18,198,92,122
30,174,110,94
51,151,119,145
47,163,75,168
29,189,58,126
29,156,113,84
57,155,78,168
35,193,81,101
40,194,60,155
52,183,95,178
38,185,63,146
25,160,55,155
49,175,91,118
56,155,53,88
26,194,77,173
26,174,64,109
39,178,65,177
59,187,58,138
49,169,53,118
39,176,113,114
55,192,57,98
28,183,65,90
41,161,73,110
50,182,70,152
33,181,65,136
57,161,59,152
47,150,80,177
36,152,71,113
50,184,91,136
46,199,57,129
57,188,90,114
34,182,91,96
53,188,56,161
48,150,66,122
23,177,99,114
25,155,88,168
54,175,92,155
51,174,85,162
47,153,74,89
46,163,56,92
41,181,87,163
38,185,64,88
28,191,95,175
27,174,64,116
28,180,119,175
40,184,113,171
55,151,50,149
23,154,54,123
50,182,85,102
43,180,99,149
31,191,91,152
25,157,65,145
19,192,118,164
41,153,63,168
43,183,53,161
28,169,54,84
43,164,72,141
30,159,106,163
25,171,69,160
28,175,79,114
19,164,101,174
37,175,98,105
32,199,69,149
40,162,103,150
53,160,92,157
40,150,70,164
36,157,78,90
40,176,63,116
41,181,74,81
33,175,87,158
18,197,56,101
22,152,89,153
21,195,57,98
18,192,88,107
18,192,85,91
50,171,109,141
50,181,53,90
27,192,52,179
59,178,63,124
19,161,74,110
40,160,94,105
18,199,51,114
57,168,88,80
41,193,92,80
23,169,53,156
46,191,72,163
31,169,107,93
36,152,106,138
43,197,52,123
51,186,90,151
44,154,50,81
33,184,78,106
32,161,54,101
26,188,109,90
51,181,105,127
28,176,85,147
31,164,83,126
57,187,110,154
33,177,66,112
35,166,79,99
55,186,110,126
22,155,80,147
30,151,114,179
53,168,90,164
23,198,90,133
58,168,110,80
58,175,84,175
59,185,51,157
21,187,82,127
57,177,80,91
47,173,90,175
48,172,93,122
45,165,83,101
25,179,85,103
43,174,61,134
56,163,86,157
27,159,76,165
19,172,50,103
43,160,116,178
55,195,117,83
31,191,73,174
36,176,72,153
32,151,101,92
49,177,109,103
24,152,56,97
44,154,55,166
46,150,103,106
34,192,75,135
40,156,106,83
48,150,91,116
45,175,87,172
24,199,84,106
41,168,81,154
22,174,104,133
43,151,97,104
27,168,55,148
47,199,73,131
32,193,105,110
37,182,87,149
44,161,116,88
33,167,107,91
35,196,65,124
53,195,87,154
59,158,66,131
45,191,57,148
30,175,57,126
36,161,72,82
59,151,72,136
25,151,107,104
48,170,104,113
52,155,103,119
46,169,91,132
44,176,81,104
48,160,67,134
44,151,81,151
56,152,85,163
36,166,69,162
34,155,102,120
37,182,80,102
55,191,92,161
18,153,91,103
57,183,88,84
46,156,62,128
19,192,58,133
37,168,112,113
49,150,114,135
40,154,105,141
40,183,74,131
52,175,67,168
21,161,94,80
52,182,110,123
56,178,78,83
24,184,63,112
42,153,118,101
42,161,79,177
39,187,100,124
42,185,52,92
29,196,78,138
53,161,88,107
30,152,56,171
21,176,65,84
54,196,70,158
31,150,55,97
42,186,68,111
49,178,98,100
34,164,101,132
27,172,95,90
19,160,69,116
22,182,108,139
57,171,97,93
45,153,116,105
31,184,51,109
53,188,77,97
34,158,79,173
31,178,93,82
28,151,58,81
18,158,97,98
49,178,52,98
20,192,83,107
46,198,71,158
47,194,95,137
27,185,82,93
48,184,84,147
26,189,119,90
18,173,71,164
44,182,111,114
34,193,70,167
33,180,84,139
59,172,56,84
30,199,62,104
46,153,109,137
29,172,72,149
56,182,108,155
53,170,59,165
44,162,88,174
22,166,119,89
58,170,116,98
41,156,108,106
36,170,109,153
53,163,90,124
56,171,100,135
43,150,91,87
42,180,78,168
42,179,62,105
42,199,61,124
18,178,60,128
47,176,111,121
43,163,101,133
30,172,98,107
50,193,107,149
48,192,73,123
58,161,97,89
56,171,82,126
47,167,106,99
43,154,74,80
25,185,95,178
59,175,109,145
47,191,89,125
33,177,118,96
45,188,71,178
42,179,100,106
25,167,63,148
46,173,119,92
26,163,109,89
50,171,90,91
23,167,84,161
42,172,99,114
18,191,80,153
58,185,58,174
33,164,109,151
21,175,112,125
39,197,62,140
25,194,54,142
40,158,90,155
40,172,74,163
47,192,67,166
53,155,108,169
19,192,57,97
29,157,113,145
28,181,101,121
50,183,103,87
28,188,52,169
46,180,89,146
19,191,69,106
20,161,68,152
29,167,63,134
22,189,87,101
24,156,81,138
31,183,108,88
27,194,114,129
22,173,101,166
25,184,74,136
47,156,63,141
32,180,102,128
41,191,97,141
55,172,82,101
43,170,87,125
18,180,80,122
39,160,93,176
45,190,53,159
37,151,114,175
20,166,81,97
50,154,64,127
40,181,62,152
34,172,70,119
19,152,86,121
36,178,86,142
45,173,62,144
44,168,70,113
20,196,83,155
31,170,76,94
40,181,85,93
35,194,67,166
36,176,116,161
49,171,108,108
29,181,75,165
43,184,99,97
30,153,99,161
19,153,93,101
37,189,57,145
50,193,93,153
33,153,86,139
19,155,81,153
39,174,100,141
29,192,118,176
30,197,110,155
53,180,91,177
24,174,73,110
41,169,96,156
57,184,71,107
20,193,110,125
21,197,59,127
57,188,108,176
57,188,54,121
20,162,63,160
47,162,102,164
42,153,64,96
38,173,118,100
35,198,76,177
55,192,107,91
34,184,69,84
23,194,93,98
35,165,114,121
54,151,110,101
32,174,54,150
26,165,73,121
22,152,66,165
59,178,71,145
36,179,107,104
49,172,98,173
48,169,64,144
54,177,55,179
44,154,111,167
38,171,93,130
53,155,111,123
46,198,84,165
36,179,56,150
52,165,81,112
29,197,79,159
33,158,60,177
50,180,71,153
37,199,102,166
41,160,95,109
31,190,108,151
50,160,105,151
30,182,58,136
51,196,107,174
52,174,74,98
34,182,70,108
50,151,110,149
25,192,85,130
34,171,104,138
53,156,89,168
55,186,109,160
39,189,115,94
34,162,80,84
57,171,92,170
34,175,106,112
45,171,64,113
45,193,109,108
51,178,92,114
40,158,67,153
53,159,54,129
38,166,70,118
53,151,105,89
22,164,59,143
20,156,93,139
34,166,109,152
38,155,119,175
56,164,96,161
31,184,99,127
26,173,58,104
48,165,96,152
54,187,101,86
40,190,117,83
21,181,66,140
57,189,103,124
22,163,52,174
49,195,91,120
35,189,103,119
38,188,118,110
38,185,95,139
57,198,101,149
37,170,75,157
47,193,87,177
20,172,63,146
33,169,74,95
55,176,105,91
48,173,99,140
29,179,77,86
40,194,95,155
34,173,55,170
28,171,114,134
21,179,87,149
35,189,96,154
52,152,97,128
56,162,97,141
55,183,118,108
51,183,86,143
23,181,98,129
21,152,78,136
54,195,57,161
30,171,109,86
28,178,70,108
33,189,65,117
49,158,105,125
57,162,73,110
46,165,75,82
45,162,54,104
37,169,64,152
57,199,110,154
57,167,59,155
59,165,56,120
33,160,86,124
35,198,74,131
49,152,63,117
30,175,103,85
42,195,50,177
49,159,96,113
42,182,109,171
36,171,65,115
37,170,90,138
38,180,85,82
23,164,74,149
35,156,50,138
27,165,117,104
23,164,68,139
51,153,58,133
39,171,100,125
33,167,73,86
57,179,90,158
25,165,87,169
41,153,92,153
27,152,80,166
40,154,73,175
42,156,53,137
42,160,89,98
30,196,80,171
54,153,94,153
28,198,109,150
43,178,65,103
27,172,53,131
52,174,51,136
46,199,50,112
54,167,69,80
45,157,116,167
40,193,82,172
24,168,109,140
55,193,68,81
25,182,96,134
48,196,85,174
52,159,94,117
24,190,107,163
39,175,62,133
23,167,63,120
30,171,117,173
46,194,68,145
27,175,92,173
21,190,54,112
59,159,61,89
50,168,67,81
40,155,65,155
20,190,117,131
18,152,87,154
27,189,88,102
44,152,73,167
19,151,85,165
27,189,105,138
19,155,75,83
30,189,92,170
41,170,55,108
51,192,100,116
39,169,96,155
20,165,66,89
22,197,67,127
56,185,93,122
40,197,104,158
34,197,74,137
31,187,117,174
41,196,119,125
39,150,113,118
20,163,67,88
51,175,109,132
40,165,92,87
24,155,64,124
41,159,82,131
53,153,53,158
45,158,59,159
45,175,57,177
22,183,90,85
59,156,76,164
57,183,78,112
25,169,83,108
32,197,103,85
59,175,85,95
55,182,105,167
54,196,75,97
23,164,92,125
57,194,56,179
55,196,105,128
23,173,86,116
56,175,54,175
33,170,71,127
46,154,80,178
18,195,70,176
21,152,93,80
38,173,107,88
43,160,83,142
48,183,88,129
33,163,104,89
44,174,81,104
55,157,113,124
44,176,119,98
54,172,71,96
45,177,111,97
20,152,101,96
28,184,94,106
24,162,70,154
21,179,53,130
49,157,66,121
33,172,74,102
22,177,100,99
24,178,82,179
48,192,100,155
36,193,116,118
28,178,80,161
31,197,90,119
54,190,77,166
19,154,119,179
53,172,83,100
25,175,50,143
49,175,96,147
50,151,107,88
58,159,115,120
58,191,71,157
31,162,53,141
59,160,101,137
40,172,93,113
58,161,58,126
46,183,90,121
48,188,55,116
39,192,87,97
36,168,87,129
59,153,70,147
51,169,86,178
51,190,88,114
44,188,65,162
46,167,112,171
45,163,104,178
24,193,55,134
41,167,84,93
59,175,50,109
58,181,119,165
27,167,57,106
49,152,96,128
26,156,89,113
56,156,104,106
50,158,110,127
21,156,99,100
27,187,89,80
26,169,71,118
30,167,83,85
27,187,55,140
58,186,111,118
52,173,72,164
47,198,102,173
24,156,119,121
32,183,116,90
24,155,108,169
48,172,111,174
36,166,102,87
35,172,79,171
24,169,80,164
35,199,76,103
32,190,107,178
31,189,108,170
27,184,73,122
30,162,102,86
30,183,107,124
45,183,83,168
51,189,52,167
48,185,63,114
26,173,57,135
56,182,51,99
51,197,71,129
56,166,89,126
46,198,118,131
36,184,62,96
18,150,70,115
34,155,112,179
48,150,98,85
56,179,95,157
18,185,78,126
18,199,76,169
47,195,82,142
59,171,68,168
28,198,73,134
55,183,118,101
43,188,84,159
51,168,112,139
38,184,61,151
21,185,67,135
35,196,88,170
45,192,110,135
45,151,107,98
37,173,117,147
40,176,64,159
37,153,102,141
35,159,93,82
23,168,100,175
59,173,85,112
28,196,50,152
57,179,111,124
46,172,102,88
31,154,90,110
39,152,74,172
26,194,95,113
20,189,119,153
31,161,108,163
43,153,52,145
35,173,61,107
31,163,116,158
25,178,87,103
46,166,75,105
25,185,91,158
51,155,92,133
36,177,107,137
58,197,98,165
25,154,76,134
50,193,58,113
28,172,52,93
45,184,83,117
23,158,74,116
19,197,72,116
56,192,113,101
26,195,113,131
44,182,118,138
48,181,114,158
49,166,100,148
48,188,90,131
58,198,113,89
40,193,104,170
25,195,106,159
28,198,93,124
25,163,117,171
50,186,110,178
40,155,79,99
43,178,99,91
55,188,92,167
41,177,82,120
27,164,55,115
52,159,91,104
34,157,102,84
46,178,83,104
21,196,107,166
54,198,68,141
43,196,55,151
18,191,71,133
45,189,101,153
40,170,105,108
24,193,84,140
20,189,90,145
33,160,77,106
59,155,89,145
52,181,86,167
35,170,94,101
36,156,84,162
49,166,117,171
44,198,115,142
50,181,76,129
24,194,61,112
40,159,82,90
43,199,110,108
26,187,71,113
26,155,51,83
31,199,51,108
34,189,60,159
25,194,58,95
48,166,96,113
57,199,51,83
30,192,67,119
51,193,53,135
55,177,112,164
36,197,111,134
37,163,85,85
55,175,112,89
59,187,76,171
41,150,86,89
26,179,65,155
57,172,92,81
22,186,88,113
40,150,57,132
28,178,74,87
58,185,87,170
39,194,58,94
49,183,97,86
45,197,92,168
36,185,97,115
33,190,83,104
28,189,116,85
42,170,80,87
26,178,110,171
47,174,101,179
20,155,80,156
22,167,86,120
45,169,107,127
19,173,102,113
40,188,52,165
28,156,53,97
44,152,61,98
20,191,104,106
24,190,88,178
32,178,78,156
38,183,66,108
27,187,94,159
32,177,91,112
58,166,62,119
54,199,84,131
34,151,62,139
19,158,108,104
39,192,119,179
48,152,86,176
49,165,52,148
33,162,92,89
56,175,110,98
36,185,115,170
27,166,109,84
51,177,65,114
40,170,65,96
28,160,58,141
54,191,54,177
46,196,68,139
58,174,80,138
53,195,71,89
37,163,65,126
44,167,100,167
22,198,61,111
23,166,54,161
21,178,53,113
41,173,54,111
34,178,116,156
20,155,86,132
24,172,60,150
42,167,109,162
33,161,65,91
28,152,113,84
24,174,77,101
46,190,57,148
43,186,58,172
32,164,77,140
20,158,103,176
37,194,93,93
54,164,97,161
39,153,60,101
20,184,59,130
40,172,95,155
54,189,97,101
20,180,68,141
32,183,74,84
36,162,63,138
27,151,90,84
54,187,78,107
59,186,74,142
26,173,91,147
30,170,118,137
46,167,111,90
43,162,89,117
52,176,80,164
41,190,80,105
22,163,108,117
54,198,63,177
58,163,118,159
58,155,95,107
51,188,102,91
58,155,66,158
35,180,64,98
55,167,70,173
50,192,52,151
24,154,53,81
44,172,74,149
55,174,78,145
25,160,80,170
21,181,105,165
28,167,61,87
20,154,106,94
36,187,102,140
32,174,104,132
37,187,50,83
20,173,63,155
43,182,51,164
48,174,118,129
25,180,118,160
36,192,101,82
40,151,95,86
57,189,99,99
27,187,68,127
39,164,69,127
19,152,86,87
28,180,61,93
56,184,109,162
54,192,78,138
50,162,51,101
20,157,91,107
30,181,85,136
49,181,95,146
55,180,103,114
42,182,65,129
41,189,66,160
42,178,74,128
55,163,111,134
32,193,90,151
55,197,66,93
37,178,101,147
23,174,64,138
28,164,61,111
33,178,110,121
31,184,114,85
18,152,68,170
35,195,97,173
40,183,55,147
41,181,75,102
22,188,86,92
42,156,53,104
20,152,114,110
20,188,51,179
25,167,62,136
45,186,64,87
31,151,76,95
53,171,110,148
50,193,51,134
27,197,78,98
25,162,116,114
19,197,70,114
54,173,104,126
29,184,108,103
36,159,119,100
33,191,97,113
20,182,116,134
44,185,86,128
54,185,52,113
28,190,51,124
47,161,110,138
37,194,72,89
40,191,104,94
40,198,83,110
28,158,93,97
20,161,68,166
24,175,76,138
18,159,109,170
36,188,96,177
24,177,60,113
57,180,88,138
36,157,63,94
51,155,75,110
30,178,56,122
56,165,63,151
50,196,63,120
52,160,65,110
42,173,86,161
36,158,61,170
52,183,82,103
28,196,83,93
29,189,102,109
49,185,119,154
23,195,74,85
44,180,85,94
29,176,80,164
25,177,108,136
51,194,55,106
21,164,67,158
37,177,115,135
55,168,61,148
52,158,75,112
55,161,108,136
35,179,88,138
24,150,71,154
18,192,72,139
45,164,90,130
19,191,105,111
38,157,81,135
53,159,115,157
44,154,119,111
50,166,118,119
34,160,113,142
27,150,53,146
38,188,106,157
48,168,95,176
52,180,119,118
40,164,71,146
44,179,63,110
20,195,50,87
33,171,65,90
55,174,65,126
35,199,63,126
25,192,91,134
31,194,119,111
