age,height,weight,heart_rate,vo2_max,resting_heart_rate,steps
52,83.7,158.7,141,57.9,66,12443
45,72.5,197.9,149,36.2,51,5004
24,87.4,192.7,176,50.7,76,17402
49,67.8,161.5,101,59.7,72,10986
28,81.7,166.4,90,50,76,2728
27,59.3,160.5,120,32.1,77,16173
26,87.5,174.6,161,47.7,57,16841
31,77.3,151,115,35.4,72,2190
30,60.2,183.6,145,30.9,53,16089
42,64.6,176.2,159,40,47,12188
19,87.4,194.9,142,38,61,12299
52,74.1,158.2,73,53.7,78,15690
24,60.8,190.2,73,41.2,76,15740
38,98.4,189.6,173,52,53,12301
35,85.8,156.4,88,30.5,45,8039
20,97.9,169.9,140,30.4,64,8445
59,71.4,158.5,109,30.9,49,10829
56,73.8,162.7,109,36.6,84,6045
58,94.9,163.2,122,41.2,65,7624
28,76.3,177.8,160,48.2,49,13011
56,85.4,170.6,132,59.6,48,8834
41,62.6,197.4,124,40.6,52,11033
36,72.3,156.3,127,31.7,69,5247
21,56.2,198.7,130,35.8,51,19600
43,60.3,161.5,70,56.9,81,9980
55,50,188.6,73,51,76,7586
59,52,166.9,165,53.7,61,9940
49,98.9,157.2,142,33.7,72,11449
56,62.1,192.9,163,34,50,9979
53,83.2,165.4,62,33.4,80,3514
57,92,182.9,67,55.7,46,14738
54,77.5,178.3,152,36.3,75,4883
50,57.7,173.6,173,49.3,45,5826
53,86.4,174.8,160,45.5,47,14567
20,80,186.6,175,46.3,57,6339
26,86.6,154.4,102,35.9,75,2674
25,88.5,183.4,68,49.1,73,17426
50,98.8,194.8,78,31.3,77,18486
23,78.7,152.9,71,59.8,54,12549
58,67.1,157,86,30.8,82,5993
56,82.4,185.8,160,31.5,53,14219
21,53.4,171.9,171,39.7,45,5708
30,94.9,170.2,117,54.9,81,3495
19,56,156.8,84,37.7,76,5392
22,66.4,175.3,104,44.2,77,13698
44,90.8,156.3,161,30.5,46,9537
49,79.9,173.8,107,32.4,46,4785
38,69.7,188.2,109,48.2,49,7588
25,73.7,162.9,140,35.8,54,6802
55,92.7,174,103,50.8,82,17211
25,67,199.6,118,53.6,81,6891
20,93.5,184.3,92,55.5,46,14760
20,54.4,192.1,162,34,84,5525
39,88.8,170.7,137,43.7,69,6777
23,92.4,188.4,87,58.4,82,6189
19,59.1,152,77,53.2,81,15023
40,71.5,156.1,114,33.5,62,12649
19,58.3,160.2,92,45.1,71,15877
55,85.3,170.1,175,57.7,64,3150
34,76.8,192.3,165,43.2,78,16301
52,81.8,167.3,74,55.1,52,6137
51,59.8,182.7,120,44.9,48,3510
40,60.6,185.5,70,33.2,74,15982
47,52.1,179.3,95,34.4,80,5915
25,66.1,167.9,74,31.4,53,16734
39,78,178.9,112,35.9,56,12957
53,92.9,167.1,121,56.8,58,5938
22,83.3,154.2,107,49.5,79,3073
30,71.8,199.6,153,52.2,50,4192
46,97.7,156.4,74,48.6,67,10207
48,86,153.6,122,41.6,48,9383
33,96.5,193.9,172,36.5,45,7171
59,76.4,165.1,146,57.8,53,10298
47,62.9,182.5,102,45.4,53,8480
33,52.6,166.5,109,44.4,59,14658
29,86.3,169.6,119,59.9,68,4857
34,56.1,163.1,171,41.5,52,6349
33,65.1,167.2,118,55.6,72,3428
29,76.6,170.5,74,55.9,61,8723
25,78.2,186,88,37,79,16010
37,80,175.6,134,32.8,75,17718
20,58.3,197.2,168,59.3,48,16809
33,69,152.1,141,42.8,58,15272
47,80.9,175.2,99,30.1,69,13828
40,98.5,179.2,90,45,84,13663
45,86.4,196,132,48.6,51,9856
57,96.1,152.5,145,53.3,75,13223
22,88.1,178.7,70,58.3,79,8645
37,79.6,192.7,140,57.5,82,4921
57,59.6,162.1,156,58.2,64,10166
18,83.3,193.8,121,31,60,14637
47,81.2,151,134,51.4,66,15766
38,80.1,186.6,162,36.8,80,2878
37,74.5,196.7,67,35.6,63,12704
23,76.4,182.9,110,54,46,10502
39,66.7,172,116,42.5,48,17266
35,76,152.2,63,57.5,78,17300
25,59.9,196,95,31.3,51,3321
56,90.3,173.5,78,54.1,58,13588
49,59.3,151.4,83,34.1,76,17046
50,54.2,184.5,100,35.3,61,12806
33,71.8,174.1,108,44.3,81,10462
29,82.9,156.2,141,41.9,58,7220
55,71.9,160.7,156,44.6,61,5124
51,63.8,153.2,105,58.2,76,10186
31,77.9,178.7,95,49.7,46,7099
53,67.4,181.1,69,38.7,83,10552
50,96.6,175.3,178,35.2,48,13627
40,96.1,190.9,137,42.6,84,19235
19,75.1,193.1,66,43.5,74,19243
58,66.4,180.8,71,48,74,14988
38,86.9,150.6,145,38,77,3350
19,51.8,184.8,150,53,45,14276
44,73.7,170.9,107,33,77,13739
26,66.8,178.3,96,46.8,80,7730
18,96,182.5,134,48.7,75,14384
28,50.6,167.5,95,36.2,81,2326
20,77.6,195.9,119,54.8,58,4120
40,87,156.7,136,48.5,50,2993
43,74.3,183.6,155,49.4,51,14620
21,54.3,150.2,67,44.9,84,17778
35,98.6,196.2,66,57.3,68,4781
23,75.9,155.6,166,50.8,48,9019
52,80.7,154.7,102,41.5,69,4905
39,61.8,166.7,117,37.2,47,10290
32,74.2,168.7,140,32.1,72,17260
39,71.5,160.7,145,35,67,18627
54,53.7,179.3,105,59.8,80,9938
59,55.3,172.1,93,42.2,57,7494
29,91.9,151.7,143,57,66,4709
59,62,166,176,35.1,69,14654
55,59.7,190.5,131,42.8,68,18369
35,75.2,184.5,81,58.8,81,13418
52,88.4,186.2,150,32.7,77,15769
47,53.1,184.9,157,47.8,58,9795
41,78.8,165.5,80,57.6,68,18082
59,56,155,74,58.5,66,19431
47,51.8,163.6,64,55.4,81,11507
31,52.6,191.6,161,55.7,67,11578
23,91.7,199,76,49.6,50,8711
20,55.9,174.7,131,36.6,63,17979
33,52.3,150.5,78,51.9,56,17049
24,71.9,157,64,59.4,70,10062
31,92.2,166.1,82,45.8,73,17833
26,63.1,178.9,142,37.8,58,11603
32,71.1,153.8,73,47.2,61,13441
38,52,197.2,69,50.7,74,6570
52,72.5,168.3,90,36.2,51,14845
19,78.9,195.6,72,51.6,65,13870
44,78.5,189,81,47.6,45,11542
19,66.6,187.8,96,48.4,82,6833
52,65.8,180.3,98,39.2,48,8801
35,55.3,181.3,69,34.7,52,5340
31,68.3,181.9,90,48.7,62,12764
37,55,181.4,102,47.6,52,14312
35,88.3,177.7,158,40.1,75,5844
27,98.3,199.3,136,38.9,75,2639
42,98.5,186.6,153,40.4,72,13420
19,93.3,188.8,157,44.7,81,17211
42,80,193.6,95,59.2,47,15496
50,85,160.8,94,52.9,59,10151
53,64.3,154.2,170,55.6,48,10377
48,81.5,174.1,127,45.2,79,7400
31,72.8,175.7,114,45.8,78,17945
18,74.1,191.5,176,36.1,80,19702
33,87.9,172.2,127,51.6,50,10719
20,64.1,178.5,106,42.6,48,5259
52,65.9,176.4,65,52.3,74,5483
58,96.2,151.9,178,42.3,83,11759
23,52.8,180.8,87,33.3,62,12226
42,74.3,191.4,89,35.2,66,16172
30,95.6,157.9,86,54.3,54,19708
51,80.5,179.7,128,37.8,73,6404
25,77.3,179.7,167,37.9,67,11404
38,62.5,158.2,98,57.9,48,7937
51,67.2,156.2,94,49.7,63,3434
21,92.6,199,162,33.4,70,10729
42,78,169.7,103,34.3,51,6953
32,75.7,161.4,74,38.2,57,11766
21,55,158.6,142,47.8,47,10384
29,50.8,183.4,153,52.6,84,15507
49,98.2,180.5,161,38.2,55,9378
49,68.8,182.2,91,56.1,60,12005
45,80.2,154.4,163,33.3,64,14987
30,54,194.7,88,36.2,67,4437
48,84.2,169.5,122,59.1,67,13571
31,96.6,165.7,65,34,76,6552
37,78.8,173.1,149,56.6,82,19738
35,56.3,169.5,86,51.1,47,18085
46,79.1,193.2,158,32.2,52,5754
23,88.3,196.5,87,44.5,82,8265
49,70.3,165.2,64,45.6,84,13721
46,94,193.2,100,58,58,18542
19,82.4,189.1,115,42.6,52,8741
40,95,196.5,171,43.4,55,3837
36,81.2,162.3,113,33.4,77,19409
48,56.6,178.8,139,49.2,59,19042
22,65.5,163.7,164,36.3,81,19061
36,60.1,191.2,77,32.3,58,4375
51,95.4,150.3,136,59.9,70,18659
27,88,178.2,102,38.1,52,8859
42,83.8,167,148,34.2,48,14739
19,65,166.1,133,51,80,3588
28,59.2,182.2,88,54.7,62,14854
48,87.8,192.6,69,31.9,71,2245
32,73.7,180.5,65,33.2,63,11080
26,61.3,192.7,139,32.7,47,12403
40,80.8,163.2,148,31.4,53,10192
36,52,176,167,49.8,83,4184
26,66.3,172.5,63,47.6,46,14438
52,73.4,150.6,160,49.9,53,5251
38,57.4,177.8,93,45.2,50,18281
26,99.2,183.1,142,54.5,82,7863
45,60.5,179.6,92,46.4,72,11702
24,56.5,186.8,63,57.6,78,5771
33,60.2,178.6,103,44.6,73,15536
33,88.5,153.3,157,53.7,47,11320
50,71.3,155.8,135,42.2,60,18077
21,78.3,179.8,90,43.1,79,4419
21,51.1,163.7,139,55.5,55,15518
56,51.7,154,125,33.2,67,9396
57,72.3,171.5,172,46.9,74,9309
34,90.8,177.7,117,51.8,49,13981
54,94.3,166.4,119,52.5,52,2685
56,54.3,186,61,47.7,54,4756
46,76.9,182.2,95,43.4,72,7023
53,95.7,166.6,129,37.8,80,14558
55,69.4,187.7,119,57.3,54,19094
56,91.5,182.4,82,41.1,58,7085
54,56.7,181.9,162,54,82,7646
52,96.8,177.7,178,30.9,81,16157
24,87.6,150.6,106,37,49,13159
44,97.1,184.8,175,40.4,50,13991
45,83.8,168.8,167,50.1,74,19476
39,68.2,197.1,160,39.6,63,4955
31,96.9,190.9,105,31.2,58,17741
24,63.8,179.4,139,35.2,55,18324
54,66.6,162.6,166,37.8,49,14023
39,85,160.2,103,35.3,75,11635
22,88.3,167,78,36.1,76,16932
19,96.5,173.8,108,53.1,68,6143
44,60.2,164.8,147,42.4,54,9644
38,89.9,175.7,117,42.2,57,4997
55,86.9,158.3,150,59,57,7208
32,53.2,198.9,66,43.4,80,11946
38,69.4,155.4,153,57.8,66,16387
27,64.1,196.6,100,39,53,5605
40,65.2,195.7,137,42,63,18805
56,99.1,176.3,175,41.9,51,18994
22,82.1,186.2,167,46.4,59,10637
18,85.9,171.8,74,47.5,61,11152
30,98.8,181.5,135,37.4,58,2130
38,68.9,167,112,53.8,46,4647
43,90.1,165.1,176,44.9,58,14271
38,71.7,178.9,152,30.2,48,16709
35,93.5,174.9,82,47.7,47,16886
54,59,179,136,53.9,47,8673
49,97.4,164.3,132,37.5,55,12626
53,60.9,168.3,147,31.1,49,5729
34,66.3,154.2,162,54.2,73,6431
52,87.8,152.6,153,59.3,72,3024
28,69.7,162.7,124,32.3,67,9039
38,80.4,153.7,119,58.1,74,18921
43,72.2,155.2,69,40.8,67,6591
21,87.1,190.6,161,58.2,66,2507
51,61.4,151.9,117,49.5,56,5924
35,52.9,182.9,106,56.7,71,10872
57,65,163.6,74,53.6,84,4193
52,73.7,193.6,68,30.8,59,17762
58,58.4,174.2,72,32,67,6655
46,67.7,165.3,82,45.8,63,19606
46,70,175.9,92,33.9,55,7019
55,52.9,169.1,68,43.8,82,5574
59,79.2,178.2,62,58.6,84,8546
38,94.2,155.7,153,38.8,47,16677
59,57.6,199.8,132,44.7,60,18210
30,79.9,171.3,175,41.5,76,18924
58,83.2,167.4,84,48.9,82,15487
34,71,185.5,170,35.8,53,18894
26,85.1,168.2,147,37.8,82,16830
58,70.5,191.7,155,55.8,49,14642
18,75.2,172.7,130,54.3,45,18728
19,50.4,186,95,53.7,79,7179
46,84.6,155.4,148,53.1,79,17023
50,83.1,192.3,79,43.8,56,8372
27,51.9,186.8,140,51.9,80,14434
57,68.4,160.6,113,41.6,65,13561
38,99,157.3,159,33,52,14014
45,71,165.8,149,41.8,71,12571
28,75.1,198.8,78,34.8,53,10590
51,95.5,162.8,119,41.7,72,17171
25,85.9,172.8,96,38.9,74,13598
39,79.1,151.5,171,48,58,15722
25,89.9,169.9,62,40.8,67,14874
32,93.2,178.6,166,51.2,73,11486
34,72.8,197.7,151,45.4,70,16681
40,73.8,175.8,145,57.6,66,13701
41,69.3,191,170,32.7,59,17372
36,98.3,177.4,78,50.6,53,7523
22,84.9,152,112,50.2,70,15025
49,54.2,165.8,179,58.5,61,5763
18,93.1,178.8,105,41.1,53,16756
40,74,197.5,139,39.2,47,15491
54,53.4,193,115,35.2,60,11853
25,77.5,161.4,129,38,57,4465
30,70.9,161,160,45.1,70,6451
25,93.9,160.1,90,55.1,61,18061
40,60.2,196.1,112,38.5,76,2015
18,91.3,192.6,172,34.7,68,6410
41,77.9,188.7,171,38.2,80,7135
52,52.7,169.6,93,33,66,17824
41,98.6,175.2,90,57.8,53,9948
34,75.6,173.2,119,56.2,66,6789
22,64.5,162.7,70,39.3,64,10260
37,73.5,175.3,159,37.4,47,10602
38,92.9,151.5,65,57.2,80,9232
57,65.2,156.6,86,30.1,77,13051
48,59.6,194.3,66,48,62,19302
53,56.5,187.6,108,57.5,80,17182
28,64.9,171.1,155,45.3,54,6835
32,89,175.9,131,30.1,80,5343
36,73.6,168.5,119,36.6,65,12769
24,61.4,187,92,57.7,69,18656
45,58.3,189.2,106,30.5,84,2819
22,66.6,188.2,175,41.8,53,4615
22,97,186.1,103,53.7,71,15148
47,67.2,160.2,138,55.1,59,8069
49,99.4,166.9,178,44.3,76,7640
25,74.3,173.5,86,37,83,5984
27,59,166.5,153,48,60,9701
55,94.6,187.7,81,37.9,72,5039
49,73,166.5,106,37.7,50,12874
45,85.5,156.9,152,54.2,50,18986
34,99.2,170,164,34.6,82,17071
48,52.5,199,107,30.2,46,14129
25,54.8,161.3,89,40.1,84,16121
57,86,180.6,61,44.7,51,14654
42,64.1,171.6,74,51.2,71,10447
26,59.2,153.6,106,53.4,72,4487
19,52,174.4,86,49.9,60,3358
32,51.1,185.1,130,48.8,53,19073
20,88.7,175.7,86,50,59,10499
53,56.7,193.6,144,38.1,78,8131
21,73.4,164.4,72,41.5,64,5166
31,80.3,154.3,114,48.5,58,2825
58,71.4,196.8,76,32,55,3191
58,51.4,168.9,134,38.9,74,12326
42,89.2,178.8,118,42.2,47,16707
27,50.5,189.6,69,46,46,8785
38,88.1,166.2,92,44.6,58,8813
53,94.7,185.8,137,51.5,73,18917
29,71.6,156.8,96,44.2,49,13059
44,76.8,164.6,67,57.1,50,3207
57,73.8,157.2,92,41.4,52,12968
19,69.5,190.6,66,45.8,83,3237
30,94.4,161.1,93,30.1,83,6943
49,94.7,185.9,130,39.3,73,12292
48,66.8,197.2,66,56,83,17030
33,80.8,176.4,100,40,71,17465
49,96.3,177,177,37.6,60,15942
49,98.1,173.1,159,46.3,71,2459
51,75.4,166.3,114,32.4,83,10841
28,72.6,173.8,66,45.9,84,14769
27,63.9,180.1,143,39.1,45,18503
32,97.9,199.3,77,41.5,77,12447
34,57.1,196.9,168,53.7,83,10509
57,79,193.1,102,49.9,71,18134
35,64.1,194.5,164,43.4,61,18201
26,64,173.4,137,47.3,59,10585
42,70.2,182.9,99,53,66,15258
57,99.9,194.8,112,52.4,63,5228
31,52.7,169.6,73,35.6,72,18460
42,78.9,198.1,80,39,67,5410
39,54.1,170.8,172,40.4,80,2408
47,57.7,180.1,116,35.6,83,16729
37,72,185.5,150,30.4,64,7773
38,75.5,197.5,105,35.2,53,5997
49,62.9,162.2,85,54.2,67,9307
38,65.8,187.3,150,46.4,51,11179
52,54.3,176,83,40.2,75,7617
49,65.2,163.4,64,48.3,55,4701
47,98.3,188.8,101,52.2,84,5907
56,97.2,177.6,161,40.6,61,15841
29,66.7,183,151,44,80,19059
58,78.5,166.1,165,31.9,70,15407
35,95.5,174.1,102,47.9,80,17323
38,50.3,180.9,91,40.7,62,8816
30,90.5,170.2,147,43,75,18925
38,97.4,159.9,65,42.7,79,18548
25,54.6,198.1,133,49,72,19368
57,58.1,175.6,169,47.2,70,2617
24,98,186.7,175,42.7,50,14105
40,76.9,170.6,126,30.5,78,7639
49,50.7,167.8,66,48.6,72,13616
28,62.9,170.4,88,56.4,53,2000
39,72.5,170.5,93,53.1,73,14605
39,84.6,177.2,66,59.4,78,16958
42,86.7,177.2,140,34.2,56,16844
39,99.8,174.9,136,36.7,60,12701
45,64.4,156.7,117,46.2,51,16970
46,76.9,174.8,144,37.1,75,5079
30,76.7,158.5,90,31,77,18766
35,70.3,156.3,132,42.1,51,12878
19,58.5,196.6,104,38.6,47,19311
46,98.9,180.2,106,37.9,64,18944
38,92.7,183,136,58.6,49,3189
32,74.9,170.1,140,37.2,47,19281
44,80.2,195.4,131,33.9,82,16974
48,61.4,181.9,132,33.8,59,16216
32,77.2,188.5,132,54.2,79,16125
40,84.7,168.4,99,51.4,67,4368
41,75.8,198,171,33.9,77,6953
30,99.5,191,175,36.6,46,13237
39,80.6,192.7,89,52.4,80,6380
54,68.5,158.6,121,38.2,65,14953
50,88.6,163.5,130,59.4,58,4588
20,58.5,164.3,76,46.2,58,16815
36,69.2,163.5,162,35.8,55,8356
40,67.3,192.8,161,55.8,48,11121
46,71.6,151.6,64,39.6,74,16695
47,89.1,153.8,140,38.7,80,3403
56,74.2,163.7,163,39.8,64,10391
42,89.7,160,60,53,60,4285
54,78.8,161.6,139,35.2,78,10862
25,67.1,189.9,140,41.5,52,3728
59,90.5,178.2,153,30.9,64,13430
33,61.9,150.3,90,54.8,65,3249
25,61.2,171.5,94,40.2,84,2878
18,75.2,170.4,168,37.4,74,13543
22,63,155.7,131,47.4,80,18881
20,50.5,183.8,171,51.1,49,18092
18,82.4,185.1,179,54.4,65,9702
21,75.6,186,89,40.4,82,9578
57,72.3,186.4,162,54.4,67,12668
52,98.3,150,144,43.9,63,18922
49,78.6,197.7,74,33,54,14232
59,93.2,190.7,179,55.4,71,11092
51,57,195.2,157,46.4,79,3466
42,78.5,150.8,115,48.1,57,13207
27,93.4,196.7,119,58.1,53,9714
38,79.2,190.5,86,46.8,61,2490
56,85.9,191.9,61,30.2,75,12226
44,68.6,154.7,133,56.1,68,10166
44,54.6,186.9,123,38.5,63,12903
19,72.9,198,64,45.1,74,11678
58,69.7,183.9,150,36.1,49,16885
30,93.4,178.5,127,38.9,52,8099
26,62.2,197.3,170,50.6,81,18581
53,98.3,172.1,72,42.9,80,12159
39,97.9,180,140,48.8,69,15810
59,62.4,173.8,144,54.7,49,11726
43,67.4,196.6,82,40.2,77,11540
29,94.8,153.8,156,47.1,66,10102
34,98.3,175.1,109,53.3,69,14754
31,72.2,184.3,138,51.5,73,5844
31,66,189.6,137,46.2,74,2595
51,76.3,179.2,132,41.5,74,10330
37,84.4,195.4,167,42.2,75,19398
28,63.7,197.1,96,43,78,2241
33,86.8,153.2,89,40.5,72,17002
48,52.6,170.1,152,51,54,19116
23,52.5,151.2,82,33.8,48,2134
36,69.3,166.5,93,59,77,4626
54,67.7,176.8,178,53.4,61,12316
21,65.8,195.5,123,38.9,55,9179
21,74.6,192.3,114,31.3,51,3510
37,66,156.4,130,51.3,61,15045
27,59.6,154.7,176,52,72,8907
41,65.5,179.5,68,58.9,61,6512
52,98.7,176.6,173,37.6,54,6302
43,70.6,163.3,63,32.5,70,12960
54,72.2,195,125,57.5,50,6406
55,78.8,196.4,179,37.8,61,11591
38,99.2,170.1,150,51.6,60,11742
57,62.1,194.5,92,31.8,83,5411
56,84.1,169.2,91,52.8,70,18466
38,85.8,186.8,103,33.8,48,7696
27,80.4,173.8,168,50.9,64,15763
55,54.4,156.1,169,46,55,13112
21,83.8,196.4,96,58.7,67,12475
37,53.2,172.7,150,31.1,77,7760
34,79.8,186.7,151,38.8,75,16365
24,87,168.4,126,32.1,51,15894
21,60.5,150.9,119,56.4,66,8426
46,92.1,155,118,47.8,49,18088
31,51.5,174.8,95,46,81,14525
20,92.2,184.5,108,33.9,45,9906
41,73,166.7,110,44.7,50,10922
54,60.9,184.8,166,42,48,16282
33,56.7,184.9,67,39.5,74,19744
21,97.7,185.2,167,53.2,74,4078
41,53.6,174.6,109,31.8,61,19361
51,60,195.7,173,49.4,68,9793
47,67.4,174.5,100,54.7,75,3637
35,81,172.5,160,57.2,72,15916
36,77.2,160,176,52.4,48,12173
48,56.3,165.4,172,38.5,83,6004
36,64.5,152.1,168,48,63,18966
36,61.9,181.7,97,34.2,68,17701
39,60.7,162.4,179,33.5,51,12168
41,70.6,165.2,145,49.2,53,10475
29,85.2,188.5,137,55.5,66,4398
47,60.9,166.4,138,32,46,3238
55,68.3,162.1,114,33.2,71,5466
48,69.5,158.5,169,47,60,7363
53,98.8,188.7,127,36.5,49,5166
36,97.7,156.5,77,48.4,56,2779
53,90,172.7,124,36.4,70,4134
47,62.1,175.3,123,33.5,59,10611
50,53.4,184.4,71,46.4,47,16583
35,65.8,181.7,177,55.9,53,6955
45,63.3,190.5,100,50.6,72,10398
28,75.3,152.2,101,54.6,83,9249
50,88.9,164.8,176,38,80,14062
34,92.9,164,119,56.6,69,5796
23,92.2,157.3,109,41.3,72,17312
21,68,164.5,140,55.6,65,15207
37,84.4,165.5,142,44.1,73,3446
44,65.6,176.1,95,38,69,2951
32,53,183.2,107,37.8,74,3717
23,85.1,169.1,130,47,83,7913
31,50.5,186,132,32.4,55,13390
28,70.5,166.8,67,57.9,63,17477
56,66.5,164.5,84,38.1,55,19980
26,84.7,177.1,66,40.1,69,8594
43,88.3,151.2,165,37,45,13925
33,65.2,154,67,30.1,76,11098
22,90.6,170.9,147,50.8,65,13942
27,64.7,197.1,140,47.7,57,16012
20,72.3,186.1,135,54.3,78,14250
30,86.4,154.4,169,31.2,61,17408
47,84.6,192.3,90,57.9,63,12346
23,99.4,186.6,71,39.9,54,16428
34,61.3,180.5,116,57.4,53,7755
36,83.1,191,125,33.2,55,15116
59,80.5,170.2,71,52.3,82,8283
52,95.8,161.1,86,47.4,75,18268
43,57.8,175.6,105,40.7,46,3337
22,87.6,177.4,66,32.4,68,12687
46,78.4,176.9,120,48.1,49,8826
54,63.7,178.3,117,30.8,74,7667
37,73.7,197.4,117,45,83,14929
38,66.7,195.1,72,48.1,79,18214
27,79,193.8,112,52,61,10764
22,94.5,190.1,159,59.7,75,10013
53,78.5,197.2,124,37.8,46,5044
23,81.6,154.9,108,39.7,60,7018
43,75.9,163.3,94,40.2,65,9467
21,52.6,174.8,153,51.9,74,12006
56,61.6,192.3,154,58,45,6041
56,74.6,175.3,76,59.2,58,3889
52,65.5,187.4,131,58.4,60,12091
18,59.1,156.9,126,56.4,53,15515
41,75.2,162.6,69,59.7,52,12521
53,66.1,186.6,93,41.3,53,5718
23,62.9,158.2,145,58.4,78,11248
58,73.2,167.6,63,52.8,77,11698
48,56.7,163.2,155,35.1,66,16483
37,96.4,167.5,88,31.4,74,3630
41,93.4,185.4,105,36.4,51,19375
42,85.4,168.4,134,53.4,62,17283
53,55.3,177.8,105,49,65,6590
38,88.8,155,136,36.7,49,8866
47,90.4,190.3,118,52.3,51,11222
41,88.4,168.5,120,34.2,56,6921
59,55.7,182.4,127,54.7,61,15345
47,82.2,186.3,125,53.8,68,10754
39,91.7,160.5,93,59.2,81,8249
45,78.9,194.2,166,34.5,63,2793
24,82.3,180.8,145,57.2,60,15993
52,72.9,171.4,64,40.2,69,2986
45,76.4,159.1,68,42.5,71,5595
31,51.7,197.1,79,44.1,51,17527
27,81.9,187.8,80,48.8,52,19238
33,54.1,160.4,76,59.8,59,16413
33,71.8,166.9,71,48,60,19953
48,64.6,190.5,151,57.8,52,4256
59,77.3,184.8,141,37.7,80,14101
42,56.7,188.3,126,42,76,15722
30,84.6,172.1,64,45.1,61,12414
23,89.8,185.8,119,39.7,80,6176
26,58.2,169.3,112,59.3,66,9961
53,55.2,160.6,111,51.8,76,17416
37,57.3,181.6,137,44.4,55,7254
35,93.9,198.8,107,52.5,50,10429
38,76.4,165.5,149,44,66,15783
21,73.4,173,78,30.5,58,14917
50,55.3,183.7,164,46.3,72,3732
44,82.5,177.1,76,48.8,83,17475
24,93.4,192.2,113,59.4,56,13253
23,91.4,188.1,162,31.2,71,2814
32,81.3,152.9,165,45.4,45,9035
35,53.8,199.9,127,32.9,54,3186
49,55.6,187.6,165,34.5,77,11176
28,52.5,193.2,94,48.3,60,18903
37,62.9,182.6,147,36.9,83,12738
41,56.8,192.8,100,52.5,50,7041
32,63,155.6,72,45.4,69,19838
24,69.3,167.4,92,36.5,64,9759
38,97.1,193.8,74,44.8,80,11250
59,80.5,160.1,122,30,67,2946
43,91.7,153.9,74,55.9,60,6030
31,85.5,189.4,90,30.4,45,10327
54,55.6,191.8,166,30.2,74,19176
38,86.8,158.1,87,48.3,71,3136
35,63.8,192.7,69,59.2,46,2554
22,82,184.3,116,55.7,65,15233
20,67,176,130,37.6,53,5403
40,99.9,191.5,92,35.9,68,19750
43,63.2,171,66,48.8,83,2948
54,64,159.7,64,54.7,51,10295
41,96.5,164.2,149,40.9,74,9207
36,51.2,175.3,178,43,46,11238
42,84.8,176.6,139,33.5,56,9419
38,86.3,190.3,116,34.6,57,7956
29,91.8,189.6,131,47.1,47,16625
58,98.7,179.1,145,33.1,84,9322
50,98.8,189,157,36.1,62,4614
21,53.3,159.6,99,37,83,17465
59,91.1,152.5,87,43.3,50,13523
24,82.3,193.7,169,31.4,71,5271
39,82.4,153.8,95,45,59,11029
50,56.4,162.3,115,57.9,59,7678
34,82.5,184.8,106,30.7,63,19265
41,99.1,170.5,130,48.9,82,17221
51,95.6,193.8,175,55.1,64,17571
45,72,164.9,99,39.4,64,12394
58,52,150.6,118,33.9,62,17866
56,68.1,165,102,31.3,78,4198
39,91.3,178.9,151,49.3,83,11407
34,85.1,168.8,125,46.6,81,11072
51,73,176.7,68,36.9,79,19138
23,52.8,193.8,65,54.9,82,7217
23,71.3,195.6,178,52.1,82,10892
51,73.5,163.3,124,38.3,45,12411
18,96.4,173.1,62,52.6,56,2370
27,82.1,177.5,133,37.3,49,3732
38,65.6,197.5,96,50.3,71,17514
22,76.3,199.9,167,33.6,83,7259
19,53.3,161.8,146,50.8,64,16116
39,98.6,186.3,92,37.2,84,19185
19,68,168.9,68,47.2,63,11181
27,73.9,150.4,112,35.2,82,2415
51,67.8,150.5,136,51.8,59,5337
33,84.1,173,151,31.8,50,10027
56,83.1,174.4,110,35,53,7057
39,85.8,151.1,130,35.5,80,8967
29,63.4,184.3,85,31.2,67,3620
41,65.8,164.7,75,52.4,54,9993
57,56.3,178,99,59.4,45,9386
55,82.8,165,149,53.4,55,6893
27,52,158.4,110,55.8,64,6856
52,79.9,170.4,98,30.2,72,5655
49,93.5,161.6,114,33.5,66,18260
24,94.5,176.7,155,46.8,64,18463
38,72.5,159.9,95,59.3,82,14424
37,73,175.4,165,49.8,60,6308
43,53.8,157.9,124,41.2,46,2618
21,83.5,183.5,172,34.4,69,19343
39,91.1,187.7,144,34.6,71,13470
32,62.2,155.5,136,40.9,47,17492
57,71.1,173.4,174,51.4,67,10114
38,91.9,153.5,149,31,76,14188
32,93.9,179.9,104,55.6,61,12669
39,62.2,163.2,68,58.2,84,13443
45,77.5,176.4,96,56.7,64,9235
31,59.6,175.9,146,57.4,74,11914
44,55.1,196.2,60,30.5,72,19545
58,95.6,177.5,125,59.3,67,12081
57,91,179.1,122,41,63,17667
45,88,170.1,102,56.1,69,13593
43,52.4,197.5,87,35.6,68,10160
19,92.2,188.9,159,43.4,45,11291
42,71.9,164.3,90,31.3,72,14210
20,67.1,192.2,164,31.2,73,6132
25,77.3,171.6,128,58.3,79,2844
50,54.6,191.4,160,54.3,61,3643
59,87.8,191.1,148,45.9,55,3263
52,79.1,159.4,67,45.8,81,4934
23,59.3,185.1,93,52.5,51,9174
56,59.4,164.5,162,40.3,70,2215
40,59.2,164.9,108,52.9,67,6776
42,52.9,164.8,155,44.6,62,16100
36,79.4,186.3,117,49.1,73,11699
