age,height,weight,heart_rate,vo2_max
57,91,179.1,122,41
45,88,170.1,102,56.1
43,52.4,197.5,87,35.6
19,92.2,188.9,159,43.4
42,71.9,164.3,90,31.3
20,67.1,192.2,164,31.2
25,77.3,171.6,128,58.3
50,54.6,191.4,160,54.3
59,87.8,191.1,148,45.9
52,79.1,159.4,67,45.8
23,59.3,185.1,93,52.5
56,59.4,164.5,162,40.3
40,59.2,164.9,108,52.9
42,52.9,164.8,155,44.6
36,79.4,186.3,117,49.1
22,92,161.5,134,58.9
28,50.9,150,106,44.1
29,52.5,185.8,84,42.6
27,78.6,158.6,62,57.2
25,91,155.2,104,57.1
41,66.3,161.9,173,59.8
45,67.5,169,111,46.5
58,79.8,173.8,155,40.3
53,63.7,152.2,175,37.2
54,51.3,198.5,158,31
38,86.8,185.8,155,51.8
25,81.3,166.2,93,37
26,79,165.9,160,48.2
32,87.1,172.4,175,57.5
57,83.8,181.3,128,58.5
35,60.3,157.3,168,30.1
59,67.6,159.4,151,39.5
37,56.3,193,151,55.1
23,56.5,162.8,67,46.1
29,83.8,169,86,54.2
19,92.9,193.6,139,55.6
24,98.1,183.2,122,43.3
33,81.4,167.1,141,40.8
20,59.2,184.2,84,43.7
20,55.3,151,117,49.6
44,90.6,186.8,107,41
57,78.9,174.4,60,53.2
55,80.9,190.7,67,57.1
50,89.1,197.7,80,38.5
45,85.2,196.3,157,58.9
18,91.7,195.5,147,48.7
25,52.8,175.6,160,56.3
54,87.4,168,149,33.1
49,92.5,173.3,170,37.5
54,64.3,184.5,137,39.6
21,82,194.2,88,39.1
47,65.7,160.3,89,35.2
23,97.9,195.9,62,56
36,51.7,190.8,66,42.6
49,79,198.9,159,58.9
26,58.3,194,70,47.5
29,85.6,164,91,34.2
28,58.8,155.3,118,46.4
33,61.8,155.6,71,59.8
18,74.7,164.6,138,47
38,95.7,180.7,97,30.1
47,60.6,190.2,83,58
30,57.2,195,124,37
51,87.9,181.2,77,50.7
21,75,150.3,105,45.5
45,95.6,159.3,115,39.8
55,57.3,155,122,38.5
48,82.3,168.2,66,57.9
44,61.6,175.1,165,57.4
22,57.8,152.2,164,45.4
42,84.2,167.4,125,37.8
20,79.7,159,99,33.1
50,87.7,182.4,113,34.7
21,65.5,173.2,90,45.7
42,72.4,174.8,156,39.2
37,70.3,171.4,111,31.3
51,99.2,197.8,153,43.7
43,64.6,160.7,90,52.4
22,64.7,175.8,93,56.8
52,67.7,186.8,66,47.6
45,78.2,177.8,148,51.7
46,62.6,196.5,75,40.9
26,95.8,168.9,81,44.9
55,63.3,173.2,159,51.9
23,94.8,154.4,112,51.8
36,55.2,180.4,150,42.7
28,82.8,164.4,76,46.3
19,95.3,158,63,57.7
26,58.4,177.2,120,49
38,98.4,176.6,158,49.3
41,72.6,153.8,164,53.5
51,97.3,184.9,145,33.5
39,83.8,181.2,170,45.7
20,65.1,159.5,111,58.8
29,59.4,173.5,94,40.8
45,65.2,186,103,38.8
47,54.7,176.5,74,48
43,57.2,169.8,120,36.6
38,55.2,166.1,175,46.7
45,71.1,180.5,163,34.7
43,89.8,197,103,47.4
50,57.1,183.6,80,48.1
38,56.5,153.7,136,42.6
52,82.2,173,106,41.5
51,59.9,194.5,134,37.4
58,54.9,154.7,108,39.9
35,58.3,199.4,112,45
28,96.2,197.5,179,37.4
40,91.1,153.9,86,53.5
39,67.7,196.7,90,51.3
34,82.8,168.2,103,38.1
22,76.9,192.2,91,32.9
28,83.9,170.9,175,30
47,84.1,172,89,47.9
32,81.4,181.7,77,36.3
44,63.3,188.7,122,30.4
52,52,151.7,75,40.8
50,72.8,179.7,94,58.9
37,94.5,159.3,121,50.7
33,78.5,167.3,68,55.7
51,91.6,167.4,121,34.3
19,99.6,173.5,98,32.2
52,58.2,166.7,110,30.3
57,84.6,155.4,160,58.7
45,83.7,157.3,174,39
56,99,151.7,69,43.8
23,99.3,173.5,111,41.8
26,84.3,197.7,71,51.9
37,62.2,155.8,131,39.3
18,89.9,197.3,121,46.1
25,55.4,186.7,62,59.9
40,89,181.9,142,43.3
20,95.5,182.3,70,46.5
21,69.1,191.3,67,45.1
42,81.5,155.3,149,54.1
55,71.5,175.2,168,38
32,71.9,184.9,82,35.1
38,65.5,179.3,178,52.6
52,88.1,191.6,69,42.5
31,96.8,153.6,77,57.4
53,97,184.5,135,49.3
29,58.7,176.7,98,46.9
34,93.7,169,85,32.1
56,86.9,167,70,51.9
26,62.6,181,69,50.6
52,53.4,194.5,62,49.2
30,63.4,174.8,121,38
32,95.6,191.2,130,58.4
35,81.7,170.1,120,39.6
50,86.1,155.1,63,34.6
23,62.9,153.1,120,59.6
44,86,152.6,163,52.4
40,51.4,169,67,42.4
44,68.8,166.9,161,58.1
51,81.3,185.9,72,32.7
55,57.3,187.1,71,32.6
31,91.2,152.5,94,50.5
53,61.8,161.1,161,35.3
25,82.6,163.7,113,57.5
52,70.3,177.4,110,55.2
36,79.8,157.2,102,39.2
47,55.4,156.7,159,56.7
31,50.8,197.2,170,31.3
37,95.5,190.2,125,46.5
42,63.5,159,74,58.1
57,91,170.3,108,55.7
41,100,167.8,93,40.7
31,60.6,189.6,98,35.5
43,63.3,175.5,85,36.3
55,83.1,156.4,171,45.4
40,98.3,186.9,128,47.9
39,95.8,169.8,107,31
36,75.1,163.1,148,42.4
20,89.8,168.8,110,54.9
59,56.8,174.9,157,43.3
36,98.9,167.2,170,35.1
26,98.2,162.1,63,58.6
45,58.2,169.9,157,38
37,65,151,86,54
24,55,188.6,178,35.8
31,63.6,158.5,101,42.7
26,90.8,152.2,177,44.7
36,68.9,182.7,115,45
31,54.4,188.7,152,45.5
55,67.1,190.7,128,36.7
53,99.1,174.7,77,45.5
57,81.5,160.3,120,44.5
34,70.8,186.9,63,36.3
47,58.3,185,60,59.6
26,99.3,162.3,109,56
50,91,195.2,143,56.6
42,64.1,155.2,129,50.6
31,53.5,199.1,79,34.8
28,52.8,193,79,47
52,56,184.4,105,54.6
58,79,196.9,86,31.2
31,96.4,186.1,85,44.9
47,74.8,159.5,91,41.9
58,92.1,172.1,69,36.4
21,72.3,153.6,141,41.3
21,85.4,169.5,164,59.5
45,86.6,187.1,71,51.7
25,58.7,169.3,133,39
19,68.1,166.5,147,48.2
58,81.9,179.8,83,37.4
39,53.5,193.6,176,48.3
58,68.1,152.4,110,56.9
33,76.7,169.3,97,46.7
46,99.8,157.9,105,52
47,73.7,184.8,148,43.6
29,90.8,155.3,67,45.7
52,71.6,183.2,114,50.9
28,89.8,164.3,137,54.4
38,79.8,159.9,166,49.8
38,94.3,196.8,90,59.3
22,70.5,150.9,147,54.6
37,80.2,171.9,75,53.3
54,81.5,151.1,79,55.4
20,70.9,174.2,97,38.4
50,57.2,175.1,170,43
26,54.7,166.1,74,46.9
26,50.8,156.6,137,43.9
21,93.7,168.8,176,55.4
52,61.8,183.6,135,30.8
34,60.6,189.1,93,36.3
51,86.8,176.5,131,56.5
41,66,179.5,78,31.8
49,75.3,160,169,36.8
18,58.1,164.4,128,40.5
25,98,158.1,179,52.5
40,92.6,162.5,150,46.8
57,93.2,161.2,122,58.6
29,70.3,176,164,36.8
29,88.1,178.1,136,56.2
32,57.2,197.2,91,38.5
58,50.4,159.8,154,37.4
36,51,182.1,164,45
43,79.3,190.9,169,32.1
46,72.8,178,96,41.5
39,75.9,162.8,125,40.7
57,50.4,163.1,66,34.8
38,71.1,152,107,55.8
55,85.9,165.3,70,41.6
37,72.1,187.2,134,59.5
46,86.6,152.4,146,57
21,61.7,161,90,35.8
24,90.7,185.3,103,45.2
45,79.4,189.1,104,48.1
45,60.5,172.8,131,54.6
21,61.8,184.9,115,56.6
39,81.4,169.4,91,48.7
29,91.5,158,171,31.1
20,70.8,169.9,80,44.4
39,62.9,179,90,56.5
19,93.4,197.4,60,51.4
41,83.5,153.4,136,56.1
51,72.4,175.4,70,50.2
44,74.4,166.4,152,31.3
58,60.2,175.4,127,59
18,81.3,151.2,95,57.5
25,67.9,165.7,138,33.8
40,99.8,191,118,33.4
55,74,177.7,126,46.2
23,74.3,172.5,115,52.7
39,78.3,164.3,110,41.5
42,95.8,164.9,88,34.1
35,90,169.2,144,45.3
34,72.6,191.8,61,40.1
29,85.9,198.4,65,40.6
23,79.3,171.9,90,49.3
43,74.6,169.7,113,56.6
44,59.6,192.3,147,46.8
25,73.2,171.3,99,50.6
36,62.3,177.6,76,49.8
59,95.7,161.5,64,46.5
18,66.8,187.2,61,39.3
46,97.6,176.6,117,41.3
52,76.7,190.5,71,39.5
57,81.6,189,64,57.5
31,77.1,160.8,165,54.8
52,56.5,185.8,119,47.4
37,68.8,190,100,57.4
30,55,167.3,79,56.6
55,81.1,158.6,131,57.8
25,72.3,150.1,60,36.7
37,88.9,172.5,115,51.5
50,61,167.6,129,48.3
43,58.2,177.7,115,52
56,70.3,159.4,113,37.9
38,96.3,193,70,50.8
59,85.5,162.9,62,42.3
58,70.9,161.3,154,55
26,75.9,174,87,53.9
41,54.2,174.9,170,36.3
54,99.2,160.8,166,35.5
58,83.3,163.6,179,51.5
34,64.3,158.5,64,46.5
41,79.3,185.9,149,46.7
38,55.5,188.5,75,52.6
56,98.3,173.1,176,55.6
58,58.7,185.7,90,37.2
56,82.4,186.8,87,46.7
30,62.3,156.9,66,54.9
28,85.9,198.3,161,56.2
36,88.8,191.1,68,38.6
28,83.7,160.2,98,33.1
30,80.7,159.3,158,37
18,94.6,156.3,102,58.4
57,53.9,156.9,86,43.9
36,66.5,187.4,135,42.6
29,62.4,173.5,176,30.4
25,99.4,189.1,148,31.5
25,69.5,187.3,166,50.1
29,86.6,180.2,152,47.7
50,84.2,184.3,154,47.3
43,60.6,150.9,157,33.3
56,61.9,165.6,92,40.6
45,64.1,181.9,150,54.4
22,70.6,150.5,115,35.2
25,61.7,151.6,179,56.5
42,51,192.6,61,33.6
44,94,184.2,73,35.1
40,98.3,163.3,72,44.3
47,67.1,184.4,83,58.4
40,66.9,189.6,128,39.9
37,50.4,165.3,93,49.7
35,84,151.8,178,47.7
35,91.3,196.6,146,34.5
19,57.3,167.3,78,37.4
21,58,155.3,89,57.9
47,89.5,174.6,108,35.5
50,80.8,188.4,102,50.9
53,52.2,161.1,75,58.9
35,81.1,163.5,111,33.6
54,65.4,162.1,173,42
36,68.4,199.6,175,36.7
45,88.5,159.9,163,36.6
57,90.5,178.8,157,33.6
37,70,196.3,108,49.5
50,97.4,157.3,70,52.4
29,70.3,198.5,137,50.3
32,88.6,197.4,171,57.7
58,74.2,194.2,106,34.4
56,94.9,160.7,138,39.6
19,95.4,181.7,94,40.3
46,54.4,188,130,37
58,96.8,199.3,88,34.3
27,91.3,159,167,44.6
19,89.6,188.3,113,55
28,60,166.9,145,58.6
30,90.3,158.8,82,33.9
27,92.5,171.1,83,54.7
31,64.5,189.7,158,54.7
35,97.6,173.2,174,41.7
26,52.5,176.9,69,33.3
56,57.5,199.8,120,59.7
45,76.9,170,67,49.7
20,78.8,180.8,107,59.5
37,82.3,168.3,171,44.5
23,50.8,169.6,135,41.9
44,98,184.8,152,37.4
19,52.2,196.9,88,59.5
46,57.2,177.1,146,37.6
55,50.7,188.4,85,30.7
20,78.3,154.5,96,45.4
33,96.6,160.6,155,41.3
47,83.3,175.1,111,37.8
57,91.1,151,97,49
19,50.7,162.6,65,40.9
34,77.1,175.9,67,42.1
58,73,150.7,76,30.7
29,74.9,163.2,135,47.7
52,53.6,175.7,121,33.7
18,84.2,178.7,145,36.4
32,75.2,196.3,137,51.5
43,88.3,182.3,93,39.4
54,74.3,170.7,78,34.9
38,57.5,196.5,129,47.3
48,82.4,189.2,141,36.4
42,58.6,160,159,38.1
40,93.6,156.5,177,48.6
41,80.7,183.8,96,52.2
55,57.9,178,97,52.2
45,98.1,189.5,74,44.5
38,75.9,186.9,161,43.6
35,53.6,181.3,99,53.6
53,81.3,199.3,68,35.8
52,62.7,176.7,112,34.6
26,90.2,155.7,177,49.9
55,90.9,191.4,129,42.3
47,98.9,162.6,177,51.3
51,75.1,188.9,125,37.7
49,72.7,197.9,139,39.7
20,87.7,184.8,111,56.9
20,56.6,179.8,60,42.6
45,77.3,173,89,47.7
32,77.3,168.2,171,33.2
58,54.5,167.7,156,35.4
40,70.9,181.8,60,31.1
57,92.7,187.6,98,42.7
28,92.8,183.9,75,59.7
49,55,159.9,76,56.2
53,54.5,174.7,171,49
50,63.1,189.6,171,55.8
41,93.7,173.8,161,47.8
56,56.4,176.8,141,41.1
51,86,188.6,81,35.2
45,55.1,183.1,145,49.6
54,81.2,170.5,158,35.8
24,67.8,194.8,90,42.5
21,89.4,158.1,99,54.8
54,61.7,199.8,86,33.9
18,82,155.9,95,33.9
18,61.8,150.7,178,36.7
37,85.7,194.5,63,46.6
36,93.7,162.2,172,37.6
46,56.3,186.5,177,45.1
27,93.3,190.6,128,39.1
35,79.7,192.9,84,45.2
45,56.4,199.6,154,38.3
52,71.4,164.7,137,59.4
48,58,185.5,89,44.8
44,85,155.8,106,52.3
28,87.9,170.3,71,51
55,55.3,192.4,86,44.7
22,75.3,168.4,104,37.2
25,90.7,179.6,147,45.3
51,96.8,175.2,122,50.4
29,75.7,182.3,114,43.8
55,97.5,198.6,89,32.5
18,76.8,152.8,141,30.5
48,69.7,178.7,73,39.8
21,92.4,193.2,115,34.5
22,74.6,174.1,78,57.2
47,73.6,153.9,145,35.3
41,74.5,178,85,41.8
20,92.3,166.6,130,51.4
28,91.6,157.7,151,54.5
21,70.2,192.5,97,44.3
43,66.7,176.1,128,35.4
44,74.6,196.7,95,38.1
44,78.6,190.3,77,42.6
59,61.9,184.6,116,40.9
23,89.7,150.3,137,40.5
32,74.3,171.4,171,34
47,66.7,159.9,82,57.4
59,55.3,195.5,178,30.9
54,61.9,158.7,175,43.2
54,97.5,164.3,73,59.4
59,65.3,175.8,155,49.8
54,58.4,163.2,128,40.7
52,73,160.5,81,34.4
40,65.4,180,87,58.9
23,51.8,154.4,102,30.4
21,66.2,152.9,135,50.4
35,77.2,168.6,77,56.4
26,77.6,186,159,30.8
46,67.8,177.7,154,51.8
30,72.4,171.1,136,60
34,98.3,178.3,143,49.2
49,68.9,168.3,168,42.4
39,62.9,196.8,95,56.2
21,62.2,152.7,178,46.6
22,72.9,183.7,178,52.5
54,88,194.6,66,47.6
58,60.3,190.2,82,31.1
30,85.5,159.2,93,36.4
51,51.1,164.8,176,32.4
39,70.9,185.9,173,33.2
40,88.8,154.2,155,30.5
20,66.9,190.6,80,42.6
59,78.2,185.9,129,35.4
51,60.2,186.5,139,55.7
49,87.1,155,158,52.5
38,52.6,185.9,177,47.2
38,92.6,184,106,44.7
28,59.9,191.5,112,37.7
56,93.7,152.1,143,44.2
21,67.6,151.2,165,49.2
18,86.1,168.7,100,53.5
45,66,157.4,134,32.5
41,95.3,177.9,91,51.3
52,56.3,195.9,73,52.3
30,58.9,169.6,147,46.8
51,74.7,192.2,167,36.4
28,54.1,150,162,46.2
53,59.8,158.4,166,45.1
34,97.2,151.5,154,44.3
52,98.8,166.4,76,43.8
35,68.8,195.4,84,33.3
57,96.2,154.8,123,35.5
39,77.2,180.3,132,32.9
41,63.5,172.6,145,37.3
36,85.1,196.9,178,37.9
54,82.9,156.1,168,37.4
56,99.5,160.6,107,36.3
38,63.3,151.5,94,52.1
25,83.6,171.7,96,54.6
45,52.6,163.9,114,39.8
22,55.7,193.5,76,39.2
34,50.2,180.2,87,55.3
54,100,180.7,60,48.7
53,90.1,176.6,112,38.8
36,89.3,154.6,132,51.4
44,75.5,172.3,114,40.3
51,65,200,172,47.6
28,57.6,191.8,120,59.8
29,64.2,194.7,72,39
38,68.8,191.2,106,57.9
28,87.8,155.2,123,39.6
56,77,161.4,91,46.2
45,53.9,150.2,87,43.8
22,50.9,165.2,112,53.5
34,55.1,155.4,90,31.8
37,70.5,173.6,67,48.8
58,96.7,183.9,131,52.8
29,81.9,193.7,157,44.2
23,90.1,187.5,146,33.2
34,73.3,196.9,133,37.3
36,68.1,152.7,160,50.4
43,55.4,150.6,171,56.9
49,93.8,183.1,84,42.6
23,89.2,164.5,174,46.8
53,58.4,162.7,92,36.9
55,75.6,166.5,168,42.4
28,74.4,163.5,127,40.1
50,81.3,175.6,66,49.7
41,97.3,172,156,59.5
40,79,175.6,125,54.4
32,77,183.6,171,35.8
44,52.5,169.4,105,47.3
28,53.1,162.6,155,32
34,59.4,158.3,64,37.4
31,51.6,167.5,169,35.2
44,87.2,187.1,76,40.1
35,86.2,187.8,135,50.4
45,56.8,183.3,111,45
21,91.8,161.7,71,58
24,57.7,179.4,121,36.4
52,65.1,178.5,94,40.9
26,62.4,174.2,121,39.9
25,68.6,177.5,80,37.1
34,62.7,174.6,144,59.8
34,74.4,178.3,125,41.6
50,70.4,185.8,112,58.2
49,99.3,155.5,80,41.7
25,52.8,187.5,74,36.1
36,57.1,156.8,134,33.6
55,52.6,153.3,133,55.7
20,81.3,198.8,141,31
22,52.7,197.8,82,58.9
30,91.8,153,90,42.5
48,75.6,172.2,113,37.4
33,76.4,159.3,114,48.5
49,78.1,174.3,179,34
39,58.5,191.5,85,32.2
46,59.9,197.5,112,54.8
39,65.9,181.7,125,42.7
20,79.7,167.7,98,45.5
27,60.5,180.2,66,35.3
59,55.8,165.6,147,31.8
38,98.5,195.5,98,41
33,51.1,193.5,91,45.2
29,90.1,177.9,85,53
19,89.4,166.2,146,45
58,64.9,164.7,137,53.5
41,56.8,151.7,88,33.5
52,57.3,190.8,84,31.9
47,84.9,172.5,115,34.8
47,82.1,166.3,90,53.2
52,89.1,173.6,125,52.8
36,96.9,190.9,61,34.2
25,84.6,156.2,146,30.9
43,57.8,192.9,106,50.6
57,62.2,194.9,134,55.7
24,92.1,197.3,88,52.6
47,60.5,169.9,165,36.1
24,53.6,160.9,158,47.5
20,85.2,168.7,108,52.7
18,70.1,166.6,132,37.7
53,96,158.8,91,45.8
42,82.5,180.4,89,39.4
54,54.5,173.8,74,36.8
18,97.4,193.3,121,59.1
32,62.9,151.6,137,57.4
54,66.9,182.2,174,43.4
30,70.1,188.1,76,34.1
57,52.6,188,81,51.8
25,74.8,194.3,175,37.7
22,56.2,186.5,89,35.1
26,70,196.4,140,41.4
18,67.5,166.6,75,45.9
53,88.6,175.2,111,32.9
52,90.2,150.7,67,47.2
19,57.7,150.3,123,30.5
57,68.3,162,98,56.8
40,68.7,155,90,57.6
26,57.6,163,71,52
51,89.9,158.9,92,44
31,85.4,151.4,117,37.6
21,59.5,195.5,71,52.3
47,68.3,150.4,84,58
48,55.3,186.8,97,34.8
55,81.4,157.6,107,44
28,56.1,195.6,141,39.5
52,99.3,194.6,142,40.7
25,89,182.7,114,42.2
20,69.5,183.6,62,58.6
31,78.9,150.3,158,37.8
30,95.6,199.2,128,44.8
49,77.7,193.9,94,58.5
51,58.7,194.8,110,44.3
36,68.9,183,86,55.9
55,92.2,167.2,96,31.8
33,82.2,194.7,169,58.6
19,82.5,164.6,144,35.6
57,93.3,178.1,75,59.4
34,94.7,155,151,35.3
51,96,196.1,84,43.3
59,54.7,157,92,39.3
33,77.2,161.2,121,43
55,87,177.9,76,37.5
19,87.8,188.2,102,59
19,80.3,181,89,39.2
43,58.3,161.6,100,49.6
30,89.9,150,176,34.1
48,86,187.9,63,54.7
51,54.3,199.3,125,46.3
56,73.2,190.5,119,59.4
20,58.7,173,68,42.7
25,66.9,195.2,177,35.9
40,50.9,170.5,90,40.4
31,70,176.2,148,52.1
44,77.5,173.9,160,49.8
46,81,172.4,159,53.4
56,83.2,188.8,178,32.2
56,91.8,176.3,128,47.4
18,60.8,165.8,83,58
34,56,162.9,83,33.2
58,92.6,151.9,152,32.8
47,57.8,179.2,173,51.5
30,98.7,161.5,104,39.5
38,92.1,157.4,154,49.8
36,75,182.7,96,46.4
36,99.1,184.1,117,59.6
42,54.9,187.6,179,56.7
39,65.2,175.2,142,50.3
48,81.9,194.7,82,37.9
34,67.5,196.8,94,37.9
40,96.4,190.4,122,56.5
49,53.3,181.8,177,47.6
27,77.5,165.2,173,53.7
27,79.5,199.1,65,43.5
53,82.6,163.7,65,33.1
25,62.8,160.1,179,40
37,68.2,172.1,160,34.8
49,92.2,152.8,89,53.5
31,59.7,198.9,60,51
45,91.3,179.4,122,32.7
41,78.1,177.8,67,48.6
32,88.1,182.8,87,56.2
39,85.7,174.9,148,50.9
47,60.4,151.6,92,45.3
21,78.4,180.6,112,39.4
30,93.4,185.8,97,56.6
40,71.6,170.8,111,42.7
25,98.3,187.9,137,55.7
35,72.6,161.4,70,53.5
29,57.1,161.1,61,54.5
48,69.5,158.1,112,59.7
31,97.6,168.6,153,52.5
51,66,192.4,153,31
35,93.4,191.4,127,36.2
51,94.1,169.1,136,31.1
28,67.5,179.5,66,35.7
58,54.2,186,161,31.8
29,86.2,162.1,126,45
32,65.6,158.4,68,30.8
48,89.1,198.6,137,44.2
46,72.1,180.9,175,57
43,74.3,199.1,122,52.5
35,88.9,166.9,70,58.3
49,69.1,185.2,96,36.8
39,72.2,161.1,73,45.9
55,68.8,163.1,78,39.6
34,68.4,175.6,67,44.8
40,76.3,166,66,46.7
41,90.4,158.4,118,31.1
25,68.1,163.1,122,37
58,76.2,151.8,66,51.1
23,83.5,185.2,179,53.2
22,63.5,174.6,114,47.1
46,63.9,154.7,62,38.1
45,96.7,158.6,126,42.2
28,86.2,155.1,77,32.9
18,78.9,180.6,104,58.6
36,82.4,154.7,156,56.1
26,51.5,187.7,160,32
44,80.9,151,151,35
51,75.5,162.5,95,47.4
21,77.3,194.5,75,37
53,68,185.9,138,58
35,54.1,153.6,88,52.7
32,59.7,191.1,118,38.2
30,97.5,174.7,77,30.2
36,70.4,192.3,108,54
23,73.3,180,169,42.7
29,52.6,184.1,105,49.3
54,51.9,199.7,142,38.6
34,85.9,161.6,88,34.3
40,76.9,181.2,129,50.3
43,75.4,173,168,43.5
46,62.2,152,109,37.1
50,87.2,150.7,170,34.1
44,58.4,156,114,47.4
42,59.5,182.5,86,51.8
27,73,178.4,66,38.5
40,64.3,177.7,150,52.1
38,62.4,151.6,142,35.5
38,82.3,173.5,140,40.2
30,82.5,196.2,100,52.3
54,91.2,169.9,70,49.8
50,70.9,181.2,64,38.1
41,53.7,189,125,33.7
28,63.7,189.2,170,31.3
34,99,176,115,55.1
21,79.8,192.9,71,32.3
42,85.5,169.6,101,33.4
47,50.4,194.4,165,37.1
26,75.9,162,175,43.4
38,51.9,164,134,53.7
37,78.5,152.7,69,37.4
36,96,189.8,87,46.3
36,98.4,170.9,66,32.7
29,77,161.5,73,43.9
54,72.9,161.6,136,35.3
59,97.3,195.1,128,36.3
34,83.7,191.7,120,41
54,53.2,177.7,110,52.8
56,73.3,180.8,101,52.3
45,62,173.7,67,42.4
58,73.5,169.6,109,33.6
52,72.8,195.8,60,38.4
35,79.1,156.3,128,45.2
31,67.8,170.9,70,56.1
52,58.2,167.2,175,59
58,75.2,174.9,166,49.1
24,91.5,172.9,107,40.5
58,83.2,175.9,69,50.8
30,66.9,157,74,40.1
35,96.8,175.7,162,48.8
54,95.6,162.1,106,37.3
30,60.5,159.2,152,38
53,52,153.2,84,32.3
48,87.1,188.1,171,42.6
19,91.4,171.4,65,48.5
33,98.4,181.3,70,53.7
26,94.5,186.4,76,54.3
26,80,184,74,59.8
55,76.5,173.5,75,32.6
28,51.4,169.4,115,44.8
39,62.3,168.8,125,45.6
50,73,182,95,54.1
53,81.4,174.7,142,38
40,77.9,192.5,97,32.1
51,87.1,193.7,173,39.4
26,64,158.5,144,59.5
41,78.2,156.8,134,57
25,54.4,181.5,164,41.9
24,70.7,165.1,62,56.3
53,87.5,150.9,157,31
35,84.7,194.4,77,39.4
20,99.5,161.3,138,51.8
45,63.9,196.5,148,36.6
23,74.9,185.9,113,36
38,66.5,188.1,173,55.9
45,72,160.1,174,48.5
57,92.8,161.7,138,59.7
18,84.2,176.1,153,34
53,94.1,158.6,76,40.7
38,60.2,165.3,141,39.3
52,93.7,166.1,154,56.4
30,53,158,173,37.7
27,94.4,160.3,166,40.6
27,66.5,189.4,141,34.3
30,65.7,158.4,178,53.3
54,75.6,151.4,158,37.1
55,97,181.5,72,32
41,52.4,198.8,122,43.1
19,67.6,166.6,73,41.7
39,92.8,155.9,118,35.3
34,69.8,178.5,95,34
53,60,195.3,77,56.9
31,71.2,189.2,64,32
27,69.3,181.1,73,33
52,95.8,165.8,84,37.4
42,88.1,177.1,103,58.6
20,75.3,154.6,98,32.6
55,99.4,183.9,71,54.5
34,73.3,186.3,163,56.8
29,52.9,198.3,120,41.3
41,63.1,163,121,38.8
46,71.8,150.9,112,50.3
42,57.8,177.3,112,51.1
53,97.4,185.3,87,53.4
43,88.3,189.5,94,54.9
55,63.4,159.7,177,38.1
18,79.5,163.1,124,50.6
37,86.1,175.6,62,34
45,97.1,166.5,102,45.3
33,94.1,193,109,48.4
34,75.8,173.7,130,34.9
57,88.7,190,68,32.3
45,78.1,179,95,35.8
29,77.6,188.7,82,42.6
44,55.7,166.6,147,56.6
59,56.3,191.6,133,46
47,76.5,163.7,109,52.5
58,63.4,177.3,114,35.2
51,51.1,160.7,171,33.2
54,86.1,173.8,71,37.2
23,51.6,165.9,142,39.4
24,79.8,163.3,91,46.4
49,77,198.3,83,56.4
49,98.4,158,145,42.8
42,74.2,189.4,126,45.6
50,53.2,199.2,163,30.1
24,77.6,151,86,31
29,92.1,185,120,32.5
33,99.8,162.6,78,51
33,71.5,152,132,44.6
53,66,170.1,110,35.8
30,95.3,196.8,123,47.8
24,59.6,150.6,172,46.3
53,80.8,179.4,136,32.7
26,70.3,175.1,61,49.2
49,52.1,193.7,95,53
28,67.4,154.2,152,38.6
25,63.3,184.1,70,50.6
50,84.3,184,157,36
40,97.4,183.5,127,52.7
42,63.4,197.1,127,57.4
25,90.6,191.2,175,43.3
39,52.8,152.1,123,37.3
21,76.9,173.6,60,42
57,53.5,169.9,148,37.5
20,96.7,165.5,85,30
46,88.3,172.6,70,49.5
58,82.9,169.2,146,31.3
46,91.2,171.6,61,36.3
51,82.4,199,142,51.7
51,98.4,154.4,152,50
45,85.7,196.1,99,32.2
30,96.2,174,178,49.8
32,75.9,181.2,175,57.9
40,55.9,191.5,63,32.2
43,76.4,168,139,42.5
21,56.3,171.5,170,51.9
43,79.6,170.5,96,50
57,74.1,168.7,120,36.8
26,81.1,196.3,150,34.9
22,50.5,191.4,64,53.5
49,59.7,155.4,74,58.7
37,74.6,155.4,146,53
28,97.5,171.4,172,58.9
32,69.2,154.9,126,48.1
49,71.2,181,141,57.9
45,85.7,157.2,166,50.7
39,80.2,176.1,85,57.3
58,64.9,150.4,65,34.8
34,70.5,165.8,103,54.5
43,60.9,183.9,177,35.9
24,98.3,174.2,117,30.8
59,56.5,198.9,140,45.5
43,68.6,193.7,105,39.5
42,51.3,168,161,31.3
27,61.1,152.3,101,59.4
36,89,192.3,107,50
28,60.1,195.6,173,57.1
30,54,191,86,60
25,73.7,156.4,79,41.8
57,50.5,199.9,129,37.6
21,54.2,162.9,174,35.5
48,90.4,186.2,94,45.5
45,88.6,195.4,135,48.2
28,95.8,161.8,107,44.2
18,92.7,195.4,126,41.6
55,84.2,165.5,171,35
41,52.6,198.8,127,43.3
48,89.1,164.1,111,32.6
58,92.3,197.7,168,56
43,90,152.7,127,31.4
22,75.4,185.5,63,41.4
37,61.6,176.6,98,33
58,92.3,173.9,80,53.2
28,86.4,161.2,167,39.4
50,99,185.3,125,33.4
55,57.8,159.5,75,45.9
44,61.3,177.6,66,57.5
51,60.6,162.7,142,57.3
32,89.6,197.8,166,37.5
49,59.3,151.4,156,51.6
38,53.3,160,68,30.9
22,99.9,162.1,160,34
23,51.2,170.7,76,45
55,91.8,161.6,150,36.9
39,68.3,174.6,156,53.9
